"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 316.68","1","291","El Camino to Alameda","7","3","7","San Mateo","269","","$34,900,000","03/05/2016","110,207","ML81563851","070-040-490","Atherton","1,911.49","11/29/2016","$34,900,000","18,258","Sold","246 Atherton Avenue","2015","94027","R1001A"
"$ 486.84","0","291","El Camino to Alameda","6","4","6","San Mateo","165","","$34,800,000","03/04/2016","63,162","ML81563777","070-310-020","Atherton","1,962.10","08/16/2016","$30,750,000","15,672","Sold","47 Camino Por Los Arboles","2016","94027","R100"
"$ 71.38","12","17","Saratoga","9","3","7","Santa Clara","246","","$24,500,000","03/01/2016","343,253","ML81563026","503-17-066","Saratoga","1,887.08","","","12,983","Expired","21116 Comer Drive","2004","95070","HCRD"
"$ 179.38","28","274","Central Woodside","5","1","4","San Mateo","0","","$23,988,000","02/16/2016","133,729","ML81550858","072-051-110","Woodside","1,713.43","","","14,000","Canceled","700 Kings Mountain Road","1988","94062","R1003A"
"$ 179.38","28","274","Central Woodside","5","1","4","San Mateo","152","","$23,988,000","02/17/2016","133,729","ML81551023","072-051-110","Woodside","1,713.43","","","14,000","Canceled","700 Kings Mountain Road","1988","94062","R1003A"
"$ 43.33","58","351","Beverly Terrace Etc.","3","1","5","San Mateo","54","","$19,800,000","02/18/2016","457,000","ML81561274","050-220-170","San Carlos","6,236.22","","","3,175","Canceled","806 Alameda","1958","94070","RS-6"
"$ 97.67","5","274","Central Woodside","4","1","4","San Mateo","14","","$14,500,000","02/22/2016","148,452","ML81561646","072-191-200","Woodside","2,976.80","03/07/2016","$14,500,000","4,871","Sold","330 Mountain Home Road","2011","94062","R1003A"
"$ 298.40","3","291","El Camino to Alameda","5","1","5","San Mateo","4","","$12,950,000","03/04/2016","43,566","ML81563607","059311010","Atherton","2,082.33","03/07/2016","$13,000,000","6,243","Sold","123 Austin Avenue","2013","94027","R1"
"$ 144.23","8","221","Los Altos Hills","6","1","4","Santa Clara","161","","$13,895,000","02/29/2016","83,200","ML81562894","175-36-005","Los Altos Hills","1,930.81","08/08/2016","$12,000,000","6,215","Sold","13480 Wildcrest Drive","2008","94022","R1"
"$ 1,009.62","0","237","Old Palo Alto","6","1","6","Santa Clara","5","","$10,495,000","02/24/2016","10,395","ML81562168","124-11-035","Palo Alto","1,984.31","02/28/2016","$10,495,000","5,289","Sold","2203 South Court","2016","94301","R1"
"$ 75.91","27","274","Central Woodside","4","1","4","San Mateo","73","","$11,000,000","03/04/2016","135,036","ML81563780","072-390-040","Woodside","1,762.99","05/16/2016","$10,250,000","5,814","Sold","60 Why Worry Lane","1989","94062","R100"
"$ 708.06","112","241","Professorville","5","2","5","Santa Clara","65","","$10,300,000","02/17/2016","14,123","ML81551047","120-20-022","Palo Alto","1,618.91","04/22/2016","$10,000,000","6,177","Sold","363 Melville Avenue","1904","94301","R1929"
"$ 78.08","6","17","Saratoga","5","2","6","Santa Clara","49","","$9,999,888","03/14/2016","128,066","ML81565126","503-69-040","Saratoga","1,158.74","","","8,630","Canceled","22000 Via Regina","2010","95070","HCRD"
"$ 79.09","54","221","Los Altos Hills","4","1","5","Santa Clara","58","","$9,950,000","02/22/2016","125,801","ML81561786","175-45-044","Los Altos Hills","1,379.45","","","7,213","Canceled","26000 Westwind Way","1962","94022","R1"
"$ 542.18","86","239","Crescent Park","4","2","6","Santa Clara","28","","$9,950,000","03/10/2016","17,799","ML81564585","003-09-028","Palo Alto","1,496.12","04/07/2016","$9,650,000","6,450","Sold","50 Crescent Drive","1930","94301","R1929"
