"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 874.40","103","237","Old Palo Alto","4","2","5","Santa Clara","180","","$17,498,000","06/23/2016","20,011","ML81592031","124-08-078","Palo Alto","3,282.93","","","5,330","Canceled","1701 Bryant Street","1913","94301","R1929"
"$ 158.40","26","291","El Camino to Alameda","6","1","7","San Mateo","153","","$13,800,000","06/22/2016","87,120","ML81592000","073-230-260","Atherton","1,586.21","","","8,700","Expired","295 Atherton Avenue","1990","94027","R10000"
"$ 214.17","1","221","Los Altos Hills","7","1","5","Santa Clara","249","","$10,988,888","07/07/2016","51,309","ML81593855","182-12-012","Los Altos Hills","1,334.90","","","8,232","Active","26880 Elena Road","2015","94022","RA"
"$ 101.83","18","16","Los Gatos/Monte Sereno","7","1","7","Santa Clara","262","","$9,980,000","07/09/2016","98,010","ML81594420","529-33-050","Los Gatos","1,025.69","","","9,730","Expired","23 Kimble Avenue","1998","95030","R1"
"$ 223.83","0","221","Los Altos Hills","7","1","5","Santa Clara","179","","$10,999,999","07/08/2016","43,560","ML81594226","176-06-005","Los Altos Hills","1,285.60","01/01/2017","$9,750,000","7,584","Sold","25755 Carado Court","2016","94022","RA"
"$ 63.13","29","274","Central Woodside","4","1","5","San Mateo","38","","$8,480,000","06/28/2016","130,680","ML81592786","073-270-130","Woodside","1,549.00","08/03/2016","$8,250,000","5,326","Sold","2 Quail Meadow Drive","1987","94062","RE0003"
"$ 256.41","0","444","Tobin Clark Estate / Polo Terrace","6","2","5","San Mateo","61","","$7,500,000","06/17/2016","29,251","ML81591093","038-341-050","Hillsborough","1,147.67","","","6,535","Canceled","1085 Parrott Drive","2016","94010","R10025"
"$ 492.00","0","239","Crescent Park","4","1","5","Santa Clara","61","","$7,498,000","06/22/2016","15,000","ML81591898","003-09-021","Palo Alto","1,633.47","08/20/2016","$7,380,000","4,518","Sold","1737 University Avenue","2016","94301","R1929"
"$ 166.09","52","291","El Camino to Alameda","5","1","6","San Mateo","0","","$7,250,000","07/01/2016","43,952","ML81593239","059-303-320","Atherton","1,301.02","07/01/2016","$7,300,000","5,611","Sold","48 Gresham Lane","1964","94027","R1001A"
"$ 947.24","5","237","Old Palo Alto","6","0","5","Santa Clara","48","","$7,850,000","07/12/2016","7,601","ML81594837","124-10-004","Palo Alto","1,488.53","08/20/2016","$7,200,000","4,837","Sold","481 Washington Avenue","2011","94301","R1929"
"$ 142.67","11","221","Los Altos Hills","6","1","6","Santa Clara","60","","$7,295,000","06/21/2016","48,082","ML81591723","175-40-019","Los Altos Hills","874.78","08/20/2016","$6,860,000","7,842","Sold","12859 Normandy Lane","2005","94022","LH"
"$ 175.81","37","450","Skyfarm","5","2","6","San Mateo","33","","$6,995,000","06/27/2016","38,564","ML81592530","028-441-090","Hillsborough","967.19","07/27/2016","$6,780,000","7,010","Sold","20 Cinnamon Court","1979","94010","R10000"
"$ 175.85","35","441","Brewer Subdivision/Upland","5","1","6","San Mateo","0","","$6,750,000","06/23/2016","38,385","ML81592051","032-400-340","Hillsborough","872.09","06/23/2016","$6,750,000","7,740","Sold","8 Homs Court","1981","94010","R10000"
"$ 94.94","19","221","Los Altos Hills","6","2","6","Santa Clara","26","","$6,988,000","07/13/2016","70,567","ML81595010","182-12-027","Los Altos Hills","1,049.83","08/08/2016","$6,700,000","6,382","Sold","26875 Elena Road","1997","94022","RA"
"$ 118.16","7","445","Lakeview","6","0","5","San Mateo","18","","$6,580,000","07/06/2016","55,012","ML81593820","038-121-240","Hillsborough","1,057.77","07/22/2016","$6,500,000","6,145","Sold","140 Woodridge Road","2009","94010","R10000"
"$ 95.04","18","221","Los Altos Hills","6","3","5","Santa Clara","42","","$7,488,000","07/13/2016","68,389","ML81594954","175-25-067","Los Altos Hills","862.64","08/23/2016","$6,500,000","7,535","Sold","25617 W Fremont Road","1998","94022","R1"
"$ 98.42","91","291","El Camino to Alameda","2","1","4","San Mateo","51","","$6,298,000","07/07/2016","63,990","ML81593981","070-162-070","Atherton","2,358.80","","","2,670","Expired","282 Camino Al Lago","1925","94027","R1001A"
"$ 98.42","91","291","El Camino to Alameda","2","0","4","San Mateo","33","","$6,298,000","07/09/2016","63,990","ML81594403","070-162-070","Atherton","2,358.80","","","2,670","Canceled","282 Camino Al Lago","1925","94027","R1001A"
"$ 104.71","36","445","Lakeview","5","1","5","San Mateo","22","","$5,995,000","06/29/2016","57,303","ML81592974","038-382-030","Hillsborough","739.83","07/18/2016","$6,000,000","8,110","Sold","30 Miranda Court","1980","94010","R10000"
"$ 129.68","19","221","Los Altos Hills","4","1","5","Santa Clara","123","","$5,988,000","07/07/2016","46,174","ML81594066","336-40-022","Los Altos Hills","1,197.36","","","5,001","Canceled","11240 Magdalena Road","1997","94024","R1"
"$ 166.06","92","212","Country Club","5","1","4","Santa Clara","21","","$6,295,000","06/23/2016","35,589","ML81592018","331-10-219","Los Altos","1,041.23","07/14/2016","$5,910,000","5,676","Sold","1378 Country Club Drive","1924","94024","R1E-2"
"$ 196.90","39","17","Saratoga","5","1","6","Santa Clara","186","","$5,888,000","07/14/2016","29,904","ML81595307","517-19-041","Saratoga","1,140.86","","","5,161","Expired","14777 Montalvo Road","1977","95070","R120"
"$ 226.20","38","450","Skyfarm","6","1","5","San Mateo","37","","$5,988,000","07/07/2016","25,199","ML81593994","028-402-010","Hillsborough","901.90","08/12/2016","$5,700,000","6,320","Sold","760 Darrell Road","1978","94010","R10025"
"$ 189.61","15","448","Homeplace","5","1","4","San Mateo","145","23","$5,600,000","07/08/2016","29,534","ML81594343","031-370-340","Hillsborough","1,196.58","","","4,680","Canceled","16 Farm Lane","2001","94010","R10000"
"$ 314.13","0","211","North Los Altos","5","1","5","Santa Clara","29","","$5,495,000","06/16/2016","17,493","ML81591047","167-34-001","Los Altos","1,346.15","","","4,082","Canceled","349 Blue Oak Lane","2016","94022","R1E-1"
"$ 117.87","56","293","Lindenwood Area","3","0","4","San Mateo","161","","$5,395,000","06/17/2016","45,770","ML81591216","061-232-050","Atherton","1,577.49","","","3,420","Expired","84 Edge Road","1960","94027","R1001A"
"$ 231.76","20","450","Skyfarm","5","1","5","San Mateo","168","","$5,388,000","07/01/2016","23,248","ML81593162","028-442-010","Hillsborough","925.46","","","5,822","Canceled","2496 Butternut Drive","1996","94010","R10000"
"$ 107.55","27","221","Los Altos Hills","4","1","5","Santa Clara","137","","$5,988,000","06/23/2016","48,351","ML81592050","182-04-078","Los Altos Hills","940.33","11/05/2016","$5,200,000","5,530","Sold","12380 Gigli Court","1989","94022","RA"
"$ 110.59","58","290","Alameda to 280","2","1","3","San Mateo","127","","$4,988,000","06/16/2016","46,117","ML81590883","073-201-060","Atherton","1,939.16","10/18/2016","$5,100,000","2,630","Sold","86 Mesa Court","1958","94027","R1001A"
"$ 675.86","0","239","Crescent Park","3","1","4","Santa Clara","2","","$4,998,000","06/16/2016","7,395","ML81590903","003-23-037","Palo Alto","1,827.42","06/18/2016","$4,998,000","2,735","Sold","1445 Dana Avenue","2016","94301","R1"
"$ 72.25","28","221","Los Altos Hills","7","1","7","Santa Clara","133","","$4,998,000","06/16/2016","69,173","ML81590945","182-08-026","Los Altos Hills","772.73","","","6,468","Canceled","14293 Saddle Mountain Drive","1988","94022","RA"
"$ 32.23","20","17","Saratoga","6","2","5","Santa Clara","195","","$4,998,000","06/27/2016","155,074","ML81592707","517-22-118","Saratoga","897.47","","","5,569","Canceled","15195 Piedmont Road","1996","95070","R140"
"$ 666.40","14","237","Old Palo Alto","4","0","5","Santa Clara","54","","$4,998,000","07/14/2016","7,500","ML81595169","124-15-024","Palo Alto","1,433.32","","","3,487","Expired","152 Melville Avenue","2002","94301","R1"
"$ 85.44","27","221","Los Altos Hills","6","0","5","Santa Clara","2","","$4,950,000","06/29/2016","57,935","ML81592986","182-20-057","Los Altos Hills","929.40","","","5,326","Canceled","27210 Carrington Circle","1989","94022","RA"
"$ 100.12","26","16","Los Gatos/Monte Sereno","5","1","5","Santa Clara","120","","$4,950,000","07/05/2016","49,441","ML81593492","529-39-042","Los Gatos","926.62","","","5,342","Canceled","105 Sund Avenue","1990","95030","HR"
