"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 54.52","0","18","Cupertino","4","2","4","Santa Clara","338","","$3,800,000","01/28/2015","69,696","ML81448419","366-03-063","Cupertino","806.11","","","4,714","Expired","21740 Rainbow Drive","2015","95014","R1"
"$ 281.48","9","211","North Los Altos","3","1","5","Santa Clara","25","","$3,995,000","01/29/2015","13,500","ML81448526","170-35-025","Los Altos","1,032.61","02/23/2015","$3,800,000","3,680","Sold","417 Dracena Lane","2006","94022","R1"
"$ 159.15","56","448","Homeplace","3","0","5","San Mateo","51","","$3,795,000","02/04/2015","23,625","ML81449674","028-252-120","Hillsborough","1,132.53","03/27/2015","$3,760,000","3,320","Sold","2121 Ralston Avenue","1959","94010","R10025"
"$ 82.47","58","221","Los Altos Hills","3","1","4","Santa Clara","9","","$2,995,000","01/19/2015","44,867","ML81447373","331-01-013","Los Altos Hills","1,119.18","01/28/2015","$3,700,000","3,306","Sold","11525 Old Ranch Lane","1957","94024","R1"
"$ 95.42","43","212","Country Club","3","1","3","Santa Clara","19","","$3,895,000","02/03/2015","38,775","ML81449306","331-13-070","Los Altos","859.67","02/22/2015","$3,700,000","4,304","Sold","761 Thorsen Court","1972","94024","R1E-1"
"$ 13.07","1","16","Los Gatos/Monte Sereno","5","1","5","Santa Clara","161","","$3,699,000","02/09/2015","283,000","ML81449872","510-31-066","Monte Sereno","689.60","","","5,364","Canceled","16290 Lucky Road","2014","95030","HS-D1"
"$ 367.30","0","214","South of El Monte","4","0","5","Santa Clara","15","","$3,680,000","01/21/2015","10,019","ML81447564","193-44-023","Los Altos","1,197.53","02/05/2015","$3,680,000","3,073","Sold","1049 Dartmouth Lane","2015","94024","R1"
"$ 338.76","18","303","Central Menlo","3","1","4","San Mateo","8","","$3,498,000","02/06/2015","10,863","ML81449616","071-212-160","Menlo Park","1,210.53","02/14/2015","$3,680,000","3,040","Sold","914 Hobart Street","1997","94025","R10010"
"$ 70.22","26","17","Saratoga","4","0","5","Santa Clara","1","","$3,690,000","02/02/2015","51,836","ML81449092","397-07-092","Saratoga","708.03","02/03/2015","$3,640,000","5,141","Sold","15070 Sperry Lane","1989","95070","R140"
"$ 14.12","18","18","Cupertino","5","1","5","Santa Clara","384","","$3,988,000","01/20/2015","257,749","ML81447545","351-42-016","Cupertino","640.09","01/26/2015","$3,638,888","5,685","Sold","13220 Peacock Court","1997","95014","HS-D1"
"$ 83.29","41","276","Woodside Hills","4","0","7","San Mateo","10","","$3,798,000","01/17/2015","43,560","ML81447304","069-031-020","Woodside","702.42","04/04/2015","$3,628,000","5,165","Sold","195 Brookwood Road","1974","94062","R1001A"
"$ 112.50","56","212","Country Club","4","1","4","Santa Clara","6","","$3,198,000","01/22/2015","32,000","ML81447717","331-09-030","Los Altos","879.12","01/28/2015","$3,600,000","4,095","Sold","1502 Country Club Drive","1959","94024","R1E-2"
"$ 99.42","61","230","Palo Alto Hills","2","0","3","Santa Clara","9","","$2,798,000","02/11/2015","36,210","ML81450245","175-02-040","Palo Alto","1,955.46","02/20/2015","$3,600,000","1,841","Sold","4244 Manuela Court","1954","94306","RE"
"$ 225.33","94","439","San Mateo Park / El Cerrito Park","5","0","4","San Mateo","14","","$3,700,000","01/30/2015","15,755","ML81448755","032-031-150","San Mateo","889.72","02/13/2015","$3,550,000","3,990","Sold","700 Occidental Avenue","1921","94402","R10010"
"$ 87.34","25","17","Saratoga","4","1","4","Santa Clara","20","","$3,799,950","01/30/2015","40,075","ML81448709","510-05-038","Saratoga","767.38","02/19/2015","$3,500,000","4,561","Sold","19489 Glen Una Drive","1990","95070","R1PF"
"$ 96.37","94","214","South of El Monte","2","1","2","Santa Clara","1","","$3,499,999","01/29/2015","36,320","ML81448772","189-48-030","Los Altos","2,075.92","01/30/2015","$3,500,000","1,686","Sold","201 Fremont Avenue","1921","94022","R110"
"$ 90.28","37","30,012","Not Defined","3","1","5","Santa Clara","","0","$3,700,000","02/05/2015","38,768","CRSB15025337","40947010","Los Gatos","744.21","05/01/2015","$3,500,000","4,703","Sold","15121 Via Del Sur","1979","95030",""
"$ 155.68","37","444","Tobin Clark Estate / Polo Terrace","3","1","4","San Mateo","137","","$3,499,000","02/09/2015","22,475","ML81449932","038-333-070","Hillsborough","866.09","","","4,040","Expired","35 Bel Aire Court","1978","94010","R10025"
"$ 80.09","14","17","Saratoga","4","1","4","Santa Clara","202","","$3,488,888","02/10/2015","43,560","ML81450126","503-13-146","Saratoga","749.49","","","4,655","Canceled","22217 Mt Eden Road","2001","95070","R-1"
"$ 278.00","11","466","Burlinhome / Easton Add #2 / #3 / #5","4","1","5","San Mateo","0","","$3,500,000","01/30/2015","12,500","ML81448800","026-165-060","Burlingame","822.49","01/30/2015","$3,475,000","4,225","Sold","1021 Balboa Avenue","2004","94010","R10006"
"$ 161.34","8","16","Los Gatos/Monte Sereno","4","1","4","Santa Clara","7","","$3,299,000","02/02/2015","21,384","ML81448914","409-30-013","Los Gatos","921.47","02/09/2015","$3,450,000","3,744","Sold","14563 Eastview Drive","2007","95032","R112"
"$ 615.08","1","304","Allied Arts / Downtown","3","2","4","San Mateo","13","","$3,398,000","01/26/2015","5,544","ML81448113","071-405-210","Menlo Park","931.69","02/08/2015","$3,410,000","3,660","Sold","204 University Drive","2014","94025","R10008"
"$ 82.56","48","17","Saratoga","3","2","4","Santa Clara","16","","$3,488,000","01/20/2015","41,184","ML81447456","397-08-058","Saratoga","784.86","02/05/2015","$3,400,000","4,332","Sold","18810 Montewood Drive","1967","95070","R140"
"$ 313.36","58","303","Central Menlo","3","1","5","San Mateo","89","","$3,400,000","02/13/2015","10,850","ML81450801","071-381-110","Menlo Park","1,291.79","","","2,632","Canceled","470 Santa Rita Avenue","1957","94025","R100"
"$ 86.41","36","16","Los Gatos/Monte Sereno","3","1","5","Santa Clara","73","","$3,700,000","02/10/2015","38,768","ML81450031","409-47-010","Monte Sereno","712.31","04/24/2015","$3,350,000","4,703","Sold","15121 Via Del Sur","1979","95030","R140"
"$ 68.17","42","221","Los Altos Hills","3","0","3","Santa Clara","7","","$2,598,000","02/11/2015","48,552","ML81450346","182-48-045","Los Altos Hills","1,361.58","02/18/2015","$3,310,000","2,431","Sold","27290 Byrne Park Lane","1973","94022","RA"
"$ 305.84","54","16","Los Gatos/Monte Sereno","3","0","4","Santa Clara","4","","$3,065,000","02/09/2015","10,790","ML81450048","510-20-040","Monte Sereno","1,266.79","02/13/2015","$3,300,000","2,605","Sold","16206 W Ellenwood Avenue","1961","95030","R8"
"$ 165.83","67","211","North Los Altos","2","0","3","Santa Clara","9","","$2,985,000","02/10/2015","19,900","ML81450079","170-20-061","Los Altos","2,676.40","02/19/2015","$3,300,000","1,233","Sold","595 Jay Street","1948","94022","R1"
"$ 60.00","48","212","Country Club","5","1","6","Santa Clara","7","","$2,988,000","02/11/2015","55,000","ML81450179","331-14-027","Los Altos Hills","745.26","02/18/2015","$3,300,000","4,428","Sold","23200 Mora Glen Drive","1967","94024","R1"
"$ 207.55","0","335","Farm Hills Estates Etc.","4","1","4","San Mateo","16","","$3,195,000","02/11/2015","15,900","ML81450593","068-212-020","Redwood City","845.29","02/27/2015","$3,300,000","3,904","Sold","1012 Wilmington Way","2015","94062","R 1"
"$ 32.83","40","17","Saratoga","2","1","2","Santa Clara","248","","$3,288,888","02/09/2015","100,188","ML81449998","503-12-033","Saratoga","1,177.97","","","2,792","Expired","22637 Mount Eden Road","1975","95070","HCRD"
"$ 316.79","0","18","Cupertino","4","1","5","Santa Clara","17","","$3,288,000","02/01/2015","10,228","ML81448845","326-30-37","Cupertino","793.58","02/18/2015","$3,240,168","4,083","Sold","20818 Garden Gate","2015","95014","R-1"
"$ 7.79","105","221","Los Altos Hills","2","0","3","Santa Clara","7","","$2,498,000","01/28/2015","412,949","ML81448399","182-25-019","Los Altos Hills","1,608.75","02/04/2015","$3,217,500","2,000","Sold","27368 Chaparral Way","1910","94022","AW"
"$ 354.13","0","18","Cupertino","4","1","5","Santa Clara","28","","$3,288,000","01/28/2015","9,022","ML81448375","357-05-005","Cupertino","882.84","02/25/2015","$3,195,000","3,619","Sold","22345 Mcclellan Road","2015","95014","R1B2"
"$ 344.37","36","632","Strand Area","2","0","2","San Mateo","8","","$3,250,000","01/18/2015","9,060","ML81447337","037-123-310","Moss Beach","1,608.25","01/26/2015","$3,120,000","1,940","Sold","191 Reef Point Road","1979","94038","R10006"
"$ 352.59","0","308","Willows / O'Conner Area","3","1","4","San Mateo","12","","$2,898,000","01/16/2015","8,792","ML81447157","063-452-380","Menlo Park","1,066.39","01/28/2015","$3,100,000","2,907","Sold","1357 Woodland Avenue","2015","94025","R10008"
"$ 516.67","0","302","County / Alameda Area","4","0","4","San Mateo","1","","$3,100,000","01/24/2015","6,000","ML81448059","071-014-360","Menlo Park","1,162.35","01/25/2015","$3,100,000","2,667","Sold","1320 American Way","2015","94025","R100S7"
"$ 71.30","30","17","Saratoga","3","2","4","Santa Clara","137","","$3,100,000","01/26/2015","43,477","ML81448172","397-03-072","Saratoga","589.91","","","5,255","Canceled","14528 Chester Avenue","1985","95070","SA"
"$ 198.68","12","335","Farm Hills Estates Etc.","3","1","5","San Mateo","18","","$3,088,000","02/02/2015","15,100","ML81448893","068-211-030","Redwood City","719.42","02/20/2015","$3,000,000","4,170","Sold","902 Fallen Leaf Way","2003","94062","RH0S18"
"$ 237.49","105","17","Saratoga","4","0","4","Santa Clara","0","","$2,898,000","02/12/2015","12,632","ML81450540","397-22-053","Saratoga","923.65","02/12/2015","$3,000,000","3,248","Sold","14475 Oak Place","1910","95070","SA"
"$ 270.42","7","472","Mills Estates","3","1","5","San Mateo","19","","$2,888,000","02/13/2015","11,094","ML81450651","025-031-130","Burlingame","798.08","03/04/2015","$3,000,000","3,759","Sold","2849 Rivera Drive","2008","94010","R1"
"$ 163.45","6","27","Alameda County","4","1","5","Alameda","90","","$2,999,999","01/22/2015","18,354","ML81447796","519-1677-056","Fremont","664.89","","","4,512","Expired","45212 S Grimmer Boulevard","2009","94539","r1"
"$ 245.88","19","16","Los Gatos/Monte Sereno","3","0","4","Santa Clara","93","","$2,999,000","02/01/2015","12,197","ML81448892","424-30-108","Los Gatos","883.88","","","3,393","Canceled","17265 BUENA VISTA Avenue","1996","95030","R1"
"$ 88.27","103","17","Saratoga","3","1","5","Santa Clara","116","","$2,999,000","02/04/2015","33,977","ML81449410","397-22-049","Saratoga","574.52","02/16/2015","$2,999,000","5,220","Sold","20375 Saratoga Los Gatos Road","1912","95070","R1"
"$ 186.08","11","3","Evergreen","5","1","6","Santa Clara","106","125","$2,999,000","02/15/2015","16,117","ML81450855","679-43-012","San Jose","484.10","","","6,195","Expired","4801 Shady Meadows Place","2004","95138","R1"
"$ 361.89","34","16","Los Gatos/Monte Sereno","3","1","5","Santa Clara","37","","$2,995,000","02/02/2015","8,276","ML81448897","410-20-042","Los Gatos","715.14","","","4,188","Canceled","16191 Rose Avenue","1981","95030","R18"
"$ 2.18","95","13","Almaden Valley","3","1","3","Santa Clara","142","","$2,995,000","02/09/2015","1,373,011","ML81449912","708-47-016","San Jose","748.75","","","4,000","Expired","22650 Mckean Road","1920","95120","AW"
"$ 58.38","23","17","Saratoga","3","1","4","Santa Clara","1","","$2,897,000","02/02/2015","50,529","ML81448904","503-31-100","Saratoga","716.54","02/03/2015","$2,950,000","4,117","Sold","21761 HEBER Way","1992","95070","R1"
"$ 328.87","107","308","Willows / O'Conner Area","2","0","4","San Mateo","15","","$2,795,000","02/07/2015","8,970","ML81449866","062-353-010","Menlo Park","728.40","02/22/2015","$2,950,000","4,050","Sold","202 Pope Street","1908","94025","R10008"
"$ 483.33","91","236","College","2","0","4","Santa Clara","8","","$2,199,000","01/28/2015","6,000","ML81448492","124-22-015","Palo Alto","1,409.14","02/05/2015","$2,900,000","2,058","Sold","1535 Castilleja Avenue","1924","94306","R1"
"$ 332.49","63","305","Middlefield to El Camino Menlo Park","2","0","3","San Mateo","11","","$2,189,000","02/07/2015","8,662","ML81449793","062-451-150","Menlo Park","1,684.21","02/18/2015","$2,880,000","1,710","Sold","231 East Creek Drive","1952","94025","R1"
"$ 115.69","58","446","Carolands Etc.","4","0","5","San Mateo","8","","$2,695,000","02/05/2015","24,851","ML81449283","030-124-010","Hillsborough","879.74","02/13/2015","$2,875,000","3,268","Sold","75 Denise Drive","1957","94010","R10025"
"$ 68.15","48","17","Saratoga","3","1","5","Santa Clara","8","","$2,850,000","01/29/2015","41,818","ML81448550","503-55-054","Saratoga","762.03","02/06/2015","$2,850,000","3,740","Sold","21216 Haymeadow Drive","1967","95070","R1"
"$ 459.73","35","16","Los Gatos/Monte Sereno","2","1","4","Santa Clara","5","","$2,799,000","02/05/2015","6,134","ML81449543","510-18-031","Los Gatos","871.45","02/10/2015","$2,820,000","3,236","Sold","135 Tait Avenue","1980","95030","R3S"
