"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 91.40","84","444","Tobin Clark Estate / Polo Terrace","12","3","12","San Mateo","386","","$23,888,000","12/09/2013","261,360","ML81342718","038-312-160A","Hillsborough","682.51","","","35,000","Expired","40 VERBALEE Lane","1930","94010","R100"
"$ 37.52","0","17","Saratoga","9","2","6","Santa Clara","22","","$14,250,000","11/24/2013","379,843","ML81341788","510-29-031","Monte Sereno","950.00","","","15,000","Canceled","15998 LOMAS Lane","2013","95030","HS-D1"
"$ 98.40","16","278","Woodside Heights","7","2","7","San Mateo","394","","$13,888,000","12/02/2013","141,134","ML81342133","073-132-220","Woodside","2,045.36","","","6,790","Expired","600 MOORE Road","1998","94062","R1000"
"$ 203.95","2","291","El Camino to Alameda","9","1","7","San Mateo","372","","$9,950,000","11/27/2013","48,787","ML81341957","070-032-010","Atherton","840.16","","","11,843","Canceled","297 POLHEMUS Avenue","2012","94027","R101A"
"$ 688,172.04","2","263","Central Portola Valley","4","1","5","San Mateo","588","","$6,400,000","11/19/2013","9","ML81341469","080-040-080","Portola Valley","768.03","","","8,333","Expired","5922 ALPINE Road","2012","94028","MR7.5"
"$ 112.09","6","263","Central Portola Valley","5","0","4","San Mateo","162","","$6,250,000","12/09/2013","55,757","ML81342756","079-071-060","Portola Valley","1,096.49","","","5,700","Expired","280 NATHHORST Avenue","2008","94028","R1"
"$ 121.21","1","263","Central Portola Valley","4","1","5","San Mateo","118","","$5,280,000","11/18/2013","43,560","ML81341244","079-011-100","Portola Valley","991.55","03/16/2014","$5,280,000","5,325","Sold","55 STONEGATE Road","2013","94028","R1"
"$ 197.12","1","442","Hillsborough Park Etc.","4","1","4","San Mateo","269","","$4,980,000","11/25/2013","25,264","ML81341803","031-211-090","Hillsborough","873.68","","","5,700","Canceled","610 EL CERRITO Avenue","2013","94010","R1000"
"$ 96.59","101","263","Central Portola Valley","4","2","3","San Mateo","31","","$4,750,000","11/24/2013","49,179","ML81341795","079-151-460","Portola Valley","818.97","","","5,800","Canceled","451 PORTOLA Road","1912","94028","R1001"
"$ 102.09","62","293","Lindenwood Area","5","0","5","San Mateo","12","","$3,795,000","11/29/2013","42,120","ML81342022","061-140-040","Atherton","1,026.25","12/11/2013","$4,300,000","4,190","Sold","2 HEATHER Drive","1951","94027","R101A"
"$ 182.61","21","471","Burlingame Hills / Skyline Terrace","4","1","5","San Mateo","22","","$4,200,000","12/10/2013","23,000","ML81342853","027-072-130","Burlingame","666.67","","","6,300","Canceled","177 LOS ROBLES Drive","1993","94010","R1"
"$ 570.71","1","242","Downtown Palo Alto","3","1","4","Santa Clara","114","","$3,995,000","12/03/2013","7,000","ML81342307","120-09-049","Palo Alto","1,526.56","","","2,617","Canceled","470 RUTHVEN Avenue","2013","94301","R2"
"$ 2.00","10","4","Alum Rock","4","1","4","Santa Clara","34","","$3,995,000","12/14/2013","2,002,453","ML81343128","612-30-015","San Jose","887.78","","","4,500","Canceled","1272 FLEMING Avenue","2004","95127","A"
"$ 69.59","3","17","Saratoga","6","1","5","Santa Clara","21","","$3,950,000","11/19/2013","55,321","ML81341422","397-11-003","Saratoga","580.26","12/10/2013","$3,850,000","6,635","Sold","15160 EL CAMINO SENDA","2011","95070","R140"
"$ 183.92","68","441","Brewer Subdivision/Upland","6","2","5","San Mateo","21","","$4,180,000","11/18/2013","20,650","ML81341257","032-363-030","Hillsborough","673.40","12/09/2013","$3,798,000","5,640","Sold","145 STONEHEDGE Road","1946","94010","R100"
"$ 340.81","5","10","Willow Glen","6","1","5","Santa Clara","149","","$3,648,000","11/20/2013","10,704","ML81341463","429-28-024","San Jose","570.00","","","6,400","Canceled","1154 NEVADA Avenue","2009","95125","R1-8"
"$ 163.96","25","448","Homeplace","4","0","4","San Mateo","0","","$3,680,000","11/27/2013","21,835","ML81341940","031-383-030","Hillsborough","766.60","11/27/2013","$3,580,000","4,670","Sold","20 STONEPINE Court","1988","94010","R100"
"$ 253.29","23","16","Los Gatos/Monte Sereno","3","1","5","Santa Clara","73","","$3,575,000","12/03/2013","14,114","ML81342234","510-42-070","Los Gatos","863.32","","","4,141","Canceled","3 MASSOL Court","1991","95030","RM"
"$ 276.61","77","306","Felton Gables","4","1","4","San Mateo","47","","$3,579,000","11/29/2013","12,870","ML81342003","061-323-280","Menlo Park","912.82","01/15/2014","$3,560,000","3,900","Sold","320 LENNOX Avenue","1937","94025","R1"
"$ 88.98","15","17","Saratoga","3","1","4","Santa Clara","9","","$2,998,000","11/17/2013","39,897","ML81341233","397-09-016","Saratoga","916.13","11/26/2013","$3,550,000","3,875","Sold","19265 MONTE VISTA Drive","1999","95070","R140"
"$ 466.67","79","239","Crescent Park","4","0","5","Santa Clara","10","","$3,500,000","12/04/2013","7,500","ML81342375","003-23-012","Palo Alto","1,415.86","12/14/2013","$3,500,000","2,472","Sold","1448 HAMILTON Avenue","1935","94301","R1"
"$ 117.66","8","17","Saratoga","6","1","6","Santa Clara","4","","$3,248,000","12/06/2013","27,878","ML81342534","397-28-063","Saratoga","638.75","12/10/2013","$3,280,000","5,135","Sold","13992 ALTA VISTA Avenue","2005","95070","R112"
"$ 1,856,571.43","29","16","Los Gatos/Monte Sereno","3","1","4","Santa Clara","81","25","$3,249,000","11/21/2013","2","ML81341566","527-55-037","Los Gatos","614.06","","","5,291","Canceled","320 SANTA ROSA Drive","1985","95032","HR"
"$ 68.98","64","292","Middlefield to El Camino Atherton","2","0","4","San Mateo","53","","$3,095,000","12/06/2013","44,867","ML81342667","061-340-150","Atherton","1,142.07","01/28/2014","$3,095,000","2,710","Sold","182 ENCINAL Avenue","1950","94027","R100"
