"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 116.41","66","293","Lindenwood Area","3","1","3","10","","$3,999,888","08/04/2014","42,952","ML81428078","061-211-050","Atherton","1,618.12","08/14/2014","$5,000,000","3,090","Sold","89 CATALPA Drive","1948","94027","R1"
"$ 121.30","35","450","Skyfarm","4","1","7","70","","$5,500,000","08/13/2014","41,220","ML81429575","028-492-100","Hillsborough","781.25","10/22/2014","$5,000,000","6,400","Sold","2760 CHURCHILL Drive","1979","94010","R"
"$ 105.22","51","221","Los Altos Hills","3","0","4","9","","$4,488,000","08/04/2014","47,045","ML81428146","175-56-010","Los Altos Hills","1,350.61","08/13/2014","$4,950,000","3,665","Sold","26343 ESPERANZA Drive","1963","94022","R1"
"$ 166.38","34","450","Skyfarm","7","0","5","13","","$4,850,000","07/25/2014","29,450","ML81427008","028-473-020","Hillsborough","793.52","08/07/2014","$4,900,000","6,175","Sold","20 LEMON Court","1980","94010","R1"
"$ 199.16","1","446","Carolands Etc.","6","0","5","139","","$4,995,000","07/16/2014","23,850","ML81425469","030-131-010","Hillsborough","940.59","12/02/2014","$4,750,000","5,050","Sold","3935 RALSTON Avenue","2013","94010","R1"
"$ 108.71","73","293","Lindenwood Area","3","1","5","0","","$4,298,000","07/31/2014","40,660","ML81427712","061-091-110","Atherton","1,220.99","07/31/2014","$4,420,000","3,620","Sold","61 FREDRICK Avenue","1941","94027","R1001"
"$ 240.39","10","214","South of El Monte","3","1","4","8","","$3,895,000","08/05/2014","18,295","ML81428457","189-29-059","Los Altos","1,181.94","08/13/2014","$4,398,000","3,721","Sold","729 RAYMUNDO Avenue","2004","94024","R110"
"$ 31.24","4","13","Almaden Valley","7","3","5","99","","$4,300,000","07/17/2014","137,650","ML81425803","583-72-005","San Jose","454.35","","","9,464","Canceled","6971 HOLLOW LAKE Way","2010","95120","R1"
"$ 298.61","13","302","County / Alameda Area","4","1","5","15","","$4,395,000","08/14/2014","14,400","ML81429648","070-302-030","Menlo Park","829.96","08/29/2014","$4,300,000","5,181","Sold","1865 CAMINO DE LOS ROBLES","2001","94025","R100"
"$ 532.05","0","233","South Palo Alto","5","1","5","27","","$4,198,000","08/12/2014","7,800","ML81429382","127-29-039","Palo Alto","1,391.22","09/26/2014","$4,150,000","2,983","Sold","871 FIELDING Drive","2014","94303","R1"
"$ 292.94","13","17","Saratoga","4","1","6","73","","$4,295,000","08/10/2014","13,996","ML81429143","503-21-027","Saratoga","716.03","10/22/2014","$4,100,000","5,726","Sold","12021 MAGNOLIA Court","2001","95070","R1125"
"$ 380.95","85","239","Crescent Park","3","0","4","5","","$3,195,000","07/31/2014","10,500","ML81427635","003-07-037","Palo Alto","1,579.78","08/05/2014","$4,000,000","2,532","Sold","50 HAMILTON Court","1929","94301","R1"
"$ 295.03","66","303","Central Menlo","4","0","5","6","","$3,995,000","08/02/2014","13,558","ML81427996","071-133-030","Menlo Park","846.02","08/08/2014","$4,000,000","4,728","Sold","705 OAK KNOLL Lane","1948","94025","R100"
"$ 541.50","57","239","Crescent Park","4","0","4","8","","$3,500,000","07/30/2014","7,350","ML81427493","003-28-016","Palo Alto","1,513.31","08/07/2014","$3,980,000","2,630","Sold","1488 PITMAN Avenue","1957","94301","R1"
"$ 89.07","51","221","Los Altos Hills","3","0","4","10","","$2,880,000","08/12/2014","43,560","ML81429296","336-19-030","Los Altos Hills","1,287.33","08/22/2014","$3,880,000","3,014","Sold","12111 HILLTOP Drive","1963","94024","RA"
"$ 434.66","0","302","County / Alameda Area","4","1","5","9","","$3,598,000","07/17/2014","8,800","ML81425908","074-382-080","Menlo Park","1,175.84","07/26/2014","$3,825,000","3,253","Sold","2270 CAMINO A LOS CERROS","2014","94025","R1"
"$ 2.63","16","1","Morgan Hill / Gilroy / San Martin","5","1","6","184","","$3,799,950","07/22/2014","1,447,063","ML81426436","830-13-050","Gilroy","370.47","","","10,257","Expired","2400 HERITAGE MANOR Drive","1998","95020","AR"
"$ 111.58","63","446","Carolands Etc.","5","2","6","167","","$3,750,000","07/17/2014","33,607","ML81425789","030-067-040","Hillsborough","827.63","","","4,531","Expired","480 PULLMAN Road","1951","94010","R1"
"$ 493.33","74","236","College","4","1","5","8","","$3,298,000","07/30/2014","7,500","ML81427464","124-30-048","Palo Alto","1,061.39","08/07/2014","$3,700,000","3,486","Sold","138 PARK Avenue","1940","94306","R1"
"$ 197.96","0","9","Central San Jose","6","0","4","101","","$3,995,000","08/13/2014","18,564","ML81429537","274-26-033","San Jose","725.00","09/15/2014","$3,675,000","5,069","Sold","1621 UNIVERSITY Way","2014","95126","R1-8"
"$ 157.26","53","230","Palo Alto Hills","4","1","5","20","","$3,798,000","07/18/2014","23,051","ML81425829","175-01-074","Palo Alto","1,033.35","08/07/2014","$3,625,000","3,508","Sold","4217 MANUELA Avenue","1961","94306","RE"
"$ 138.15","50","448","Homeplace","3","0","4","5","","$3,498,000","08/10/2014","26,058","ML81429084","031-364-100","Hillsborough","1,348.31","08/15/2014","$3,600,000","2,670","Sold","410 EUCALYPTUS Avenue","1964","94010","R1000"
"$ 500.00","52","239","Crescent Park","2","0","3","15","","$2,988,000","08/13/2014","7,200","ML81429459","003-23-030","Palo Alto","1,755.24","08/28/2014","$3,600,000","2,051","Sold","1473 DANA Avenue","1962","94301","R1"
"$ 91.06","36","16","Los Gatos/Monte Sereno","3","0","4","276","","$3,570,000","07/26/2014","39,204","ML81427111","532-26-025","Los Gatos","815.25","","","4,379","Expired","16354 AZTEC RIDGE Drive","1978","95030","R1E-2"
"$ 96.37","93","214","South of El Monte","2","1","2","84","","$3,499,999","08/14/2014","36,320","ML81429633","189-48-030","Los Altos","2,075.92","","","1,686","Canceled","201 FREMONT Avenue","1921","94024","R110"
"$ 297.51","11","16","Los Gatos/Monte Sereno","4","0","5","63","","$3,499,000","07/28/2014","11,761","ML81427233","510-38-026","Los Gatos","786.47","09/29/2014","$3,499,000","4,449","Sold","16679 MADRONE Avenue","2003","95030","REBD"
"$ 163.94","41","16","Los Gatos/Monte Sereno","4","0","5","84","","$3,499,000","08/06/2014","21,343","ML81428613","410-08-029","Monte Sereno","905.30","","","3,865","Expired","15631 CARRIL Court","1973","95030","R120"
"$ 335.28","6","302","County / Alameda Area","3","1","5","8","","$3,495,000","07/28/2014","10,424","ML81427141","074-092-390","Menlo Park","1,055.89","08/05/2014","$3,495,000","3,310","Sold","785 STANFORD Avenue","2008","94025","R100"
"$ 348.80","14","237","Old Palo Alto","4","0","5","140","","$3,488,000","07/28/2014","10,000","ML81427219","124-15-039","Palo Alto","1,042.44","","","3,346","Expired","136 KINGSLEY Avenue","2000","94301","R1"
"$ 212.96","65","232","Barron Park","3","1","2","21","","$2,950,000","07/31/2014","16,200","ML81427618","137-12-047","Palo Alto","913.67","08/21/2014","$3,450,000","3,776","Sold","3878 MAGNOLIA Drive","1949","94306","R1"
"$ 180.75","20","214","South of El Monte","3","0","4","10","","$3,495,000","07/22/2014","18,810","ML81426401","189-41-072","Los Altos","985.51","08/01/2014","$3,400,000","3,450","Sold","595 AVON Way","1994","94024","R110"
"$ 640.88","0","234","Midtown","4","1","5","32","","$3,380,000","07/17/2014","5,274","ML81425618","132-08-007","Palo Alto","1,013.49","","","3,335","Canceled","2614 COWPER Street","2014","94306","R1"
"$ 553.46","94","237","Old Palo Alto","3","1","4","27","","$3,650,000","07/24/2014","6,098","ML81426702","124-04-030","Palo Alto","1,514.13","08/20/2014","$3,375,000","2,229","Sold","2115 COWPER Street","1920","94301","R1"
"$ 337.64","64","239","Crescent Park","2","1","3","10","","$2,898,000","08/06/2014","9,996","ML81428621","003-06-005","Palo Alto","1,492.70","08/16/2014","$3,375,000","2,261","Sold","1176 PALO ALTO Avenue","1950","94301","R1929"
"$ 185.78","20","211","North Los Altos","3","0","3","13","","$3,100,000","07/17/2014","18,032","ML81425647","170-14-001","Los Altos","1,124.54","07/30/2014","$3,350,000","2,979","Sold","24 JORDAN Avenue","1994","94022","R1"
"$ 79.74","15","17","Saratoga","4","1","5","45","","$3,650,000","08/12/2014","41,382","ML81429278","503-10-063","Saratoga","635.23","09/26/2014","$3,300,000","5,195","Sold","23490 MOUNT EDEN Road","1999","95070","RHS-D"
"$ 398.38","33","16","Los Gatos/Monte Sereno","3","1","5","6","","$3,297,000","07/22/2014","8,276","ML81426301","410-20-042","Monte Sereno","752.74","","","4,380","Canceled","16191 ROSE Avenue","1981","95030","R18"
"$ 66.33","52","221","Los Altos Hills","2","1","4","9","","$2,748,000","07/29/2014","48,995","ML81427509","175-53-026","Los Altos Hills","1,107.70","08/07/2014","$3,250,000","2,934","Sold","26620 ST FRANCIS Road","1962","94022","R1"
"$ 194.42","69","16","Los Gatos/Monte Sereno","3","0","5","2","","$2,998,000","07/18/2014","16,459","ML81426025","532-07-018","Los Gatos","851.29","07/20/2014","$3,200,000","3,759","Sold","16521 ENGLEWOOD Avenue","1945","95032","R1-8"
"$ 47.39","18","17","Saratoga","5","1","5","135","","$3,300,000","08/04/2014","67,518","ML81428082","510-27-028","Los Gatos","674.39","12/17/2014","$3,200,000","4,745","Sold","19600 REDBERRY Drive","1996","95030","RHS-D"
"$ 220.33","59","17","Saratoga","4","1","4","8","","$2,999,988","08/04/2014","14,410","ML81428060","393-11-037","Saratoga","855.56","08/12/2014","$3,175,000","3,711","Sold","20088 CHATEAU Drive","1955","95070","R112"
"$ 297.23","23","211","North Los Altos","4","1","4","63","","$3,280,000","08/07/2014","10,640","ML81428652","170-12-091","Los Altos","762.60","10/09/2014","$3,162,500","4,147","Sold","120 CATALINA Court","1991","94022","LA"
"$ 330.01","50","233","South Palo Alto","3","0","5","6","","$2,498,000","07/24/2014","9,418","ML81426723","127-47-033","Palo Alto","1,214.06","07/30/2014","$3,108,000","2,560","Sold","725 CHRISTINE Drive","1964","94303","R1B8"
"$ 45.31","76","630","Seal Cove","3","0","3","69","","$3,325,000","08/05/2014","68,417","ML81428323","037-211-010","Moss Beach","1,359.65","10/13/2014","$3,100,000","2,280","Sold","96 TERRACE Avenue","1938","94038","R1"
"$ 27.75","59","221","Los Altos Hills","3","0","5","49","","$3,298,000","07/24/2014","111,514","ML81426722","336-32-008","Los Altos Hills","684.73","09/11/2014","$3,095,000","4,520","Sold","25333 LA LOMA Drive","1955","94022","RA"
"$ 371.56","33","16","Los Gatos/Monte Sereno","3","1","5","75","","$3,075,000","07/28/2014","8,276","ML81427140","410-20-042","Monte Sereno","702.05","","","4,380","Expired","16191 ROSE Avenue","1981","95030","R18"
"$ 435.71","3","302","County / Alameda Area","4","1","4","14","","$3,195,000","08/11/2014","7,000","ML81429109","074-052-190","Menlo Park","844.88","08/25/2014","$3,050,000","3,610","Sold","1336 CLOUD Avenue","2011","94025","R-1"
"$ 100.50","67","211","North Los Altos","3","0","4","12","","$3,250,000","07/16/2014","29,850","ML81425535","170-20-054","Los Altos","1,557.63","07/28/2014","$3,000,000","1,926","Sold","663 JAY Street","1947","94022","R1"
"$ 137.93","43","446","Carolands Etc.","5","1","6","2","","$2,695,000","07/18/2014","21,750","ML81425844","030-085-010","Hillsborough","837.52","07/20/2014","$3,000,000","3,582","Sold","475 MOSELEY Road","1971","94010","R1"
"$ 61.49","99","17","Saratoga","2","1","3","4","","$3,099,000","07/21/2014","48,787","ML81426144","510-26-024","Los Gatos","1,290.88","07/25/2014","$3,000,000","2,324","Sold","15690 GLEN UNA Drive","1915","95030","RHS-D"
"$ 67.87","54","17","Saratoga","3","2","4","66","","$3,150,000","07/29/2014","44,200","ML81427288","510-08-011","Saratoga","625.00","10/03/2014","$3,000,000","4,800","Sold","15681 ROBLES DEL ORO","1960","95070","R1E-1"
"$ 266.93","5","10","Willow Glen","6","1","5","80","","$3,095,000","08/09/2014","11,239","ML81428990","429-28-024","San Jose","484.81","10/28/2014","$3,000,000","6,188","Sold","1154 NEVADA Avenue","2009","95125","R1-8"
"$ 149.74","25","336","Cordilleras Heights Etc.","5","1","5","171","95","$3,250,000","08/11/2014","20,035","ML81429126","068-120-520","Redwood City","511.95","08/25/2014","$3,000,000","5,860","Sold","25 COLTON Court","1989","94062","R1"
"$ 427.33","0","233","South Palo Alto","3","1","4","52","","$2,999,995","07/17/2014","7,020","ML81425666","127-21-002","Palo Alto","1,141.94","08/10/2014","$2,999,888","2,627","Sold","865 E MEADOW Drive","2014","94303","R1B8"
"$ 530.09","0","302","County / Alameda Area","3","0","4","108","","$2,995,000","07/28/2014","5,650","ML81427134","074-105-170","Menlo Park","1,151.92","11/13/2014","$2,995,000","2,600","Sold","161 STANFORD Avenue","2014","94025","R1"
"$ 450.76","70","237","Old Palo Alto","1","1","2","10","","$2,195,000","07/28/2014","6,600","ML81427326","124-04-052","Palo Alto","2,168.37","08/07/2014","$2,975,000","1,372","Sold","2130 BYRON Street","1944","94301","R1"
"$ 62.91","51","221","Los Altos Hills","2","1","4","9","","$2,600,000","07/22/2014","46,174","ML81426398","182-05-019","Los Altos Hills","1,160.14","07/31/2014","$2,905,000","2,504","Sold","12823 LA BARRANCA Road","1963","94022","RA"
"$ 488.54","94","240","Community Center","2","0","4","7","","$2,950,000","07/24/2014","5,936","ML81426738","003-31-017","Palo Alto","1,485.66","07/31/2014","$2,900,000","1,952","Sold","820 HAMILTON Avenue","1920","94301","R1"
"$ 64.19","48","221","Los Altos Hills","2","1","3","146","","$2,999,000","08/07/2014","44,867","ML81428667","182-42-021","Los Altos Hills","1,075.83","12/31/2014","$2,880,000","2,677","Sold","27718 VIA VENTANA Way","1966","94022","RA"
"$ 127.47","54","291","El Camino to Alameda","3","1","5","18","","$2,888,000","07/25/2014","22,500","ML81426929","059-313-050","Atherton","848.52","08/12/2014","$2,868,000","3,380","Sold","73 NORA Way","1960","94027","R100"
"$ 214.01","5","335","Farm Hills Estates Etc.","4","1","5","7","","$2,995,000","08/04/2014","13,317","ML81428114","068-213-220","Redwood City","681.98","08/11/2014","$2,850,000","4,179","Sold","916 WILMINGTON Way","2009","94062","R1"
"$ 513.86","","466","Burlinhome / Easton Add #2 / #3 / #5","3","1","4","82","","$2,799,000","08/02/2014","5,447","ML81428011","026-063-100","Burlingame","1,024.52","","","2,732","Canceled","1301 DRAKE Avenue","","94010","R1"
"$ 161.47","53","16","Los Gatos/Monte Sereno","3","1","4","89","","$2,799,000","08/04/2014","17,334","ML81428174","410-12-013","Monte Sereno","902.90","","","3,100","Canceled","17660 BRUCE Avenue","1961","95030","R18"
"$ 229.40","9","3","Evergreen","6","1","7","183","105","$2,798,000","07/19/2014","12,197","ML81426062","679-43-027","San Jose","451.29","","","6,200","Canceled","1836 SHADY GROVE Place","2005","95138","R1"
"$ 246.78","22","16","Los Gatos/Monte Sereno","4","1","4","55","0","$2,795,000","07/25/2014","11,326","ML81427059","410-17-070","Monte Sereno","789.55","","","3,540","Canceled","16145 FRANCESCA Court","1992","95030","R1"
"$ 37.84","63","276","Woodside Hills","4","1","3","54","","$2,990,000","07/19/2014","72,675","ML81426078","069-150-410","Woodside","906.99","09/11/2014","$2,750,000","3,032","Sold","565 WOODSIDE Drive","1951","94062","R1"
"$ 116.77","48","16","Los Gatos/Monte Sereno","3","1","4","7","100","$2,749,000","08/13/2014","23,482","ML81429513","410-01-020","Monte Sereno","813.89","08/20/2014","$2,742,000","3,369","Sold","15400 VIA PALOMINO","1966","95030","R144"
"$ 18.21","28","18","Cupertino","2","1","4","0","","$2,890,000","08/13/2014","148,278","ML81429573","351-22-007","Cupertino","806.69","08/13/2014","$2,700,000","3,347","Sold","13811 MONTEBELLO Road","1986","95014","HS-D1"
"$ 119.62","33","275","Emerald Hills Area","3","2","5","42","","$2,699,000","08/11/2014","22,564","ML81429105","068-231-490","Woodside","574.26","","","4,700","Canceled","83 TUM SUDEN Way","1981","94062","R1"
"$ 22.69","9","6","Milpitas","4","1","6","183","","$2,688,000","08/01/2014","118,483","ML81427955","029-03-018","Milpitas","484.32","","","5,550","Expired","1485 COUNTRY CLUB Drive","2005","95035","R1"
"$ 359.93","0","471","Burlingame Hills / Skyline Terrace","4","1","5","4","","$2,498,000","08/15/2014","7,432","ML81429827","027-047-100","Burlingame","775.36","08/19/2014","$2,675,000","3,450","Sold","1500 LOS MONTES Drive","2014","94010","R1"
"$ 382.35","109","16","Los Gatos/Monte Sereno","2","1","3","128","","$2,665,000","08/04/2014","6,970","ML81428080","510-17-092","Los Gatos","1,288.06","","","2,069","Expired","221 WILDER Avenue","1905","95030","R16"
"$ 407.69","59","233","South Palo Alto","3","0","5","21","","$2,388,000","07/24/2014","6,500","ML81426689","127-25-006","Palo Alto","1,007.99","08/14/2014","$2,650,000","2,629","Sold","865 AMES Avenue","1955","94303","R1B7"
"$ 195.62","0","10","Willow Glen","3","1","4","45","","$2,725,000","07/22/2014","13,419","ML81426346","429-40-004","San Jose","673.08","09/05/2014","$2,625,000","3,900","Sold","1585 CHERRY GLEN Way","2014","95125","R1"
"$ 204.64","52","17","Saratoga","3","0","4","2","","$2,600,000","07/26/2014","12,705","ML81427051","393-31-010","Saratoga","1,006.19","","","2,584","Canceled","20070 EDINBURGH Drive","1962","95070","R112"
"$ 197.33","0","10","Willow Glen","5","1","5","62","","$2,625,000","07/23/2014","13,125","ML81426509","288-29-008","San Jose","522.49","09/23/2014","$2,590,000","4,957","Sold","1660 PATIO Drive","2014","95125","R1-10"
"$ 228.89","62","214","South of El Monte","2","1","4","8","","$2,139,000","07/22/2014","11,250","ML81426392","189-50-044","Los Altos","1,121.52","07/30/2014","$2,575,000","2,296","Sold","494 ROSITA Avenue","1952","94024","R110"
"$ 56.76","51","16","Los Gatos/Monte Sereno","3","0","4","63","","$2,699,000","07/23/2014","45,366","ML81426504","409-38-003","Monte Sereno","948.09","09/24/2014","$2,575,000","2,716","Sold","14801 KARL Avenue","1963","95030","R1E-1"
"$ 425.83","5","466","Burlinhome / Easton Add #2 / #3 / #5","4","1","4","123","","$2,680,000","07/16/2014","6,000","ML81425604","026-056-100","Burlingame","854.52","11/16/2014","$2,555,000","2,990","Sold","1348 DRAKE Avenue","2009","94010","R1"
"$ 425.00","8","466","Burlinhome / Easton Add #2 / #3 / #5","4","1","5","78","","$2,618,000","07/25/2014","6,000","ML81426852","026-183-020","Burlingame","857.14","10/11/2014","$2,550,000","2,975","Sold","1149 BERNAL Avenue","2006","94010","R100"
"$ 262.89","5","214","South of El Monte","3","0","4","17","","$2,550,000","07/30/2014","9,700","ML81427426","318-08-034","Los Altos","778.63","","","3,275","Canceled","1642 PARKHILLS Avenue","2009","94024","R1"
"$ 303.59","8","212","Country Club","3","0","4","6","","$2,438,000","07/17/2014","8,350","ML81425645","331-22-019","Los Altos","1,250.62","07/23/2014","$2,535,000","2,027","Sold","935 LUNDY Lane","2006","94024","R1E-2"
"$ 38.80","88","221","Los Altos Hills","3","0","4","54","","$2,699,000","07/23/2014","65,340","ML81426635","182-05-040","Los Altos","771.45","09/15/2014","$2,535,000","3,286","Sold","26431 ELENA Road","1926","94022","RA"
"$ 267.44","15","18","Cupertino","4","1","5","7","","$2,299,888","07/23/2014","9,348","ML81426539","369-16-030","Cupertino","729.50","07/30/2014","$2,500,000","3,427","Sold","19520 HOWARD Court","1999","95014","R1"
"$ 228.38","62","303","Central Menlo","4","0","4","58","","$2,695,000","07/21/2014","10,925","ML81426170","071-044-170","Menlo Park","812.70","09/17/2014","$2,495,000","3,070","Sold","1100 COTTON Street","1952","94025","R1001"
"$ 142.57","83","9","Central San Jose","3","1","4","120","","$2,495,000","08/07/2014","17,500","ML81428633","261-13-020","San Jose","479.81","","","5,200","Canceled","1191 EMORY Street","1931","95126","R1-8"
"$ 239.33","0","10","Willow Glen","5","1","6","67","","$2,595,000","07/18/2014","10,404","ML81425827","288-22-025","San Jose","551.98","09/23/2014","$2,490,000","4,511","Sold","1864 CABANA Drive","2014","95125","R1-10"
"$ 55.65","47","445","Lakeview","4","1","5","156","","$2,480,000","07/28/2014","44,562","ML81427213","030-243-050","Hillsborough","746.99","","","3,320","Expired","1305 AVONDALE Road","1967","94010","R100"
"$ 247.50","59","211","North Los Altos","2","1","3","84","","$2,195,000","07/16/2014","10,000","ML81425546","170-47-027","Los Altos","1,125.00","10/08/2014","$2,475,000","2,200","Sold","539 VALENCIA Drive","1955","94022","R1"
"$ 245.56","62","232","Barron Park","2","0","4","17","","$2,300,000","07/28/2014","9,984","ML81427186","137-18-051","Palo Alto","1,318.79","08/14/2014","$2,451,637","1,859","Sold","946 SHAUNA Lane","1952","94306","R1"
"$ 26.35","50","17","Saratoga","4","0","5","158","","$2,488,000","07/16/2014","91,476","ML81425476","517-33-011","Saratoga","620.17","08/16/2014","$2,410,000","3,886","Sold","16450 SANBORN Road","1964","95070","HS-SR"
"$ 411.97","73","237","Old Palo Alto","1","1","2","12","","$1,898,000","07/24/2014","5,850","ML81426709","124-19-094","Palo Alto","2,429.44","08/05/2014","$2,410,000","992","Sold","155 WASHINGTON Avenue","1941","94301","R1"
"$ 298.51","66","234","Midtown","2","0","3","0","","$1,988,000","08/05/2014","8,040","ML81428237","132-19-043","Palo Alto","1,284.11","08/05/2014","$2,400,000","1,869","Sold","2905 EMERSON Street","1948","94306","R1"
"$ 94.10","100","10","Willow Glen","1","1","3","12","","$2,250,000","08/06/2014","25,506","ML81428413","429-35-049","San Jose","1,312.19","08/18/2014","$2,400,000","1,829","Sold","1535 LUPTON Avenue","1914","95125","R1-8"
"$ 241.94","44","214","South of El Monte","3","0","4","8","","$2,298,000","08/06/2014","9,920","ML81428511","197-19-025","Los Altos","950.12","08/14/2014","$2,400,000","2,526","Sold","1385 PRITCHETT Court","1970","94024","R1"
"$ 235.29","53","233","South Palo Alto","2","0","4","10","","$1,998,000","08/06/2014","10,200","ML81428620","127-44-034","Palo Alto","1,267.83","08/16/2014","$2,400,000","1,893","Sold","3718 GROVE Avenue","1961","94303","R1B8"
"$ 58.59","30","13","Almaden Valley","3","1","3","85","","$2,399,000","08/07/2014","40,946","ML81428702","696-10-039","San Jose","623.12","","","3,850","Expired","18692 CARRIAGE HILL Drive","1984","95120","RR-D"
"$ 188.49","18","212","Country Club","4","1","4","87","","$2,575,000","08/12/2014","12,723","ML81429600","331-16-141","Los Altos","616.50","11/07/2014","$2,398,200","3,890","Sold","624 LOYOLA Drive","1996","94024","R1"
"$ 96.08","9","336","Cordilleras Heights Etc.","4","1","5","140","","$2,395,000","08/04/2014","24,928","ML81428073","068-012-480","Redwood City","546.80","","","4,380","Canceled","645 SYLVAN Way","2005","94062","RH0S"
"$ 234.57","5","10","Willow Glen","3","1","4","21","","$2,399,000","07/17/2014","10,125","ML81425702","288-23-036","San Jose","717.96","08/07/2014","$2,375,000","3,308","Sold","1811 MCBAIN Avenue","2009","95125","R1-10"
"$ 179.25","59","292","Middlefield to El Camino Atherton","2","1","3","42","","$2,398,000","08/08/2014","13,250","ML81428922","060-332-120","Atherton","698.53","09/19/2014","$2,375,000","3,400","Sold","2 WALNUT Avenue","1955","94027","R100"
"$ 231.58","61","214","South of El Monte","2","0","3","9","","$2,150,000","07/30/2014","10,152","ML81427473","193-38-043","Los Altos","1,148.51","08/08/2014","$2,351,000","2,047","Sold","1236 HERITAGE Court","1953","94024","REBD"
"$ 295.15","0","260","Alpine / Uplands (Los Trancos)","3","1","4","55","","$2,350,000","07/24/2014","7,962","ML81426902","080-085-160","Portola Valley","824.56","","","2,850","Canceled","124 CARMEL Way","2014","94028","R1"
"$ 343.07","67","234","Midtown","1","1","4","7","","$1,788,000","08/14/2014","6,850","ML81429646","132-01-046","Palo Alto","1,352.13","08/21/2014","$2,350,000","1,738","Sold","2575 WEBSTER Street","1947","94301","R1"
