"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 162.32","84","447","Hillsborough Knolls","5","1","6","52","","$5,395,000","05/05/2014","33,236","ML81415210","031-120-220","Hillsborough","600.11","06/26/2014","","8,990","Sold","1255 LA CANADA Road","1930","94010","R100"
"$ 126.62","0","17","Saratoga","5","1","5","41","","$5,695,000","05/13/2014","42,253","ML81416455","503-18-108","Saratoga","1,029.64","06/23/2014","$5,350,000","5,196","Sold","20888 ASHLEY Way","2014","95070","R140"
"$ 68.21","36","221","Los Altos Hills","3","1","4","10","","$4,500,000","05/13/2014","76,230","ML81416636","336-28-068","Los Altos Hills","1,142.86","05/23/2014","$5,200,000","4,550","Sold","12241 STONEBROOK Drive","1978","94022","RA"
"$ 99.64","57","290","Alameda to 280","3","1","4","10","","$5,298,000","04/21/2014","51,685","ML81413061","073-181-220","Atherton","1,238.28","05/01/2014","$5,150,000","4,159","Sold","379 STOCKBRIDGE Avenue","1957","94027","R1001"
"$ 243.29","25","303","Central Menlo","4","1","5","20","","$5,500,000","05/13/2014","20,605","ML81416565","071-061-030","Menlo Park","849.64","06/02/2014","$5,012,900","5,900","Sold","1319 SAN MATEO Drive","1989","94025","R1"
"$ 563.73","0","238","Green Gables","4","1","5","10","","$4,988,000","05/07/2014","8,850","ML81415753","003-51-026","Palo Alto","1,671.36","05/17/2014","$4,988,999","2,985","Sold","960 N CALIFORNIA Avenue","2014","94303","R1"
"$ 214.19","18","450","Skyfarm","5","1","5","183","","$4,980,000","04/28/2014","23,250","ML81414130","028-442-010","Hillsborough","855.38","","","5,822","Expired","2496 BUTTERNUT Drive","1996","94010","R100"
"$ 221.20","9","446","Carolands Etc.","5","0","4","145","","$4,999,500","04/17/2014","22,491","ML81412732","030-113-120","Hillsborough","986.71","09/09/2014","$4,975,000","5,042","Sold","320 ROBINWOOD Lane","2005","94010","R1"
"$ 25.94","108","221","Los Altos Hills","3","1","5","84","","$4,995,000","05/15/2014","187,744","ML81416918","175-43-035","Los Altos Hills","1,391.46","08/07/2014","$4,870,125","3,500","Sold","27641 PURISSIMA Road","1906","94022","R1"
"$ 203.78","75","301","Sharon Heights / Stanford Hills","5","2","5","172","","$4,850,000","05/12/2014","23,800","ML81416265","074-150-570","Menlo Park","799.01","","","6,070","Expired","50 LA LOMA Drive","1939","94025","R1s"
"$ 291.34","84","448","Homeplace","4","2","4","182","","$4,995,000","05/12/2014","16,510","ML81416262","031-024-030","Hillsborough","863.55","11/10/2014","$4,810,000","5,570","Sold","449 HILLSBOROUGH Boulevard","1930","94010","R100"
"$ 459.68","12","233","South Palo Alto","7","1","7","160","","$4,788,000","05/14/2014","10,416","ML81416764","127-20-066","Palo Alto","897.13","","","5,337","Canceled","759 E MEADOW Drive","2002","94303","R1B8"
"$ 187.36","35","444","Tobin Clark Estate / Polo Terrace","6","1","7","138","","$4,699,000","04/30/2014","25,080","ML81414553","038-343-070","Hillsborough","769.07","","","6,110","Canceled","10 SUGAR HILL Drive","1979","94010","r1"
"$ 134.47","63","452","Hillsborough Oaks Etc.","3","1","4","14","","$4,695,000","05/02/2014","34,914","ML81415085","028-061-060","Hillsborough","1,250.33","05/16/2014","$4,695,000","3,755","Sold","2120 FOREST VIEW Avenue","1951","94010","R1"
"$ 28.10","25","274","Central Woodside","3","2","4","379","","$4,450,000","04/24/2014","164,744","ML81413715","072-211-820","Woodside","937.25","05/05/2014","$4,630,000","4,940","Sold","2 BRIDLE Lane","1989","94062","RE00"
"$ 52.80","62","278","Woodside Heights","4","2","4","26","","$4,780,000","04/23/2014","87,120","ML81413640","069-225-440","Woodside","707.69","05/19/2014","$4,600,000","6,500","Sold","125 ELEANOR Drive","1952","94062","R100"
"$ 55.92","17","16","Los Gatos/Monte Sereno","4","0","6","94","","$4,588,000","05/02/2014","82,043","ML81415026","567-24-027","Los Gatos","865.66","","","5,300","Canceled","17311 HICKS Road","1997","95032","HS"
"$ 107.09","0","221","Los Altos Hills","5","1","5","105","","$4,198,800","05/01/2014","42,253","ML81414692","175-47-012","Los Altos Hills","905.00","08/14/2014","$4,525,000","5,000","Sold","12861 ALTA TIERRA Road","2014","94022","R1"
"$ 81.99","5","221","Los Altos Hills","4","1","4","6","","$4,498,000","05/15/2014","54,886","ML81416906","175-45-057","Los Altos Hills","923.46","05/21/2014","$4,500,000","4,873","Sold","25850 WESTWIND Way","2009","94022","RA"
"$ 235.22","19","3","Evergreen","5","1","6","212","120","$4,375,000","04/17/2014","18,600","ML81412840","680-12-010","San Jose","647.09","","","6,761","Expired","5471 COUNTRY CLUB Parkway","1995","95138","A-PD"
"$ 215.90","16","307","Menlo Oaks Area","3","1","4","11","","$3,798,000","05/05/2014","20,255","ML81415194","062-172-180","Menlo Park","1,166.76","05/16/2014","$4,373,000","3,748","Sold","500 BERKELEY Avenue","1998","94025","R1"
"$ 96.95","55","263","Central Portola Valley","4","0","4","24","","$4,698,000","04/28/2014","44,867","ML81414099","077-031-030","Portola Valley","780.97","05/22/2014","$4,350,000","5,570","Sold","125 SHAWNEE Pass","1959","94028","R1A"
"$ 216.57","58","211","North Los Altos","4","1","5","8","","$3,988,000","04/30/2014","19,800","ML81414566","167-19-002","Los Altos","1,093.60","05/08/2014","$4,288,000","3,921","Sold","884 SANTA RITA Avenue","1956","94022","LA"
"$ 576.43","0","234","Midtown","4","1","4","10","","$3,798,000","04/29/2014","7,425","ML81414498","132-14-010","Palo Alto","1,442.05","05/09/2014","$4,280,000","2,968","Sold","2924 WAVERLEY Street","2014","94306","R1"
"$ 21.59","14","17","Saratoga","4","1","4","107","","$4,750,000","05/01/2014","198,198","ML81414676","503-78-029","Saratoga","839.22","05/21/2014","$4,280,000","5,100","Sold","22111 VILLA OAKS Lane","2000","95070","R140"
"$ 78.68","18","221","Los Altos Hills","4","2","5","18","","$4,250,000","05/01/2014","54,014","ML81414696","351-37-009","Los Altos Hills","894.74","05/19/2014","$4,250,000","4,750","Sold","11841 FRANCEMONT Drive","1996","94022","R1"
"$ 106.05","27","16","Los Gatos/Monte Sereno","4","1","4","32","17","$4,250,000","05/05/2014","40,075","ML81415299","527-55-003","Los Gatos","539.75","","","7,874","Canceled","100 AUZERAIS Court","1987","95032","HR"
"$ 80.10","8","16","Los Gatos/Monte Sereno","6","2","6","189","","$4,152,000","04/28/2014","51,836","ML81414483","527-55-035","Los Gatos","553.60","","","7,500","Canceled","300 SANTA ROSA Drive","2006","95032","HR"
"$ 381.97","0","214","South of El Monte","4","1","5","1","","$3,798,888","04/26/2014","10,472","ML81414028","189-39-022","Los Altos","1,235.71","04/27/2014","$4,000,000","3,237","Sold","485 ARBOLEDA Drive","2014","94024","R110"
"$ 90.58","50","16","Los Gatos/Monte Sereno","4","2","6","258","","$3,999,000","04/17/2014","44,147","ML81412886","532-25-009","Los Gatos","669.62","","","5,972","Expired","17689 BLACKBERRY HILL Road","1964","95030","R1E-2"
"$ 267.22","55","303","Central Menlo","2","1","4","14","","$3,995,000","05/02/2014","14,950","ML81415003","071-051-380","Menlo Park","1,297.08","05/16/2014","$3,995,000","3,080","Sold","1365 CORINNE Lane","1959","94025","R1"
"$ 373.02","0","211","North Los Altos","4","0","5","12","","$3,995,000","05/07/2014","10,710","ML81415743","167-18-071","Los Altos","1,400.77","","","2,852","Canceled","881 SANTA RITA Avenue","2014","94022","R1"
"$ 245.08","5","16","Los Gatos/Monte Sereno","4","0","5","56","","$3,999,999","04/21/2014","16,117","ML81413194","510-38-009","Los Gatos","812.26","06/16/2014","$3,950,000","4,863","Sold","16611 MADRONE Avenue","2009","95030","REBD"
"$ 41.41","8","274","Central Woodside","5","0","4","40","","$3,995,000","04/23/2014","95,396","ML81413514","068-302-030","Woodside","1,168.64","06/02/2014","$3,950,000","3,380","Sold","1075 GODETIA Drive","2006","94062","RE00"
"$ 298.21","3","302","County / Alameda Area","3","1","4","9","","$3,650,000","04/21/2014","12,927","ML81413075","070-301-310","Menlo Park","1,148.00","04/30/2014","$3,855,000","3,358","Sold","1875 CAMINO A LOS CERROS","2011","94025","R1"
"$ 94.59","10","17","Saratoga","5","1","5","14","","$3,880,000","04/24/2014","40,700","ML81413612","503-29-057","Saratoga","735.72","05/08/2014","$3,850,000","5,233","Sold","22005 DORSEY Way","2004","95070","R140"
"$ 431.43","13","232","Barron Park","5","0","5","9","","$3,988,000","05/14/2014","8,910","ML81416690","137-22-004","Palo Alto","984.13","05/23/2014","$3,844,000","3,906","Sold","763 FLORALES Drive","2001","94306","R1B1"
"$ 230.78","21","301","Sharon Heights / Stanford Hills","5","1","5","30","","$3,998,000","05/15/2014","16,466","ML81416858","074-233-140","Menlo Park","822.51","11/03/2014","$3,800,000","4,620","Sold","1010 SHARON PARK Drive","1993","94025","R1"
"$ 90.85","27","16","Los Gatos/Monte Sereno","3","1","4","23","","$3,799,000","04/23/2014","41,818","ML81413577","410-04-013","Los Gatos","791.46","","","4,800","Canceled","15723 OAK KNOLL Drive","1987","95030","HR"
"$ 181.64","33","214","South of El Monte","4","1","6","10","","$3,798,000","04/22/2014","20,909","ML81413234","336-10-077","Los Altos Hills","793.40","05/02/2014","$3,798,000","4,787","Sold","24149 SUMMERHILL Avenue","1981","94024","R1E-2"
"$ 476.19","110","241","Professorville","2","1","5","36","","$3,750,000","04/24/2014","7,875","ML81413636","120-29-034","Palo Alto","1,102.94","05/30/2014","","3,400","Sold","251 LINCOLN Avenue","1904","94301","R1"
"$ 420.17","76","237","Old Palo Alto","2","1","3","41","","$3,750,000","04/24/2014","8,925","ML81413638","124-11-054","Palo Alto","1,654.17","06/04/2014","$3,750,000","2,267","Sold","2330 COWPER Street","1938","94301","R1"
"$ 362.32","11","232","Barron Park","4","1","5","11","","$3,395,000","04/24/2014","10,350","ML81413674","137-20-005","Palo Alto","1,128.50","05/05/2014","$3,750,000","3,323","Sold","4048 LAGUNA Way","2003","94306","R1B1"
"$ 8.46","6","272","Skywood Area","4","0","4","259","","$3,749,000","04/16/2014","443,005","ML81412547","075-220-240","Woodside","761.99","","","4,920","Canceled","277 GRANDVIEW Drive","2008","94062","R1"
"$ 84.22","36","221","Los Altos Hills","4","1","5","132","","$3,850,000","04/30/2014","44,170","ML81414642","336-35-064","Los Altos Hills","732.00","09/09/2014","$3,720,000","5,082","Sold","24877 OLIVE TREE Lane","1978","94024","RHS"
"$ 84.94","96","17","Saratoga","5","1","6","6","","$3,699,000","05/12/2014","43,560","ML81416422","397-18-045","Saratoga","857.67","05/18/2014","$3,700,000","4,314","Sold","14700 FARWELL Avenue","1918","95070","R140"
"$ 322.27","8","214","South of El Monte","4","2","5","11","","$4,000,000","04/21/2014","11,326","ML81413226","189-42-034","Los Altos","703.82","05/02/2014","$3,650,000","5,186","Sold","881 PARMA Way","2006","94024","R110"
"$ 467.95","11","304","Allied Arts / Downtown","3","1","4","15","","$3,650,000","04/24/2014","7,800","ML81413637","071-411-350","Menlo Park","975.94","05/09/2014","$3,650,000","3,740","Sold","712 COLLEGE Avenue","2003","94025","R1"
"$ 83.56","36","17","Saratoga","4","0","5","15","","$3,698,000","05/08/2014","43,560","ML81415844","397-13-036","Saratoga","757.39","05/23/2014","$3,640,000","4,806","Sold","14331 CHESTER Avenue","1978","95070","R140"
"$ 452.83","90","240","Community Center","3","1","4","4","","$3,299,000","04/24/2014","7,950","ML81413633","003-19-045","Palo Alto","1,600.00","04/28/2014","$3,600,000","2,250","Sold","1190 HAMILTON Avenue","1924","94301","R1"
"$ 180.00","68","307","Menlo Oaks Area","3","1","4","99","","$3,998,000","05/01/2014","20,000","ML81414776","062-253-030","Menlo Park","886.70","08/08/2014","$3,600,000","4,060","Sold","220 ARLINGTON Way","1946","94025","R1"
"$ 58.82","109","274","Central Woodside","2","2","3","12","","$3,495,000","05/15/2014","61,202","ML81417054","072-130-140","Woodside","1,285.71","05/27/2014","$3,600,000","2,800","Sold","358 ALBION Avenue","1905","94062","RR"
"$ 104.29","16","221","Los Altos Hills","4","1","5","94","","$3,688,000","04/24/2014","34,040","ML81413677","336-38-034","Los Altos Hills","819.48","07/27/2014","$3,550,000","4,332","Sold","12200 WINTON Way","1998","94024","RA"
"$ 284.00","5","632","Strand Area","4","1","4","2","","$4,000,000","05/06/2014","12,500","ML81415827","037-086-010","Moss Beach","812.36","05/08/2014","$3,550,000","4,370","Sold","2010 VALLEMAR","2009","94038","R100"
"$ 188.83","48","239","Crescent Park","4","0","6","25","","$3,899,000","05/15/2014","18,800","ML81416834","003-04-058","Palo Alto","932.00","06/09/2014","$3,550,000","3,809","Sold","969 UNIVERSITY Avenue","1966","94301","R1929"
"$ 185.53","48","301","Sharon Heights / Stanford Hills","4","1","3","71","","$3,650,000","05/05/2014","19,000","ML81415230","074-162-030","Menlo Park","722.78","07/15/2014","$3,525,000","4,877","Sold","2315 TIOGA Drive","1966","94025","R1"
"$ 480.77","29","239","Crescent Park","3","1","4","25","","$3,625,000","05/13/2014","7,332","ML81416880","003-23-123","Palo Alto","1,267.53","06/07/2014","$3,525,000","2,781","Sold","1440 DANA Avenue","1985","94301","R1"
"$ 73.25","48","221","Los Altos Hills","4","0","6","10","","$2,998,000","05/04/2014","47,916","ML81415409","336-20-021","Los Altos Hills","881.25","05/14/2014","$3,510,000","3,983","Sold","12238 COLINA Drive","1966","94024","RA"
"$ 111.04","50","230","Palo Alto Hills","4","0","4","9","","$2,980,000","05/07/2014","31,520","ML81415510","182-43-005","Palo Alto","955.50","05/16/2014","$3,500,000","3,663","Sold","3149 ALEXIS Drive","1964","94304","PC"
"$ 5.86","99","17","Saratoga","2","0","4","326","","$3,500,000","05/09/2014","596,772","ML81416074","510-60-005","Los Gatos","1,944.44","","","1,800","Expired","15680 CANON Drive","1915","95030","RHS"
"$ 1.79","71","23","Los Gatos Mountains","2","0","3","122","0","$3,500,000","05/10/2014","1,960,200","ML81416182","575-07-009","Los Gatos","2,692.31","","","1,300","Canceled","20660 REYNOLDS Road","1943","95032","AW"
"$ 63.27","58","263","Central Portola Valley","2","0","3","11","","$3,295,000","05/11/2014","55,321","ML81416209","079-092-150","Portola Valley","1,281.11","05/22/2014","$3,500,000","2,732","Sold","30 HOLDEN Court","1956","94028","R1"
"$ 145.91","82","10","Willow Glen","2","2","4","114","","$3,499,000","05/06/2014","23,980","ML81415396","288-20-004","San Jose","770.87","","","4,539","Canceled","2269 DRY CREEK Road","1932","95124","R1-10"
"$ 80.33","37","17","Saratoga","4","0","4","102","","$3,499,000","05/07/2014","43,560","ML81415677","397-06-081","Saratoga","636.18","","","5,500","Canceled","14673 QUITO Road","1977","95070","R140"
"$ 80.97","53","221","Los Altos Hills","3","1","4","122","","$3,495,000","04/30/2014","43,164","ML81414579","175-44-052","Los Altos Hills","1,027.94","","","3,400","Expired","13074 LA CRESTA Drive","1961","94022","R1"
"$ 183.56","79","291","El Camino to Alameda","3","1","3","8","","$3,495,000","05/09/2014","19,040","ML81415991","059-292-180","Atherton","1,313.91","05/17/2014","$3,495,000","2,660","Sold","166 ALMENDRAL Avenue","1935","94027","R1"
"$ 42.39","84","17","Saratoga","2","0","5","91","","$3,490,000","05/13/2014","82,328","ML81416758","517-22-011","Saratoga","1,149.92","","","3,035","Canceled","20100 BONNIE BRAE Lane","1930","95070","R140"
"$ 80.07","21","17","Saratoga","4","1","4","29","","$3,488,000","05/06/2014","43,560","ML81415388","510-24-041","Saratoga","679.13","06/04/2014","$3,488,000","5,136","Sold","15806 HIDDEN HILL Road","1993","95070","RHS-D"
"$ 162.69","9","16","Los Gatos/Monte Sereno","4","1","4","69","","$3,479,000","05/06/2014","21,384","ML81415395","409-30-013","Los Gatos","929.22","","","3,744","Canceled","14563 EASTVIEW Drive","2005","95032","R112"
"$ 31.16","52","263","Central Portola Valley","2","1","3","3","","$3,275,000","04/21/2014","109,771","ML81413035","077-050-010","Portola Valley","940.85","04/24/2014","$3,420,000","3,635","Sold","199 MAPACHE Drive","1962","94028","R1"
"$ 453.35","83","239","Crescent Park","3","1","3","44","","$3,750,000","05/07/2014","7,500","ML81415539","003-23-006","Palo Alto","1,275.35","06/20/2014","$3,400,090","2,666","Sold","1424 HAMILTON Avenue","1931","94301","R1"
"$ 337.47","102","16","Los Gatos/Monte Sereno","3","0","4","3","0","$2,888,000","04/21/2014","10,075","ML81413188","510-16-043","Los Gatos","1,132.58","04/24/2014","$3,400,000","3,002","Sold","207 GLEN RIDGE Avenue","1912","95030","R1"
"$ 351.97","65","240","Community Center","3","0","5","8","","$2,698,000","04/23/2014","9,660","ML81413492","003-36-003","Palo Alto","1,541.25","05/01/2014","$3,400,000","2,206","Sold","1302 CHANNING Avenue","1949","94301","R1"
"$ 304.91","25","303","Central Menlo","4","1","5","16","","$3,285,000","05/12/2014","11,151","ML81416241","071-013-220","Menlo Park","1,046.15","05/28/2014","$3,400,000","3,250","Sold","1205 N LEMON Avenue","1989","94025","R1"
"$ 31.60","62","276","Woodside Hills","3","0","4","8","95","$3,298,000","05/12/2014","107,593","ML81416286","069-141-060","Woodside","1,125.83","05/20/2014","$3,400,000","3,020","Sold","130 CROYDON Way","1952","94062","R1"
"$ 482.86","1","242","Downtown Palo Alto","3","1","4","180","","$3,380,000","04/17/2014","7,000","ML81412715","120-09-049","Palo Alto","1,291.56","","","2,617","Canceled","470 RUTHVEN Avenue","2013","94301","R2"
"$ 306.64","3","471","Burlingame Hills / Skyline Terrace","4","2","5","100","","$3,780,000","05/12/2014","10,990","ML81416370","027-056-080","Burlingame","869.23","08/20/2014","$3,370,000","3,877","Sold","105 LOS MONTES Drive","2011","94010","R1006"
"$ 148.16","15","17","Saratoga","4","1","5","20","","$3,299,000","05/13/2014","22,610","ML81416495","393-15-013","Saratoga","755.87","06/02/2014","$3,350,000","4,432","Sold","19890 VIA ESCUELA Drive","1999","95070","R112"
"$ 39.25","56","263","Central Portola Valley","3","0","4","68","","$3,395,000","04/28/2014","84,071","ML81414138","079-122-160","Portola Valley","1,056.00","07/05/2014","$3,300,000","3,125","Sold","50 VALENCIA Court","1958","94028","R1"
"$ 293.18","5","10","Willow Glen","6","1","5","212","","$3,295,000","05/02/2014","11,239","ML81414966","429-28-024","San Jose","514.84","","","6,400","Canceled","1154 NEVADA Avenue","2009","95125","R1-8"
"$ 15.05","","1","Morgan Hill / Gilroy / San Martin","7","3","6","399","","$3,285,000","04/26/2014","218,279","ML81414024","779-17-019","San Martin","256.56","","","12,804","Canceled","660 HIGHLAND Avenue","","95046","RR-5A"
"$ 489.92","0","234","Midtown","3","1","4","9","","$2,888,000","04/23/2014","6,695","ML81413535","132-05-077","Palo Alto","1,286.27","05/02/2014","$3,280,000","2,550","Sold","3448 ASHTON Court","2014","94306","R1"
"$ 363.89","0","466","Burlinhome / Easton Add #2 / #3 / #5","4","1","5","0","","$3,275,000","05/02/2014","9,000","ML81414988","027-152-220","Burlingame","839.74","05/02/2014","$3,275,000","3,900","Sold","1310 COLUMBUS Avenue","2014","94010","R1"
"$ 72.44","55","278","Woodside Heights","4","1","5","32","","$3,349,000","04/17/2014","44,867","ML81412768","069-225-020","Woodside","958.70","07/27/2014","$3,250,000","3,390","Sold","205 ELEANOR Drive","1959","94062","R1001"
"$ 220.36","68","307","Menlo Oaks Area","3","0","4","24","","$3,295,000","04/25/2014","14,726","ML81413948","062-272-100","Menlo Park","1,101.49","05/19/2014","$3,245,000","2,946","Sold","206 SANTA MARGARITA Avenue","1946","94025","R100"
"$ 297.47","8","471","Burlingame Hills / Skyline Terrace","5","1","5","9","","$3,148,000","05/02/2014","10,902","ML81414888","027-062-170","Burlingame","748.27","05/11/2014","$3,243,000","4,334","Sold","117 ALTURAS Drive","2006","94010","R100"
"$ 62.12","14","13","Almaden Valley","4","1","4","36","","$3,295,000","05/12/2014","51,836","ML81416325","696-38-011","San Jose","629.52","06/17/2014","$3,220,000","5,115","Sold","893 VISTA DEL ROBLE Place","2000","95120","R1"
"$ 127.37","47","452","Hillsborough Oaks Etc.","5","0","4","0","","$3,218,000","04/23/2014","25,265","ML81413554","028-031-010","Hillsborough","909.04","04/23/2014","$3,218,000","3,540","Sold","2130 FOREST VIEW Avenue","1967","94010","R1025"
"$ 32.94","48","17","Saratoga","5","1","5","20","","$3,200,000","04/20/2014","97,139","ML81413280","366-06-043","Saratoga","596.70","05/10/2014","$3,200,116","5,363","Sold","21351 PROSPECT Road","1966","95070","RHS"
"$ 66.78","28","263","Central Portola Valley","2","1","3","155","","$3,300,000","05/11/2014","47,916","ML81416207","079-060-870","Portola Valley","1,209.83","10/13/2014","$3,200,000","2,645","Sold","170 CHEROKEE Way","1986","94028","R1"
