"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 453.63","1","291","El Camino to Alameda","7","2","6","San Mateo","17","","$19,950,000","04/02/2016","43,538","ML81578292","059291150","Atherton","1,769.71","04/17/2016","$19,750,000","11,160","Sold","190 Almendral","2015","94027","R1001A"
"$ 353.96","9","291","El Camino to Alameda","5","2","5","San Mateo","82","","$16,900,000","04/01/2016","43,791","ML81578014","070-180-310","Atherton","1,616.77","06/19/2016","$15,500,000","9,587","Sold","5 Faxon Forest","2007","94027","R10000"
"$ 20.67","13","16","Los Gatos/Monte Sereno","8","2","6","Santa Clara","245","","$14,498,000","03/20/2016","701,316","ML81566180","537-11-032","Los Gatos","1,382.21","","","10,489","Canceled","18001 Wagner Road","2003","95032","A-20S"
"$ 12.97","23","27","Alameda County","6","2","6","Alameda","126","","$11,680,000","03/16/2016","900,821","ML81565619","513-0010-016","Fremont","1,382.74","","","8,447","Expired","2465 Tecado Terrace","1993","94539","Open Space"
"$ 995.39","15","237","Old Palo Alto","5","1","4","Santa Clara","0","","$11,000,000","03/24/2016","11,051","ML81576804","12417014","Palo Alto","1,669.70","03/24/2016","$11,000,000","6,588","Sold","260 Coleridge Avenue","2001","94301","R-1"
"$ 112.03","18","16","Los Gatos/Monte Sereno","7","1","7","Santa Clara","100","","$10,980,000","03/29/2016","98,010","ML81577505","529-33-050","Los Gatos","1,128.47","","","9,730","Canceled","23 Kimble Avenue","1998","95030","R1"
"$ 228.94","31","291","El Camino to Alameda","6","2","5","San Mateo","4","","$10,900,000","04/14/2016","47,611","ML81580322","070-131-040","Atherton","1,554.48","04/18/2016","$10,900,000","7,012","Sold","51 Monte Vista Avenue","1985","94027","R1001A"
"$ 192.15","31","291","El Camino to Alameda","6","2","5","San Mateo","126","","$12,750,000","04/11/2016","55,685","ML81579531","070-022-460","Atherton","1,585.19","10/10/2016","$10,700,000","6,750","Sold","234 Polhemus Avenue","1985","94027","R1001A"
"$ 37.81","58","351","Beverly Terrace Etc.","3","1","5","San Mateo","18","","$9,800,000","04/12/2016","259,182","ML81579806","050-220-170","San Carlos","3,086.61","04/30/2016","$9,800,000","3,175","Sold","806 Alameda","1958","94070","RS-6"
"$ 226.95","65","448","Homeplace","3","2","5","San Mateo","149","","$9,500,000","03/24/2016","41,860","ML81576821","031-052-130","Hillsborough","2,272.73","","","4,180","Expired","745 Bromfield Road","1951","94010","r100"
"$ 337.60","65","448","Homeplace","4","1","4","San Mateo","149","","$9,500,000","03/24/2016","28,140","ML81576823","031-052-120","Hillsborough","2,069.72","","","4,590","Expired","747 Bromfield Road","1951","94010","r100"
"$ 72.12","6","17","Saratoga","5","2","5","Santa Clara","334","","$9,488,000","04/14/2016","131,551","ML81580278","510-27-004","Los Gatos","824.54","","","11,507","Canceled","16040 Overlook Drive","2010","95030","HS-D1"
"$ 607.08","80","239","Crescent Park","3","0","5","Santa Clara","36","","$8,800,000","04/14/2016","14,248","ML81580197","003-11-005","Palo Alto","2,058.05","05/20/2016","$8,650,000","4,203","Sold","175 Island Drive","1936","94301","R1929"
"$ 4.39","22","23","Los Gatos Mountains","5","0","5","Santa Clara","187","","$7,998,000","03/23/2016","1,820,982","ML81566578","088-291-007","Los Gatos","907.73","","","8,811","Canceled","16161 Skyline Boulevard","1994","95033","SU"
"$ 849.13","1","238","Green Gables","5","0","5","Santa Clara","128","","$8,295,000","04/14/2016","9,180","ML81580199","003-53-005","Palo Alto","1,947.29","08/19/2016","$7,795,000","4,003","Sold","2111 Barbara Drive","2015","94303","R1"
"$ 70.16","16","221","Los Altos Hills","5","1","5","Santa Clara","145","","$7,488,000","04/03/2016","106,722","ML81578334","182-42-050","Los Altos Hills","1,176.99","","","6,362","Canceled","27886 Via Ventana Way","2000","94022","RA"
"$ 176.63","12","293","Lindenwood Area","4","1","4","San Mateo","2","","$6,988,000","04/11/2016","40,480","ML81579530","061-153-040","Atherton","1,568.67","04/13/2016","$7,150,000","4,558","Sold","137 Hawthorne Drive","2004","94027","R1001A"
"$ 470.00","91","237","Old Palo Alto","3","0","5","Santa Clara","13","","$6,995,000","04/13/2016","15,000","ML81579951","124-16-064","Palo Alto","2,526.88","04/23/2016","$7,050,000","2,790","Sold","1536 Bryant Street","1925","94301","R1929"
"$ 704.70","17","237","Old Palo Alto","5","0","6","Santa Clara","93","","$7,048,000","03/30/2016","10,001","ML81577610","124-18-064","Palo Alto","1,569.71","","","4,490","Canceled","238 Seale Avenue","1999","94301","R1"
"$ 99.19","6","16","Los Gatos/Monte Sereno","8","1","6","Santa Clara","131","","$6,999,888","03/16/2016","70,567","ML81565588","510-22-001","Monte Sereno","884.83","","","7,911","Canceled","16235 Greenwood Lane","2010","95030","R44"
"$ 258.70","86","442","Hillsborough Park Etc.","5","3","5","San Mateo","89","","$6,985,000","03/17/2016","27,000","ML81565705","031-191-020","Hillsborough","799.20","","","8,740","Expired","669 Hayne","1930","94010","R10025"
"$ 252.92","0","307","Menlo Oaks Area","5","1","5","San Mateo","0","","$6,750,000","03/28/2016","27,084","ML81577170","062-263-100","Menlo Park","1,077.55","03/28/2016","$6,850,000","6,357","Sold","485 Arlington Way","2016","94025","R-1"
"$ 130.89","12","221","Los Altos Hills","6","1","6","Santa Clara","60","","$6,500,000","04/07/2016","49,658","ML81578990","175-42-018","Los Altos Hills","1,079.38","","","6,022","Canceled","13452 Carillo Lane","2004","94022","R1"
"$ 60.17","27","221","Los Altos Hills","5","2","5","Santa Clara","54","","$6,500,000","04/08/2016","108,029","ML81579273","336-19-037","Los Altos Hills","910.87","","","7,136","Canceled","11871 Hilltop Drive","1989","94024","LH"
"$ 74.09","60","17","Saratoga","4","1","4","Santa Clara","183","","$6,499,998","04/12/2016","87,733","ML81579744","503-29-120","Saratoga","1,130.43","","","5,750","Expired","21363 Saratoga Hills Road","1956","95070","SA"
"$ 519.77","80","238","Green Gables","3","1","6","Santa Clara","77","","$6,498,000","04/14/2016","12,502","ML81580191","003-58-040","Palo Alto","1,892.25","","","3,434","Canceled","701 Tennyson Avenue","1936","94303","R1"
"$ 228.93","15","442","Hillsborough Park Etc.","6","2","5","San Mateo","123","","$6,475,000","04/01/2016","28,284","ML81578125","031-323-080","Hillsborough","986.29","","","6,565","Expired","880 Culebra Road","2001","94010","R10000"
"$ 863.07","14","237","Old Palo Alto","4","1","5","Santa Clara","26","","$6,498,000","04/07/2016","7,500","ML81578961","12416079","Palo Alto","1,407.17","05/02/2016","$6,473,000","4,600","Sold","159 Coleridge Avenue","2002","94301","R-1"
"$ 592.29","0","303","Central Menlo","6","2","6","San Mateo","27","","$6,550,000","04/01/2016","10,890","ML81578144","071364010","Menlo Park","1,121.35","04/27/2016","$6,450,000","5,752","Sold","1 Garland Place","2016","94025","R1"
