"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 133.80","62","232","Barron Park","3","0","2","19","","$2,988,000","03/01/2015","35,875","ML81452878","137-16-009","Palo Alto","2,431.61","03/20/2015","$4,800,000","1,974","Sold","999 Matadero Avenue","1953","94306","RIEAC"
"$ 331.70","9","211","North Los Altos","4","1","4","47","","$4,795,000","02/26/2015","14,320","ML81452398","167-20-008","Los Altos","1,312.52","04/14/2015","$4,750,000","3,619","Sold","567 Van Buren Street","2006","94022","R1"
"$ 99.62","50","263","Central Portola Valley","5","0","5","33","","$4,950,000","03/03/2015","47,480","ML81453252","079-101-040","Portola Valley","653.59","04/05/2015","$4,730,000","7,237","Sold","40 Alhambra Court","1965","94028","R1001A"
"$ 31.52","9","3","Evergreen","5","0","4","28","120","$4,998,000","02/28/2015","145,926","ML81452814","680-61-005","San Jose","659.03","03/28/2015","$4,600,000","6,980","Sold","6113 Blackpool Court","2006","95138","R1"
"$ 448.95","7","211","North Los Altos","5","1","8","107","","$4,498,000","02/19/2015","10,019","ML81451353","167-17-070","Los Altos","827.29","","","5,437","Canceled","25 W Portola Avenue","2008","94022","R1"
"$ 61.94","24","263","Central Portola Valley","4","0","4","178","","$4,495,000","03/09/2015","72,571","ML81454122","079-051-080","Portola Valley","957.40","","","4,695","Expired","380 Portola Road","1991","94028","R10000"
"$ 184.87","76","301","Sharon Heights / Stanford Hills","5","2","5","39","","$4,850,000","03/13/2015","23,800","ML81455014","074-150-570","Menlo Park","724.88","04/21/2015","$4,400,000","6,070","Sold","50 La Loma Drive","1939","94025","R10010"
"$ 109.67","17","17","Saratoga","3","2","5","105","","$4,395,000","03/09/2015","40,075","ML81454267","517-19-085","Saratoga","899.88","","","4,884","Canceled","28011 Audrey Smith Lane","1998","95070","R140"
"$ 83.24","6","221","Los Altos Hills","5","2","5","41","","$4,998,000","02/26/2015","52,708","ML81452478","175-38-030","Los Altos Hills","859.11","04/08/2015","$4,387,500","5,107","Sold","25349 La Rena Lane","2009","94022","R1"
"$ 195.08","0","212","Country Club","4","1","6","58","","$4,398,000","03/09/2015","22,299","ML81454261","331-09-078","Los Altos","1,014.22","05/06/2015","$4,350,000","4,289","Sold","608 Joandra Court","2015","94024","R1E-2"
"$ 35.44","9","263","Central Portola Valley","3","3","4","142","600","$4,500,000","02/23/2015","120,615","ML81451797","080-241-010","Portola Valley","587.23","07/15/2015","$4,275,000","7,280","Sold","6 Blue Oaks Court","2006","94028","RE3.5A"
"$ 196.28","54","453","Ryan Tract Etc.","5","1","4","13","","$3,888,000","02/27/2015","21,780","ML81452701","028-150-240","Hillsborough","927.33","03/12/2015","$4,275,000","4,610","Sold","20 Denham Court","1961","94010","R10025"
"$ 590.28","84","239","Crescent Park","3","0","4","6","","$3,950,000","03/05/2015","7,200","ML81453573","003-03-012","Palo Alto","1,806.20","03/11/2015","$4,250,000","2,353","Sold","404 Seneca Street","1931","94301","R1"
"$ 256.06","14","17","Saratoga","5","1","5","15","","$4,200,000","03/01/2015","16,500","ML81452890","503-21-029","Saratoga","779.52","03/16/2015","$4,225,000","5,420","Sold","15870 Mina Way","2001","95070","R112"
"$ 84.36","41","221","Los Altos Hills","3","0","4","11","","$4,189,000","02/26/2015","49,658","ML81452399","182-45-024","Los Altos Hills","1,222.00","","","3,428","Canceled","27071 Dezahara Way","1974","94022","RA"
"$ 15.45","60","17","Saratoga","7","2","7","81","","$4,488,000","03/09/2015","270,508","ML81454245","366-07-009","Saratoga","668.80","05/29/2015","$4,180,000","6,250","Sold","22505 Rolling Hills Road","1955","95070","RHS-D"
"$ 253.36","59","214","South of El Monte","3","1","4","7","","$3,850,000","02/19/2015","16,380","ML81451348","336-12-022","Los Altos","1,142.62","02/26/2015","$4,150,000","3,632","Sold","327 Costello Drive","1956","94024","R1E-2"
"$ 482.00","58","239","Crescent Park","2","1","4","8","","$3,498,000","03/04/2015","8,610","ML81453603","003-23-099","Palo Alto","1,782.65","03/12/2015","$4,150,000","2,328","Sold","1413 Pitman Avenue","1957","94301","PA"
"$ 409.30","65","238","Green Gables","2","0","4","7","","$3,200,000","03/12/2015","9,895","ML81454720","003-38-083","Palo Alto","1,895.18","03/19/2015","$4,050,000","2,137","Sold","90 Jordan Place","1950","94303","R1"
"$ 178.81","53","441","Brewer Subdivision/Upland","4","0","5","11","","$3,750,000","03/14/2015","22,650","ML81455121","032-340-250","Hillsborough","1,080.00","03/25/2015","$4,050,000","3,750","Sold","298 Sierra Drive","1962","94010","R10025"
"$ 31.34","61","274","Central Woodside","3","1","4","345","","$4,480,000","02/19/2015","127,630","ML81451499","072-222-090","Woodside","833.33","01/30/2016","$4,000,000","4,800","Sold","740 Whiskey Hill Road","1954","94062","Residential"
"$ 138.17","58","452","Hillsborough Oaks Etc.","3","1","4","3","","$3,800,000","03/08/2015","28,950","ML81454078","027-352-050","Hillsborough","1,176.47","03/11/2015","$4,000,000","3,400","Sold","10 Downey Way","1957","94010","R10025"
"$ 74.02","66","221","Los Altos Hills","5","1","5","85","","$3,998,000","03/09/2015","54,014","ML81454183","331-05-029","Los Altos","834.66","","","4,790","Canceled","11331 Entrada Place","1949","94024","R1E-1"
"$ 116.26","7","275","Emerald Hills Area","4","1","3","204","","$3,995,000","02/23/2015","33,977","ML81451807","068-251-020","Woodside","569.90","05/02/2015","$3,950,000","6,931","Sold","636 Southdale Way","2008","94062","R1001A"
"$ 90.83","79","334","High School Acres Etc.","4","1","4","11","","$3,995,000","03/06/2015","42,880","ML81453889","052-010-050","Redwood City","991.09","03/17/2015","$3,895,000","3,930","Sold","1052 Edgewood Road","1936","94062","R10025"
"$ 198.21","65","214","South of El Monte","4","1","4","7","","$3,198,000","02/25/2015","19,500","ML81452275","189-26-030","Los Altos","1,167.32","03/04/2015","$3,865,000","3,311","Sold","779 Sunshine Drive","1950","94024","R110"
"$ 170.56","9","17","Saratoga","4","1","5","11","","$3,595,000","02/23/2015","22,279","ML81451938","503-81-009","Saratoga","633.76","03/06/2015","$3,800,000","5,996","Sold","12916 Pierce Road","2006","95070","R140"
"$ 386.57","0","308","Willows / O'Conner Area","3","1","5","12","","$3,195,000","03/05/2015","9,830","ML81453601","062-352-280","Menlo Park","1,170.67","03/17/2015","$3,800,000","3,246","Sold","104 LAUREL Avenue","2015","94025","R10008"
"$ 506.40","111","240","Community Center","3","0","4","16","","$3,798,000","02/25/2015","7,500","ML81452269","003-33-019","Palo Alto","1,558.47","","","2,437","Canceled","764 Channing Avenue","1904","94301","R1"
"$ 111.58","64","446","Carolands Etc.","4","0","4","0","","$3,750,000","02/22/2015","33,607","ML81451772","030-067-040","Hillsborough","925.93","02/22/2015","$3,750,000","4,050","Sold","480 Pullman Road","1951","94010","R10025"
"$ 94.38","37","17","Saratoga","3","2","4","9","210","$3,500,000","03/10/2015","39,204","ML81454346","397-13-043","Saratoga","872.23","03/19/2015","$3,700,000","4,242","Sold","14505 Chester Avenue","1978","95070","R140"
"$ 84.83","10","16","Los Gatos/Monte Sereno","5","1","5","199","","$3,695,000","03/07/2015","43,560","ML81454022","510-09-016","Los Gatos","564.12","","","6,550","Canceled","18536 Saratoga Los Gatos Road","2005","95030","R1E-1"
"$ 210.63","10","212","Country Club","4","1","5","7","","$2,988,000","02/25/2015","17,424","ML81452232","331-10-055","Los Altos","1,121.98","03/04/2015","$3,670,000","3,271","Sold","1431 Topar Avenue","2005","94024","R1E-2"
"$ 318.78","86","439","San Mateo Park / El Cerrito Park","3","1","4","13","","$3,095,000","02/20/2015","11,450","ML81451648","032-023-120","San Mateo","1,045.85","03/05/2015","$3,650,000","3,490","Sold","243 W Poplar Avenue","1929","94402","R1"
"$ 434.52","36","303","Central Menlo","3","0","4","10","","$3,488,000","03/06/2015","8,400","ML81453796","071-395-140","Menlo Park","1,136.36","03/16/2015","$3,650,000","3,212","Sold","220 Yale Road","1979","94025","R1"
"$ 86.54","59","292","Middlefield to El Camino Atherton","2","1","3","20","","$3,695,000","02/27/2015","41,600","ML81452658","060-253-020","Atherton","1,722.49","03/19/2015","$3,600,000","2,090","Sold","131 Watkins Avenue","1956","94027","R1001A"
"$ 82.64","45","221","Los Altos Hills","3","1","5","0","","$3,288,000","03/02/2015","43,560","ML81453129","182-28-020","Los Altos Hills","843.68","03/02/2015","$3,600,000","4,267","Sold","27400 Altamont Road","1970","94022","RA"
"$ 151.86","12","261","Portola Valley Ranch","4","1","6","9","278","$3,188,000","03/09/2015","23,522","ML81454113","080-522-190","Portola Valley","773.16","03/18/2015","$3,572,000","4,620","Sold","20 Ohlone Street","2003","94028","PC2ASD"
"$ 582.10","4","234","Midtown","3","1","4","9","","$3,498,000","03/11/2015","6,100","ML81454687","132-02-080","Palo Alto","1,534.49","03/20/2015","$3,550,800","2,314","Sold","2615 Cowper Street","2011","94306","R1"
"$ 355.00","63","303","Central Menlo","3","1","4","119","","$3,550,000","02/28/2015","10,000","ML81452820","071-042-020","Menlo Park","1,313.36","","","2,703","Canceled","1325 Hobart Street","1952","94025","R10010"
"$ 80.35","42","230","Palo Alto Hills","3","0","4","6","","$3,250,000","02/19/2015","43,560","ML81451356","175-20-080","Palo Alto","1,468.74","02/25/2015","$3,500,000","2,383","Sold","4110 Old Trace Road","1973","94306","RE"
"$ 307.02","86","452","Hillsborough Oaks Etc.","3","1","5","11","","$3,500,000","02/27/2015","11,400","ML81452630","027-292-100","Hillsborough","948.25","03/10/2015","$3,500,000","3,691","Sold","973 BAILEYANA Road","1929","94010","R10025"
"$ 80.35","26","17","Saratoga","2","1","3","8","","$2,895,000","03/07/2015","43,560","ML81453958","503-55-024","Saratoga","1,008.65","03/15/2015","$3,500,000","3,470","Sold","21010 Bank Mill Road","1989","95070","R140"
"$ 311.94","49","211","North Los Altos","4","1","4","11","","$3,500,000","03/10/2015","11,220","ML81454559","170-23-072","Los Altos","1,084.93","","","3,226","Canceled","44 Stuart Court","1966","94022","R1"
"$ 182.35","11","214","South of El Monte","2","1","2","148","","$3,495,000","02/25/2015","19,166","ML81452351","336-03-047","Los Altos","1,228.47","07/24/2015","$3,495,000","2,845","Sold","848 Nash Road","2004","94024","R1E2"
"$ 78.15","51","16","Los Gatos/Monte Sereno","3","3","5","10","","$3,499,000","02/22/2015","44,147","ML81451771","532-25-009","Los Gatos","577.41","03/04/2015","$3,450,000","5,975","Sold","17689 Blackberry Hill Road","1964","95030","R1E-2"
"$ 205.49","5","16","Los Gatos/Monte Sereno","4","1","4","10","","$3,298,000","02/24/2015","16,789","ML81452083","409-26-020","Los Gatos","932.43","03/06/2015","$3,450,000","3,700","Sold","14781 Golf Links Drive","2010","95032","R112"
"$ 319.55","56","211","North Los Altos","2","1","3","9","","$2,695,000","02/23/2015","10,640","ML81451859","170-29-038","Los Altos","1,419.62","03/04/2015","$3,400,000","2,395","Sold","27 Sunkist Lane","1959","94022","R1"
"$ 117.44","9","452","Hillsborough Oaks Etc.","4","1","4","5","","$3,400,000","03/11/2015","28,952","ML81454593","027-154-170","Hillsborough","963.17","03/22/2015","$3,400,000","3,530","Sold","1125 JACKLING Drive","2006","94010","R10025"
"$ 63.70","62","221","Los Altos Hills","3","0","4","116","","$3,385,000","02/19/2015","53,143","ML81451409","336-28-026","Los Altos Hills","1,060.80","","","3,191","Expired","12101 Edgecliff Place","1953","94022","R1E4"
"$ 192.47","88","452","Hillsborough Oaks Etc.","3","1","4","46","","$3,350,000","03/12/2015","17,405","ML81454742","027-292-070","Hillsborough","959.89","","","3,490","Canceled","977 Baileyana Road","1927","94010","R1"
"$ 145.70","95","16","Los Gatos/Monte Sereno","4","0","4","10","","$2,799,000","03/06/2015","22,649","ML81453952","510-20-016","Los Gatos","1,222.22","03/16/2015","$3,300,000","2,700","Sold","57 Ellenwood Avenue","1920","95030","REBD"
"$ 302.20","18","214","South of El Monte","3","1","3","7","","$2,950,000","03/11/2015","10,920","ML81454607","189-53-041","Los Altos","1,078.08","03/18/2015","$3,300,000","3,061","Sold","440 Hawthorne Avenue","1997","94024","R110"
"$ 68.06","56","274","Central Woodside","2","2","4","13","","$3,295,000","02/20/2015","48,412","ML81451645","073-021-070","Woodside","902.74","03/05/2015","$3,295,000","3,650","Sold","185 Jane Drive","1959","94062","R1001A"
"$ 250.00","85","471","Burlingame Hills / Skyline Terrace","4","0","5","54","","$3,195,000","02/27/2015","13,000","ML81452729","027-083-010","Burlingame","779.38","04/22/2015","$3,250,000","4,170","Sold","2935 Hillside Drive","1930","94010","R10006"
"$ 166.67","59","211","North Los Altos","3","0","3","14","","$2,999,999","02/18/2015","19,200","ML81451318","167-34-005","Los Altos","1,295.55","03/04/2015","$3,200,000","2,470","Sold","380 Blue Oak Lane","1956","94022","R1E-1"
"$ 430.11","15","304","Allied Arts / Downtown","3","0","4","8","","$2,688,000","02/23/2015","7,440","ML81451796","071-413-320","Menlo Park","1,295.55","03/03/2015","$3,200,000","2,470","Sold","776 Cambridge Avenue","2000","94025","R20000"
"$ 320.00","43","211","North Los Altos","2","1","5","7","","$2,498,000","02/26/2015","10,000","ML81452482","175-11-046","Los Altos","963.86","03/05/2015","$3,200,000","3,320","Sold","11 Cypress Court","1972","94022","R1"
"$ 67.40","62","214","South of El Monte","2","0","3","11","","$2,400,000","03/05/2015","47,480","ML81451180","336-13-016","Los Altos","2,060.53","03/16/2015","$3,200,000","1,553","Sold","24591 Summerhill Court","1953","94024","R1E-2"
"$ 181.22","52","301","Sharon Heights / Stanford Hills","3","1","4","0","","$2,798,000","03/09/2015","17,658","ML81454404","074-270-200","Menlo Park","1,131.94","03/09/2015","$3,200,000","2,827","Sold","787 Sharon Park Drive","1963","94025","R1"
"$ 211.64","62","214","South of El Monte","3","0","4","11","","$3,298,000","03/12/2015","15,120","ML81454738","189-14-072","Los Altos","958.95","03/23/2015","$3,200,000","3,337","Sold","926 Aura Way","1953","94024","R110"
"$ 130.80","75","16","Los Gatos/Monte Sereno","5","0","5","12","","$2,995,000","02/22/2015","23,700","ML81451811","529-22-038","Los Gatos","","03/07/2015","$3,100,000","","Sold","360 Bella Vista Avenue#360 364 364B","1940","95032","R18"
"$ 23.64","13","1","Morgan Hill / Gilroy / San Martin","4","2","5","28","","$3,599,000","03/02/2015","131,115","ML81451646","779-56-030","San Martin","442.86","03/30/2015","$3,100,000","7,000","Sold","1220 Lions Peak Lane","2002","95046","HS"
"$ 382.72","68","304","Allied Arts / Downtown","4","1","4","11","","$2,988,000","03/06/2015","8,100","ML81453886","071-433-090","Menlo Park","1,065.29","03/17/2015","$3,100,000","2,910","Sold","649 Cambridge Avenue","1947","94025","R20000"
"$ 136.86","40","17","Saratoga","3","1","4","6","","$2,895,000","03/11/2015","22,651","ML81454695","517-20-040","Saratoga","1,083.54","03/17/2015","$3,100,000","2,861","Sold","20127 Mendelsohn Lane","1975","95070","R120"
"$ 84.82","49","17","Saratoga","4","0","4","76","","$3,095,000","03/03/2015","36,490","ML81453101","510-01-044","Saratoga","926.37","05/18/2015","$3,095,000","3,341","Sold","15177 Park Drive","1966","95070","R120"
"$ 136.42","27","16","Los Gatos/Monte Sereno","3","2","4","17","","$2,999,999","02/23/2015","22,651","ML81451849","410-04-017","Los Gatos","628.05","03/12/2015","$3,090,000","4,920","Sold","15775 Oak Knoll Court","1988","95030","HR"
"$ 231.59","54","301","Sharon Heights / Stanford Hills","3","0","5","7","","$2,595,000","03/05/2015","13,200","ML81453771","074-343-100","Menlo Park","1,063.30","03/12/2015","$3,057,000","2,875","Sold","974 Continental Drive","1961","94025","R10010"
"$ 267.76","48","214","South of El Monte","3","0","4","10","","$2,595,000","03/01/2015","11,400","ML81453173","197-14-035","Los Altos","1,132.23","03/11/2015","$3,052,500","2,696","Sold","1531 Awalt Court","1967","94024","R1AB"
"$ 32.33","40","17","Saratoga","3","1","4","8","200","$2,888,000","02/17/2015","92,783","ML81450986","503-30-040","Saratoga","766.68","02/25/2015","$3,000,000","3,913","Sold","14020 Pike Road","1975","95070","R140"
"$ 180.77","16","17","Saratoga","3","1","4","10","","$2,888,000","02/23/2015","16,596","ML81451966","503-23-021","Saratoga","809.50","03/05/2015","$3,000,000","3,706","Sold","20571 Brookwood Lane","1999","95070","R115"
"$ 158.55","65","445","Lakeview","3","0","4","12","","$2,695,000","02/27/2015","18,921","ML81452768","038-012-090","Hillsborough","980.39","03/11/2015","$3,000,000","3,060","Sold","1505 Marlborough Road","1950","94010","r1"
"$ 57.87","23","17","Saratoga","4","0","6","222","","$2,999,888","02/20/2015","51,836","ML81451586","510-25-058","Los Gatos","809.90","","","3,704","Expired","19392 Bainter Avenue","1992","95030","RHS-D"
"$ 63.40","42","16","Los Gatos/Monte Sereno","4","1","4","126","","$2,999,888","03/04/2015","47,320","ML81453510","410-45-001","Monte Sereno","824.82","","","3,637","Canceled","15318 Elm Park","1973","95030","R144"
"$ 356.90","91","439","San Mateo Park / El Cerrito Park","4","1","4","22","","$2,998,000","02/23/2015","8,400","ML81451781","032-011-010","San Mateo","824.31","03/17/2015","$2,998,000","3,637","Sold","829 Crescent Avenue","1924","94401","R1000A"
"$ 149.53","12","337","Clifford Heights Etc.","4","2","4","61","","$2,998,000","03/02/2015","20,049","ML81452927","051-040-230","Redwood City","525.96","","","5,700","Expired","75 Belle Roche Avenue","2003","94062","R10000"
"$ 362.25","16","10","Willow Glen","4","0","6","47","","$2,998,000","03/07/2015","8,276","ML81453982","439-16-082","San Jose","504.97","","","5,937","Canceled","954 Terra Bella Avenue","1999","95125","R1-8"
"$ 306.46","18","16","Los Gatos/Monte Sereno","3","1","4","50","","$2,995,000","03/02/2015","9,773","ML81453120","510-20-015","Los Gatos","936.82","","","3,197","Canceled","59 Ellenwood Avenue","1997","95030","REBD"
"$ 206.27","43","16","Los Gatos/Monte Sereno","3","1","4","16","","$2,999,980","03/09/2015","14,520","ML81454255","532-15-032","Los Gatos","826.43","03/25/2015","$2,995,000","3,624","Sold","172 Clover Way","1972","95032","R110"
"$ 6.75","7","272","Skywood Area","4","0","4","113","","$2,990,000","02/17/2015","443,005","ML81451139","075-220-240","Woodside","607.72","06/10/2015","$2,990,000","4,920","Sold","277 Grandview Drive","2008","94062","R1003A"
"$ 21.65","23","13","Almaden Valley","7","2","6","142","54","$2,990,000","03/05/2015","138,085","ML81453768","583-51-008","San Jose","509.72","","","5,866","Canceled","7295 Via Brezzo","1992","95120","SJ"
"$ 126.54","57","446","Carolands Etc.","3","0","4","7","","$2,595,000","02/16/2015","23,550","ML81450874","030-113-030","Hillsborough","964.40","02/23/2015","$2,980,000","3,090","Sold","377 Moseley Road","1958","94010","R10025"
"$ 221.80","94","211","North Los Altos","3","0","4","11","","$2,600,000","02/16/2015","13,300","ML81450947","170-28-034","Los Altos","1,443.95","02/27/2015","$2,950,000","2,043","Sold","141 South Gordon Way","1921","94022","R1"
"$ 415.48","61","233","South Palo Alto","3","0","4","9","","$2,500,000","03/02/2015","7,040","ML81452952","147-31-012","Palo Alto","1,338.67","03/11/2015","$2,925,000","2,185","Sold","261 Creekside Drive","1954","94306","R1B8"
"$ 276.19","12","306","Felton Gables","3","1","4","2","","$2,595,000","03/02/2015","10,500","ML81452919","061-321-040","Menlo Park","966.67","03/04/2015","$2,900,000","3,000","Sold","440 Felton Drive Drive","2003","94025","R100"
"$ 502.16","87","236","College","2","1","2","13","","$2,295,000","03/04/2015","5,775","ML81453590","124-23-019","Palo Alto","1,990.39","03/17/2015","$2,900,000","1,457","Sold","1648 Escobita Avenue","1928","94306","r1"
"$ 475.41","93","466","Burlinhome / Easton Add #2 / #3 / #5","3","0","4","10","","$2,295,000","03/06/2015","6,100","ML81453850","027-165-060","Burlingame","986.39","03/16/2015","$2,900,000","2,940","Sold","1407 De Soto Avenue","1922","94010","R1"
"$ 482.50","6","302","County / Alameda Area","3","1","4","18","","$2,895,000","03/04/2015","6,000","ML81453835","074-076-150","Menlo Park","1,092.45","03/22/2015","$2,895,000","2,650","Sold","2191 Gordon Avenue","2009","94025","R10006"
"$ 349.81","34","16","Los Gatos/Monte Sereno","3","1","5","56","","$2,895,000","03/11/2015","8,276","ML81454646","410-20-042","Los Gatos","691.26","","","4,188","Canceled","16191 Rose Avenue","1981","95030","R18"
