"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 404.45","113","241","Professorville","2","2","6","28","","$9,000,000","02/12/2014","20,151","ML81404318","120-29-056","Palo Alto","1,764.45","03/12/2014","$8,150,000","4,619","Sold","221 KINGSLEY Avenue","1901","94301","R1"
"$ 666.67","98","237","Old Palo Alto","3","1","4","11","","$7,950,000","02/05/2014","11,250","ML81403524","124-17-020","Palo Alto","1,868.00","02/16/2014","$7,500,000","4,015","Sold","249 LOWELL Avenue","1916","94301","R1929"
"$ 45.43","92","274","Central Woodside","2","1","2","48","","$7,500,000","02/10/2014","165,092","ML81403985","072-203-100","Woodside","3,787.88","","","1,980","Canceled","410 MANZANITA Way","1922","94062","R100"
"$ 52.65","48","274","Central Woodside","5","1","5","4","","$5,795,000","01/27/2014","138,085","ML81402488","072-021-030","Woodside","956.20","01/31/2014","$7,270,000","7,603","Sold","386 RAYMUNDO Drive","1966","94062","RR"
"$ 105.00","9","221","Los Altos Hills","6","1","6","129","","$6,998,000","01/29/2014","66,647","ML81402765","175-47-016","Los Altos Hills","753.61","06/07/2014","","9,286","Sold","12661 ROBLEDA Road","2005","94022","R1"
"$ 134.80","4","278","Woodside Heights","4","1","5","165","","$6,600,000","02/14/2014","48,961","ML81404612","069-225-140","Woodside","1,304.35","","","5,060","Canceled","115 ELEANOR Drive","2010","94062","R1"
"$ 5.77","15","16","Los Gatos/Monte Sereno","5","2","5","32","","$6,900,000","01/29/2014","1,089,000","ML81402720","537-11-035","Los Gatos","573.36","03/02/2014","$6,280,000","10,953","Sold","18157 WAGNER Road","1999","95032","HS-D"
"$ 16.17","23","263","Central Portola Valley","7","1","5","0","","$6,488,000","01/17/2014","373,309","ML81401643","076-350-220","Portola Valley","503.13","01/17/2014","$6,037,500","12,000","Sold","5070 ALPINE Road","1991","94028","OR000"
"$ 7.11","14","272","Skywood Area","5","1","6","189","","$7,495,000","02/02/2014","843,757","ML81403124","075-051-050","Woodside","667.78","08/10/2014","$6,000,000","8,985","Sold","40 FOX HILL Road","2000","94062","RM"
"$ 72.70","73","278","Woodside Heights","6","1","6","145","","$5,950,000","01/24/2014","78,408","ML81402280","069-222-140","Woodside","934.43","07/03/2014","$5,700,000","6,100","Sold","140 ELEANOR Drive","1941","94062","R1"
"$ 20.39","32","271","Old La Honda Road Area","3","0","3","299","","$5,675,000","02/10/2014","278,348","ML81404020","075-283-060","Woodside","1,505.31","","","3,770","Canceled","133 OLD LA HONDA Road","1982","94062","scp"
"$ 27.75","14","17","Saratoga","4","1","4","64","","$5,500,000","02/03/2014","198,198","ML81403289","503-78-029","Saratoga","1,078.43","","","5,100","Canceled","22111 VILLA OAKS Lane","2000","95070","R140"
"$ 112.17","4","290","Alameda to 280","4","2","5","44","","$5,700,000","01/16/2014","47,920","ML81401405","073-181-490","Atherton","1,174.35","03/01/2014","$5,375,000","4,577","Sold","62 RIDGE VIEW Drive","2010","94027","R1"
"$ 109.47","17","17","Saratoga","6","0","6","251","","$5,595,000","01/21/2014","47,045","ML81402032","510-26-077","Los Gatos","766.83","03/31/2014","$5,150,000","6,716","Sold","15650 GLEN UNA Drive","1997","95030","RHS-D"
"$ 127.50","85","291","El Camino to Alameda","2","0","2","21","","$4,395,000","02/11/2014","40,000","ML81404524","070-132-140","Atherton","3,269.23","03/04/2014","$5,100,000","1,560","Sold","255 ATHERTON Avenue","1929","94027","R1001"
"$ 106.84","75","291","El Camino to Alameda","3","1","3","12","","$4,795,000","01/16/2014","46,800","ML81401485","059-282-120","Atherton","1,141.55","01/28/2014","$5,000,000","4,380","Sold","178 PATRICIA Drive","1939","94027","R1"
"$ 87.60","10","444","Tobin Clark Estate / Polo Terrace","5","1","5","70","","$4,999,000","02/03/2014","57,063","ML81403119","034-311-260","Hillsborough","868.94","","","5,753","Canceled","808 CLYDESDALE Drive","2004","94010","r1"
"$ 144.41","75","17","Saratoga","4","1","3","121","","$4,900,000","01/31/2014","33,930","ML81402929","397-24-018","Saratoga","896.12","","","5,468","Expired","14310 LUTHERIA Way","1939","95070","R120"
"$ 254.20","8","307","Menlo Oaks Area","5","2","5","15","","$4,998,000","02/10/2014","19,170","ML81403975","062-160-270","Menlo Park","955.50","02/25/2014","$4,873,050","5,100","Sold","951 BERKELEY Avenue","2006","94025","R1025"
"$ 110.90","27","444","Tobin Clark Estate / Polo Terrace","5","1","5","75","","$4,850,000","02/05/2014","43,734","ML81403601","038-101-020","Hillsborough","1,015.28","","","4,777","Canceled","20 BROOKE Court","1987","94010","R1"
"$ 29.44","25","274","Central Woodside","3","2","4","368","","$4,850,000","02/14/2014","164,744","ML81404662","072-211-820","Woodside","981.78","","","4,940","Canceled","2 BRIDLE Lane","1989","94062","RE00"
"$ 460.64","12","233","South Palo Alto","7","1","7","42","","$4,798,000","01/21/2014","10,416","ML81401895","127-20-066","Palo Alto","899.01","","","5,337","Canceled","759 E MEADOW Drive","2002","94303","R1B8"
"$ 111.11","43","17","Saratoga","3","1","4","129","","$4,925,000","02/04/2014","42,750","ML81403314","517-18-022","Saratoga","886.69","06/13/2014","$4,750,000","5,357","Sold","15055 MONTALVO Road","1971","95070","R140"
"$ 24.39","0","221","Los Altos Hills","8","2","7","72","","$4,748,888","02/01/2014","194,713","ML81403051","336-32-084","Los Altos Hills","290.56","06/02/2014","","16,344","Sold","25400 LA LOMA Drive","2014","94022","RA"
"$ 279.76","86","291","El Camino to Alameda","3","1","4","90","","$4,995,000","02/10/2014","16,800","ML81403984","059-291-070","Atherton","1,096.59","05/11/2014","$4,700,000","4,286","Sold","36 AMADOR Avenue","1928","94027","R100"
"$ 579.93","8","234","Midtown","6","1","9","228","","$4,680,000","02/04/2014","8,070","ML81403391","132-18-036","Palo Alto","930.97","","","5,027","Canceled","2577 RAMONA Street","2006","94301","R1"
"$ 86,538.46","2","1","Morgan Hill / Gilroy / San Martin","4","2","5","561","","$4,500,000","01/23/2014","52","ML81402202","756-58-011","Morgan Hill","982.32","","","4,581","Expired","17075 UVAS Road","2012","95037","AW"
"$ 523.81","84","237","Old Palo Alto","4","1","5","0","","$4,000,000","02/10/2014","8,400","ML81404173","124-13-019","Palo Alto","1,663.52","02/10/2014","$4,400,000","2,645","Sold","2070 WAVERLEY Street","1930","94301","R1929"
"$ 221.72","0","442","Hillsborough Park Etc.","4","1","5","88","","$4,699,000","01/16/2014","19,800","ML81401364","031-104-140","Hillsborough","891.55","04/14/2014","$4,390,000","4,924","Sold","28 CORNELIA Drive","2014","94010","R100"
"$ 28.70","37","16","Los Gatos/Monte Sereno","3","0","4","18","","$4,375,000","02/09/2014","152,460","ML81403960","532-26-103","Los Gatos","1,367.19","","","3,200","Canceled","16387 AZTEC RIDGE Drive","1977","95030","R1E-2"
"$ 101.90","50","263","Central Portola Valley","3","1","4","44","","$4,295,000","01/27/2014","42,689","ML81402477","079-130-360","Portola Valley","1,144.74","03/12/2014","$4,350,000","3,800","Sold","200 WILLOWBROOK Drive","1964","94028","R1"
"$ 80.56","98","307","Menlo Oaks Area","3","1","4","16","","$4,995,000","01/29/2014","54,000","ML81402974","062-140-120","Menlo Park","877.02","02/14/2014","$4,350,000","4,960","Sold","699 MENLO OAKS Drive","1916","94025","R1"
"$ 195.80","5","442","Hillsborough Park Etc.","4","1","5","47","","$4,695,000","02/02/2014","22,216","ML81403219","031-341-140","Hillsborough","964.74","03/21/2014","$4,350,000","4,509","Sold","108 ESSEX Lane","2009","94010","R100"
"$ 69.20","59","263","Central Portola Valley","3","0","5","106","","$4,250,000","01/27/2014","61,420","ML81402475","079-011-090","Portola Valley","865.23","","","4,912","Canceled","99 STONEGATE Road","1955","94028","R100"
"$ 306.21","8","301","Sharon Heights / Stanford Hills","5","2","6","87","","$4,349,000","01/27/2014","13,455","ML81402473","074-185-030","Menlo Park","745.57","04/24/2014","$4,120,000","5,526","Sold","2312 LOMA PRIETA Lane","2006","94025","R1"
"$ 546.67","0","239","Crescent Park","3","1","5","5","","$3,898,000","01/16/2014","7,500","ML81401358","003-28-034","Palo Alto","1,482.28","01/21/2014","$4,100,000","2,766","Sold","1435 CHANNING Avenue","2014","94301","R1"
"$ 128.57","28","450","Skyfarm","7","0","6","66","","$4,150,000","02/14/2014","31,500","ML81404672","028-433-070","Hillsborough","817.19","04/21/2014","$4,050,000","4,956","Sold","1015 MACADAMIA Drive","1986","94010","R1"
"$ 90.03","49","278","Woodside Heights","3","1","3","38","","$4,280,000","02/03/2014","44,431","ML81403132","069-225-420","Woodside","1,000.00","03/13/2014","$4,000,000","4,000","Sold","139 ELEANOR Drive","1965","94062","R100A"
"$ 262.92","0","214","South of El Monte","5","1","5","56","","$4,298,000","02/05/2014","15,214","ML81403487","336-08-021","Los Altos","844.77","04/02/2014","$3,999,999","4,735","Sold","1131 HILLSLOPE Place","2014","94024","R1E-2"
"$ 82.09","25","17","Saratoga","3","1","4","9","84","$3,450,000","02/04/2014","46,609","ML81403266","397-18-102","Saratoga","830.30","02/13/2014","$3,826,000","4,608","Sold","14861 THREE OAKS Court","1989","95070","R140"
"$ 86.09","14","16","Los Gatos/Monte Sereno","5","1","5","86","","$3,875,000","01/20/2014","43,560","ML81401816","410-25-010","Monte Sereno","808.19","04/16/2014","$3,750,000","4,640","Sold","18325 LEXINGTON Drive","2000","95030","R144"
"$ 167.30","33","450","Skyfarm","4","2","5","18","","$3,750,000","01/24/2014","22,350","ML81402299","028-483-060","Hillsborough","741.14","02/11/2014","$3,739,070","5,045","Sold","2850 CHURCHILL Drive","1981","94010","R1"
"$ 23.51","34","221","Los Altos Hills","3","2","4","167","","$3,700,000","01/22/2014","157,396","ML81402050","182-25-012","Los Altos Hills","923.61","","","4,006","Expired","26747 TANGLEWOOD Lane","1980","94022","RA"
"$ 116.35","27","450","Skyfarm","4","2","4","22","","$3,895,000","02/02/2014","31,800","ML81403074","028-433-060","Hillsborough","627.12","02/24/2014","$3,700,000","5,900","Sold","1025 MACADAMIA Drive","1987","94010","R1"
"$ 106.96","65","291","El Camino to Alameda","4","0","3","36","","$3,875,000","02/02/2014","34,592","ML81403129","059-282-020","Atherton","1,016.48","03/10/2014","$3,700,000","3,640","Sold","143 SELBY Lane","1949","94027","R100"
"$ 197.27","62","442","Hillsborough Park Etc.","3","1","6","48","","$3,695,000","02/08/2014","18,731","ML81403926","031-101-080","Hillsborough","1,026.39","","","3,600","Canceled","25 CORNELIA Drive","1952","94010","R1"
"$ 147.50","29","450","Skyfarm","4","1","5","100","","$3,860,000","02/11/2014","24,611","ML81404402","028-502-110","Hillsborough","714.57","05/22/2014","$3,630,000","5,080","Sold","1095 MACADAMIA Drive","1985","94010","R100"
"$ 26.52","8","16","Los Gatos/Monte Sereno","6","1","6","27","211","$3,650,000","01/30/2014","136,137","ML81402806","567-24-014","Los Gatos","735.53","02/26/2014","$3,610,000","4,908","Sold","290 MOUNTAIN LAUREL Lane","2006","95032","A-20S"
"$ 321.83","1","301","Sharon Heights / Stanford Hills","4","1","5","66","","$3,888,000","02/02/2014","11,186","ML81403102","074-120-430","Menlo Park","618.13","04/09/2014","$3,600,000","5,824","Sold","140 ROYAL OAKS Court","2013","94025","R1"
"$ 123.84","57","291","El Camino to Alameda","2","1","3","13","","$3,800,000","02/07/2014","29,070","ML81403755","059-303-210","Atherton","1,353.38","02/20/2014","$3,600,000","2,660","Sold","65 SHEARER Drive","1957","94027","R1A"
"$ 8.25","27","1","Morgan Hill / Gilroy / San Martin","4","3","6","153","","$3,595,000","02/04/2014","435,600","ML81403269","825-29-007","San Martin","521.01","","","6,900","Canceled","2670 PASEO ROBLES Avenue","1987","95046","HS"
"$ 241.55","12","17","Saratoga","4","1","5","26","","$3,499,000","01/24/2014","14,490","ML81402362","503-18-059","Saratoga","570.22","02/19/2014","$3,500,000","6,138","Sold","12811 PIERCE Road","2002","95070","R112"
"$ 77.92","48","17","Saratoga","3","1","5","14","","$3,868,000","02/03/2014","44,916","ML81403239","397-18-061","Saratoga","1,010.98","02/17/2014","$3,500,000","3,462","Sold","14880 FARWELL Court","1966","95070","R140"
"$ 84.35","37","445","Lakeview","5","2","5","190","","$3,490,000","01/21/2014","41,374","ML81401869","038-301-180","Hillsborough","652.95","","","5,345","Canceled","1305 LAKEVIEW Drive","1977","94010","R100"
"$ 39.60","0","16","Los Gatos/Monte Sereno","6","1","7","334","","$3,450,000","01/22/2014","87,120","ML81401998","510-31-066","Los Gatos","643.30","","","5,363","Expired","16290 LUCKY Road","2014","95030","HS-D1"
"$ 51.92","22","17","Saratoga","4","0","5","57","","$3,438,000","02/13/2014","66,211","ML81404460","510-25-058","Los Gatos","928.19","","","3,704","Canceled","19392 BAINTER Avenue","1992","95030","RHS-D"
"$ 115.65","104","16","Los Gatos/Monte Sereno","3","0","5","71","","$3,395,000","02/04/2014","29,400","ML81403261","510-13-032","Monte Sereno","770.63","04/16/2014","$3,400,000","4,412","Sold","16202 SERENA VISTA Court","1910","95030","R20"
"$ 2.33","26","606","East of Highway 1 / Spanish Town","2","0","3","227","","$3,400,000","02/10/2014","1,460,567","ML81404015","064-370-090","Half Moon Bay","1,689.86","","","2,012","Canceled","1250 MIRAMONTES Street","1988","94019","res"
"$ 131.17","1","17","Saratoga","4","1","5","113","","$3,399,888","02/07/2014","25,920","ML81403885","397-16-023","Saratoga","956.91","","","3,553","Expired","14231 WOODVIEW Lane","2013","95070","R120"
"$ 167.85","25","311","County Area / Fair Oaks Ave","5","0","7","74","","$3,399,000","01/23/2014","20,250","ML81402226","060-163-080","Menlo Park","803.55","","","4,230","Canceled","522 PALMER Lane","1989","94025","R1"
"$ 99.38","66","17","Saratoga","3","1","5","84","","$3,498,000","01/21/2014","34,010","ML81401888","510-02-006","Saratoga","842.89","01/24/2014","$3,380,000","4,010","Sold","19910 ROBIN Way","1948","95070","R120"
"$ 324.01","62","303","Central Menlo","3","1","4","14","","$3,450,000","01/27/2014","10,185","ML81402478","071-261-130","Menlo Park","1,327.97","02/10/2014","$3,300,000","2,485","Sold","1155 SAXON Way","1952","94025","R100"
"$ 332.48","10","232","Barron Park","4","1","5","8","","$2,885,000","02/05/2014","9,775","ML81403484","137-15-002","Palo Alto","969.86","02/13/2014","$3,250,000","3,351","Sold","864 BARRON Avenue","2004","94306","REB1"
"$ 87.84","63","293","Lindenwood Area","3","0","3","10","","$2,500,000","02/13/2014","37,000","ML81404469","061-271-020","Atherton","1,031.75","02/23/2014","$3,250,000","3,150","Sold","25 DE BELL Drive","1951","94027","R1001"
"$ 1,825,714.29","29","16","Los Gatos/Monte Sereno","3","1","4","143","20","$3,195,000","02/10/2014","2","ML81404097","527-55-037","Los Gatos","603.86","","","5,291","Canceled","320 SANTA ROSA Drive","1985","95032","HR"
"$ 291.88","17","307","Menlo Oaks Area","3","1","4","12","","$2,995,000","01/31/2014","10,792","ML81403057","062-512-150","Menlo Park","1,036.18","02/12/2014","$3,150,000","3,040","Sold","186 SEMINARY Drive","1997","94025","R1"
"$ 391.89","1","466","Burlinhome / Easton Add #2 / #3 / #5","4","1","6","0","","$3,288,800","02/06/2014","8,031","ML81403736","026-034-260","Burlingame","848.56","02/06/2014","$3,147,300","3,709","Sold","1552 VANCOUVER Avenue","2013","94010","R1"
"$ 66.13","57","221","Los Altos Hills","3","0","4","13","","$2,648,000","02/06/2014","47,480","ML81403628","175-53-016","Los Altos Hills","1,016.84","02/19/2014","$3,140,000","3,088","Sold","26475 ANACAPA Drive","1957","94022","R1"
"$ 354.29","67","238","Green Gables","2","0","4","25","","$3,100,000","01/27/2014","8,750","ML81402517","003-24-008","Palo Alto","1,315.23","02/21/2014","$3,100,000","2,357","Sold","1558 HAMILTON Avenue","1947","94303","R1"
"$ 55.17","12","16","Los Gatos/Monte Sereno","4","0","5","21","","$2,999,000","02/01/2014","56,192","ML81403014","537-03-032","Los Gatos","620.00","02/22/2014","$3,100,000","5,000","Sold","209 HIGHLAND Terrace","2002","95030","HR110"
"$ 132.12","46","448","Homeplace","3","0","4","7","","$3,089,000","01/31/2014","23,380","ML81402895","031-351-160","Hillsborough","813.11","02/07/2014","","3,799","Sold","350 EUCALYPTUS Avenue","1968","94010","R100"
"$ 42.39","53","221","Los Altos Hills","3","1","5","7","","$2,998,000","01/21/2014","71,003","ML81401912","336-20-017","Los Altos Hills","908.54","01/28/2014","$3,010,000","3,313","Sold","12171 HILLTOP Drive","1961","94024","RA"
"$ 20.17","28","642","East of Sunshine Valley Rd.","5","1","4","327","","$2,988,888","02/07/2014","148,200","ML81403800","036-291-500","Montara","524.83","","","5,695","Expired","1400 TEMPLE Street","1986","94037","RMCZ"
"$ 49.00","58","278","Woodside Heights","5","2","6","159","","$2,988,000","01/30/2014","60,984","ML81402948","069-225-280","Woodside","891.94","","","3,350","Canceled","31 EUGENIA Lane","1956","94062","R1"
"$ 143.54","97","439","San Mateo Park / El Cerrito Park","3","2","5","10","","$2,925,000","01/17/2014","20,377","ML81401518","032-100-130","San Mateo","949.68","01/27/2014","$2,925,000","3,080","Sold","195 W POPLAR Avenue","1917","94402","R1"
"$ 141.89","14","445","Lakeview","4","0","4","0","","$2,995,000","02/10/2014","20,473","ML81404080","030-242-080","Hillsborough","660.23","02/10/2014","$2,905,000","4,400","Sold","1340 AVONDALE Road","2000","94010","R1"
"$ 297.44","61","238","Green Gables","2","0","3","6","","$2,395,000","01/30/2014","9,750","ML81402803","003-12-047","Palo Alto","1,565.87","02/05/2014","$2,900,000","1,852","Sold","11 PHILLIPS Road","1953","94303","R1"
"$ 72.34","38","17","Saratoga","3","1","5","175","","$2,899,000","01/20/2014","40,075","ML81401791","397-01-043","Saratoga","596.50","","","4,860","Canceled","14022 APRICOT Hill","1976","95070","R140"
"$ 55.73","36","221","Los Altos Hills","3","1","5","99","","$2,888,888","02/06/2014","51,836","ML81403598","182-19-056","Los Altos Hills","699.49","05/16/2014","$2,888,888","4,130","Sold","27791 EDGERTON Road","1978","94022","RA"
"$ 143.29","16","10","Willow Glen","3","1","4","30","","$2,850,000","01/20/2014","19,890","ML81401819","429-35-041","San Jose","847.21","","","3,364","Canceled","1455 LUPTON Avenue","1998","95125","R1-8"
"$ 759.73","4","242","Downtown Palo Alto","3","0","4","16","","$2,849,000","02/05/2014","3,750","ML81403572","120-04-102","Palo Alto","1,379.66","02/21/2014","$2,849,000","2,065","Sold","749 WEBSTER Street#B","2010","94301","RM3"
"$ 184.59","64","303","Central Menlo","3","0","5","15","","$2,595,000","02/07/2014","15,196","ML81403865","071-370-450","Menlo Park","1,168.75","02/22/2014","$2,805,000","2,400","Sold","355 ARBOR Road","1950","94025","10010"
"$ 240.24","49","211","North Los Altos","2","1","4","36","","$2,499,000","01/16/2014","11,655","ML81401395","167-45-010","Los Altos","1,120.00","02/21/2014","$2,800,000","2,500","Sold","340 HACIENDA Way","1965","94022","R1"
"$ 56.04","54","17","Saratoga","3","0","5","4","","$2,488,000","02/10/2014","49,967","ML81404012","503-16-009","Saratoga","649.05","02/14/2014","$2,800,000","4,314","Sold","13605 SURREY Lane","1960","95070","R140"
"$ 430.77","8","466","Burlinhome / Easton Add #2 / #3 / #5","4","1","4","21","","$2,869,000","02/14/2014","6,500","ML81404557","026-044-190","Burlingame","888.89","03/07/2014","$2,800,000","3,150","Sold","1464 VANCOUVER Avenue","2006","94010","R100"
"$ 441.27","3","233","South Palo Alto","3","1","4","102","","$2,780,000","02/13/2014","6,300","ML81404389","127-38-020","Palo Alto","1,161.24","","","2,394","Canceled","2468 CHABOT Terrace","2011","94303","R1"
"$ 55.89","59","276","Woodside Hills","3","0","4","42","","$2,888,000","02/03/2014","49,200","ML81403128","069-042-040","Woodside","986.37","03/17/2014","$2,750,000","2,788","Sold","125 SUMMERHILL Lane","1955","94062","R100"
"$ 13.24","6","13","Almaden Valley","8","0","5","7","","$2,650,000","02/12/2014","207,781","ML81404338","708-40-001","San Jose","331.53","02/19/2014","$2,750,000","8,295","Sold","21670 SHILLINGSBURG Avenue","2008","95120","RR"
"$ 141.21","62","453","Ryan Tract Etc.","4","0","5","22","","$2,988,000","02/13/2014","19,475","ML81404422","028-150-190","Hillsborough","664.25","03/07/2014","$2,750,000","4,140","Sold","1790 FOREST VIEW Avenue","1952","94010","R1"
"$ 454.39","3","302","County / Alameda Area","3","1","4","13","","$2,690,000","02/14/2014","5,997","ML81404596","074-091-510","Menlo Park","1,040.47","02/27/2014","$2,725,000","2,619","Sold","2029 SHARON Road","2011","94025","10006"
"$ 253.00","55","214","South of El Monte","2","1","4","6","","$2,259,000","01/23/2014","10,672","ML81402109","189-41-088","Los Altos","1,134.93","01/29/2014","$2,700,000","2,379","Sold","745 CASA BONITA Court","1959","94024","R110"
"$ 122.03","26","208","Grant","2","1","3","8","","$2,198,000","01/23/2014","22,125","ML81402138","197-36-050","Mountain View","831.54","01/31/2014","$2,700,000","3,247","Sold","599 SLEEPER Avenue","1988","94040","R1-10"
"$ 363.02","0","471","Burlingame Hills / Skyline Terrace","4","1","5","53","","$2,698,000","02/01/2014","7,432","ML81403062","027-047-100","Burlingame","782.03","","","3,450","Canceled","1500 LOS MONTES Drive","2014","94010","R1"
"$ 446.67","0","466","Burlinhome / Easton Add #2 / #3 / #5","3","1","4","34","","$2,795,000","01/31/2014","6,000","ML81403090","026-041-150","Burlingame","891.85","03/06/2014","$2,680,000","3,005","Sold","1448 CABRILLO Avenue","2014","94010","R1"
"$ 424.00","22","302","County / Alameda Area","3","1","4","3","","$2,398,000","01/24/2014","6,250","ML81402385","074-052-050","Menlo Park","1,014.16","01/27/2014","$2,650,000","2,613","Sold","1351 SHERMAN Avenue","1992","94025","R1"
"$ 61.45","27","16","Los Gatos/Monte Sereno","3","1","4","88","20","$2,700,000","02/06/2014","43,124","ML81403616","527-55-045","Los Gatos","469.53","05/05/2014","$2,650,000","5,644","Sold","420 SANTA ROSA Drive","1987","95032","HR"
"$ 239.35","26","214","South of El Monte","4","0","5","9","","$2,395,000","02/05/2014","11,009","ML81403605","193-34-055","Los Altos","733.57","02/14/2014","$2,635,000","3,592","Sold","1305 CARVO Court","1988","94024","REBD"
"$ 241.91","63","16","Los Gatos/Monte Sereno","4","0","6","34","","$2,698,888","02/04/2014","10,872","ML81403264","410-20-023","Monte Sereno","773.53","05/06/2014","$2,630,000","3,400","Sold","16141 ROSE Avenue","1951","95030","R18"
"$ 223.20","78","448","Homeplace","3","1","3","6","","$2,595,000","01/24/2014","11,761","ML81402325","031-082-150","Hillsborough","924.30","01/30/2014","$2,625,000","2,840","Sold","755 BROMFIELD Road","1936","94010","R1"
"$ 259.74","66","303","Central Menlo","2","1","4","31","","$2,695,000","01/28/2014","10,010","ML81402716","071-171-070","Menlo Park","1,083.33","02/28/2014","$2,600,000","2,400","Sold","725 OLIVE Street","1948","94025","R100"
"$ 520.00","93","239","Crescent Park","3","0","5","22","","$2,395,000","02/12/2014","5,000","ML81404378","003-01-004","Palo Alto","1,043.76","03/06/2014","$2,600,000","2,491","Sold","780 PALO ALTO Avenue","1921","94301","R1"
"$ 197.94","50","211","North Los Altos","3","1","4","7","","$2,595,000","01/23/2014","13,110","ML81402140","167-45-008","Los Altos","1,074.53","01/30/2014","","2,415","Sold","390 HACIENDA Court","1964","94022","R1"
"$ 421.22","65","234","Midtown","2","0","4","7","","$1,795,000","01/30/2014","6,125","ML81402789","132-22-066","Palo Alto","1,129.60","02/06/2014","$2,580,000","2,284","Sold","3320 BRYANT Street","1949","94306","R1"
"$ 397.52","6","233","South Palo Alto","2","0","3","7","","$2,298,000","01/16/2014","6,440","ML81401402","127-40-009","Palo Alto","1,272.37","01/23/2014","$2,560,000","2,012","Sold","2914 SANDRA Place","2008","94303","R1"
"$ 185.51","81","452","Hillsborough Oaks Etc.","3","0","3","13","","$2,395,000","01/30/2014","13,800","ML81402825","027-323-010","Hillsborough","1,185.19","02/12/2014","$2,560,000","2,160","Sold","933 JACKLING Drive","1933","94010","R1"
"$ 312.20","8","16","Los Gatos/Monte Sereno","5","0","5","11","","$2,550,000","01/21/2014","8,171","ML81401846","529-09-051","Los Gatos","643.87","02/01/2014","$2,551,000","3,962","Sold","15 MONROE Court","2006","95032","RM520"
"$ 135.37","61","471","Burlingame Hills / Skyline Terrace","3","1","4","5","","$2,495,000","02/10/2014","18,800","ML81404017","027-052-210","Burlingame","811.03","02/15/2014","$2,545,000","3,138","Sold","130 ALTURAS Drive","1953","94010","R1"
"$ 85.68","50","447","Hillsborough Knolls","2","0","4","180","","$2,598,000","02/01/2014","29,621","ML81403031","031-131-020","Hillsborough","968.70","03/15/2014","$2,538,000","2,620","Sold","1285 LA CUMBRE Road","1964","94010","R1"
"$ 452.68","1","242","Downtown Palo Alto","3","0","4","10","","$1,998,000","01/28/2014","5,600","ML81402621","120-02-072","Palo Alto","1,147.06","02/07/2014","$2,535,000","2,210","Sold","328 MIDDLEFIELD Road","2013","94301","R1"
"$ 327.05","0","355","Cordes Etc.","4","1","4","12","","$1,998,888","01/17/2014","7,644","ML81401504","050-031-170","San Carlos","980.39","01/29/2014","$2,500,000","2,550","Sold","437 HILLCREST Road","2014","94070","R1"
