"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 84.03","0","274","Central Woodside","5","4","4","San Mateo","143","","$39,900,000","05/04/2015","474,804","ML81463228","072-201-140","Woodside","2,375.00","","","16,800","Expired","201 Mountain Wood Lane","2015","94062","R1003A"
"$ 114.78","30","274","Central Woodside","4","2","5","San Mateo","56","","$25,000,000","05/11/2015","217,800","ML81464470","072-141-060","Woodside","4,166.67","","","6,000","Canceled","155 Kings Mountain Road","1985","94062","R1003A"
"$ 351.55","0","291","El Camino to Alameda","8","4","7","San Mateo","8","","$19,750,000","05/04/2015","55,468","ML81463238","070-040-320","Atherton","1,613.44","05/12/2015","$19,500,000","12,086","Sold","214 Atherton Avenue","2015","94027","R1001A"
"$ 30.87","63","274","Central Woodside","3","1","4","San Mateo","17","","$18,900,000","04/19/2015","612,192","ML81460735","072-201-010","Woodside","5,591.72","05/06/2015","$18,900,000","3,380","Sold","3793 Woodside Road","1952","94062","SCP-5"
"$ 108.62","5","17","Saratoga","7","0","5","Santa Clara","301","","$14,289,000","04/29/2015","131,551","ML81462594","510-27-004","Los Gatos","1,241.77","","","11,507","Canceled","16040 Overlook Drive","2010","95030","HS-D1"
"$ 147.57","47","291","El Camino to Alameda","5","2","5","San Mateo","17","","$12,000,000","05/11/2015","81,320","ML81465079","070-050-130","Atherton","1,736.61","05/28/2015","$12,000,000","6,910","Sold","172 Tuscaloosa Avenue","1968","94027","Residential"
"$ 219.34","7","17","Saratoga","4","1","5","Santa Clara","155","","$9,650,000","05/04/2015","43,996","ML81463395","397-20-090","Saratoga","1,571.92","","","6,139","Expired","19908 Bella Vista Avenue","2008","95070","R140"
"$ 745.83","18","237","Old Palo Alto","3","1","3","Santa Clara","37","","$8,950,000","04/20/2015","12,000","ML81460752","124-01-016","Palo Alto","2,004.93","","","4,464","Canceled","589 Coleridge Avenue","1997","94301","Residential Single Family"
"$ 139.54","88","453","Ryan Tract Etc.","5","1","7","San Mateo","11","","$8,498,000","05/11/2015","60,113","ML81464412","028­081­080","Hillsborough","1,075.38","05/22/2015","$8,388,000","7,800","Sold","832 Eucalyptus Avenue","1927","94010","R1"
"$ 173.79","17","221","Los Altos Hills","5","1","5","Santa Clara","38","","$7,998,000","04/20/2015","46,609","ML81460943","175-52-004","Los Altos Hills","1,379.19","05/28/2015","$8,100,000","5,873","Sold","25311 W Fremont Road","1998","94022","R1"
"$ 176.55","18","221","Los Altos Hills","4","1","5","Santa Clara","16","","$7,998,000","04/16/2015","45,302","ML81460222","175-26-045","Los Altos Hills","1,388.30","05/02/2015","$7,998,000","5,761","Sold","25500 Burke Lane","1997","94022","R1"
"$ 799.80","14","237","Old Palo Alto","4","0","6","Santa Clara","68","","$7,998,000","04/21/2015","10,000","ML81461171","124-02-053","Palo Alto","1,476.46","","","5,417","Canceled","643 Tennyson Avenue","2001","94301","R1"
"$ 22.34","23","274","Central Woodside","5","1","6","San Mateo","564","","$7,950,000","04/27/2015","355,885","ML81461970","073-071-240","Woodside","1,153.85","","","6,890","Canceled","245 Lindenbrook Road","1992","94062","SCP"
"$ 993.33","0","237","Old Palo Alto","7","1","6","Santa Clara","9","","$7,498,000","05/06/2015","7,500","ML81463851","124-02-055","Palo Alto","1,490.00","05/15/2015","$7,450,000","5,000","Sold","627 Tennyson Avenue","2015","94301","R1"
"$ 386.58","25","211","North Los Altos","5","2","5","Santa Clara","1","","$5,995,000","04/28/2015","19,000","ML81462098","167-31-039","Los Altos","1,244.92","04/29/2015","$7,345,000","5,900","Sold","125 Bridgton Court","1990","94022","R1"
"$ 94.97","11","274","Central Woodside","4","1","4","San Mateo","143","","$6,950,000","05/04/2015","73,181","ML81463249","073-082-100","Woodside","1,451.24","09/24/2015","$6,950,000","4,789","Sold","1595 Canada Lane","2004","94062","R1001A"
"$ 121.91","109","292","Middlefield to El Camino Atherton","3","1","5","San Mateo","185","","$6,850,000","05/12/2015","56,190","ML81464805","061-340-070","Atherton","1,252.29","","","5,470","Expired","197 Glenwood Avenue","1906","94027","R1001A"
"$ 75.76","35","446","Carolands Etc.","4","1","5","San Mateo","31","","$6,895,000","04/17/2015","87,120","ML81460426","030-084-200","Hillsborough","1,206.58","05/18/2015","$6,600,000","5,470","Sold","20 Boroughwood Place","1980","94010","R10000"
"$ 417.61","9","211","North Los Altos","7","1","7","Santa Clara","7","","$5,488,000","05/13/2015","15,682","ML81464928","167-27-041","Los Altos","1,019.14","05/20/2015","$6,549,000","6,426","Sold","544 Cherry Avenue","2006","94022","R1"
"$ 81.99","7","16","Los Gatos/Monte Sereno","6","1","5","Santa Clara","17","","$6,800,000","04/28/2015","79,279","ML81462226","410-03-005","Monte Sereno","1,126.52","05/15/2015","$6,500,000","5,770","Sold","18138 Daves Avenue","2008","95030","R144"
