"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 365.99","0","291","El Camino to Alameda","7","2","7","San Mateo","149","","$16,900,000","02/04/2016","44,810","ML81549406","059-302-260","Atherton","1,283.46","06/29/2016","$16,400,000","12,778","Sold","5 Carolina Lane","2016","94027","R10000"
"$ 55.74","77","221","Los Altos Hills","5","1","9","Santa Clara","356","","$13,888,000","02/02/2016","249,163","ML81549103","336-42-018","Los Altos Hills","998.42","","","13,910","Canceled","11627 Dawson Drive","1939","94024","RA"
"$ 116.68","0","263","Central Portola Valley","5","2","5","San Mateo","246","600","$13,850,000","01/20/2016","113,970","ML81547715","080-241-070","Portola Valley","1,300.74","09/22/2016","$13,297,500","10,223","Sold","3 Redberry Ridge","2016","94028","RE3.5A"
"$ 253.41","0","291","El Camino to Alameda","9","3","8","San Mateo","320","","$14,900,000","02/08/2016","48,260","ML81549715","059-302-020","Atherton","955.43","08/26/2016","$12,229,440","12,800","Sold","91 Selby Lane","2016","94027","R1001A"
"$ 109.41","111","292","Middlefield to El Camino Atherton","4","1","3","San Mateo","11","","$11,200,000","02/08/2016","102,366","ML81549669","060-220-060","Atherton","1,489.96","02/19/2016","$11,200,000","7,517","Sold","188 Fair Oaks Lane","1905","94027","R100"
"$ 123.47","26","221","Los Altos Hills","6","2","6","Santa Clara","172","","$10,800,000","02/10/2016","80,586","ML81550154","175-39-021","Los Altos Hills","966.02","07/29/2016","$9,950,000","10,300","Sold","24970 Okeefe Lane","1990","94022","R1"
"$ 159.19","11","16","Los Gatos/Monte Sereno","6","3","6","Santa Clara","224","","$9,988,000","02/01/2016","59,677","ML81548985","510-30-002","Saratoga","678.57","09/11/2016","$9,500,000","14,000","Sold","16401 MATILIJA Drive","2005","95070","HSD1"
"$ 794.26","1","239","Crescent Park","6","1","6","Santa Clara","79","","$8,495,000","02/03/2016","10,450","ML81549252","003-06-030","Palo Alto","1,366.26","04/21/2016","$8,300,000","6,075","Sold","405 Marlowe Street","2015","94301","R1929"
"$ 52.32","27","221","Los Altos Hills","6","0","6","Santa Clara","63","","$7,680,000","01/20/2016","146,797","ML81547756","182 18 030","Los Altos Hills","1,112.24","","","6,905","Canceled","13430 Country Way","1989","94022","R1"
"$ 192.27","1","17","Saratoga","5","1","5","Santa Clara","79","","$7,588,000","01/17/2016","39,465","ML81547302","510-24-015","Los Gatos","1,167.38","04/02/2016","$7,588,000","6,500","Sold","15781 Hidden Hill Road","2015","95030","RHS-D"
"$ 172.68","18","274","Central Woodside","3","2","4","San Mateo","32","","$7,495,000","02/14/2016","42,854","ML81550695","073-101-150","Woodside","1,854.64","03/15/2016","$7,400,000","3,990","Sold","115 Romero Road","1998","94062","R1001A"
"$ 144.80","1","17","Saratoga","6","1","5","Santa Clara","60","","$6,800,888","01/25/2016","46,967","ML81548302","397-04-061","Saratoga","1,131.41","","","6,011","Canceled","14966 Sobey Road","2015","95070","Residential"
"$ 51.76","59","274","Central Woodside","3","0","5","San Mateo","42","167","$7,250,000","01/21/2016","131,377","ML81547840","072-191-660","Woodside","1,915.49","03/03/2016","$6,800,000","3,550","Sold","245 Mountain Wood Lane","1957","94062","R1003A"
"$ 19.11","24","274","Central Woodside","5","1","6","San Mateo","26","","$6,950,000","01/22/2016","355,885","ML81548031","073-071-240","Woodside","986.94","02/17/2016","$6,800,000","6,890","Sold","245 Lindenbrook Road","1992","94062","SCP"
"$ 285.72","35","448","Homeplace","6","1","6","San Mateo","173","","$6,498,000","01/24/2016","22,743","ML81548164","031-392-090","Hillsborough","1,092.10","","","5,950","Expired","1175 Barroilhet Drive","1981","94010","R10000"
"$ 137.28","38","221","Los Altos Hills","3","1","4","Santa Clara","89","","$6,480,000","01/27/2016","47,202","ML81548522","17534046","Los Altos Hills","1,487.94","","","4,355","Expired","26290 Catharine Court","1978","94022","RA"
"$ 370.84","0","441","Brewer Subdivision/Upland","4","0","5","San Mateo","0","","$6,300,000","02/10/2016","16,988","ML81550066","032-351-010","Hillsborough","1,438.68","02/10/2016","$6,300,000","4,379","Sold","250 Bridge Road","2016","94010","R10025"
"$ 135.37","0","16","Los Gatos/Monte Sereno","4","2","4","Santa Clara","118","","$5,995,000","01/29/2016","44,285","ML81548797","529-39-040","Los Gatos","1,086.64","","","5,517","Expired","218 Tourney Loop","2016","95030","HR"
