"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 126.38","0","276","Woodside Hills","5","1","5","San Mateo","80","8","$6,606,000","10/29/2015","52,272","ML81520665","069-032-040","Woodside","1,110.81","","","5,947","Canceled","235 Brookwood Road","2015","94062","R1001A"
"$ 216.83","0","307","Menlo Oaks Area","6","1","6","San Mateo","7","","$6,395,000","11/06/2015","30,439","ML81521719","062-140-400","Menlo Park","1,110.92","11/12/2015","$6,600,000","5,941","Sold","699 Menlo Oaks Drive","2015","94025","R1"
"$ 24.18","24","263","Central Portola Valley","4","1","4","Santa Clara","71","","$6,488,000","11/09/2015","253,310","ML81521948","182-34-061","Portola Valley","1,056.58","01/19/2016","$6,125,000","5,797","Sold","28 Arastradero Road","1991","94028","HS"
"$ 107.39","7","263","Central Portola Valley","5","0","5","San Mateo","40","","$5,988,000","10/19/2015","55,757","ML81519387","079-071-060","Portola Valley","1,050.53","","","5,700","Expired","280 Nathhorst Avenue","2008","94028","R1001A"
"$ 138.40","39","276","Woodside Hills","3","2","4","San Mateo","44","","$5,888,000","10/25/2015","42,543","ML81520193","069-361-180","Woodside","1,401.90","","","4,200","Canceled","280 Ridgeway Road","1976","94062","R1001A"
"$ 52.93","0","221","Los Altos Hills","4","2","4","Santa Clara","91","","$5,772,000","10/19/2015","109,040","ML81519490","182-30-045","Los Altos Hills","1,277.84","","","4,517","Canceled","27640 Sherlock Road","2015","94022","RA"
"$ 1,456.31","109","999","Other Area","5","1","10","San Francisco","93","","$5,550,000","11/06/2015","3,811","ML81521753","0499-004","San Francisco","1,127.82","","","4,921","Expired","2806 Van Ness Avenue","1906","94109","RC-3"
"$ 155.88","117","452","Hillsborough Oaks Etc.","6","2","5","San Mateo","12","","$5,595,000","11/13/2015","35,284","ML81522563","028-090-440","Hillsborough","683.23","11/23/2015","$5,500,000","8,050","Sold","2141 Forest View Avenue","1898","94010","R10025"
"$ 131.82","64","293","Lindenwood Area","2","1","3","San Mateo","28","","$5,300,000","11/02/2015","40,205","ML81521084","061-113-010","Atherton","1,595.42","","","3,322","Expired","180 Greenoaks Drive","1951","94027","R1001A"
"$ 122.37","65","293","Lindenwood Area","3","0","4","San Mateo","150","","$5,250,000","11/08/2015","40,860","ML81521924","061-162-030","Atherton","1,901.14","04/06/2016","$5,000,000","2,630","Sold","180 Hawthorne Drive","1950","94027","R1"
"$ 218.53","60","453","Ryan Tract Etc.","5","1","6","San Mateo","0","","$4,950,000","11/13/2015","22,651","ML81518964","028-110-010","Hillsborough","1,122.45","","","4,410","Expired","1900 Willow Road","1955","94010","R10025"
"$ 564.58","54","239","Crescent Park","3","0","4","Santa Clara","5","","$4,900,000","10/16/2015","8,679","ML81519245","003-22-045","Palo Alto","1,462.69","10/21/2015","$4,900,000","3,350","Sold","1321 Martin Avenue","1961","94301","R1"
"$ 220.56","85","211","North Los Altos","3","1","5","Santa Clara","9","","$4,395,000","10/28/2015","22,216","ML81520501","167-32-004","Los Altos","1,124.11","11/06/2015","$4,900,000","4,359","Sold","234 Live Oak Lane","1930","94022","R1"
"$ 685.81","89","237","Old Palo Alto","2","1","3","Santa Clara","10","","$3,995,000","10/22/2015","6,999","ML81519846","124-02-072","Palo Alto","2,111.75","11/01/2015","$4,800,000","2,273","Sold","1741 Cowper Street","1926","94301","R1"
"$ 760.02","7","241","Professorville","4","1","5","Santa Clara","21","","$4,798,000","10/28/2015","6,313","ML81520498","120-06-081","Palo Alto","1,322.86","11/16/2015","$4,798,000","3,627","Sold","655 Kingsley Avenue","2008","94301","R1"
"$ 479.95","29","239","Crescent Park","4","1","5","Santa Clara","132","","$4,775,000","11/04/2015","9,376","ML81521533","00323110","Palo Alto","1,314.25","03/14/2016","$4,500,000","3,424","Sold","725 Center Drive","1986","94301","R1"
"$ 109.02","46","17","Saratoga","5","1","5","Santa Clara","52","","$4,485,000","10/16/2015","41,138","ML81519208","503-53-054","Saratoga","977.12","","","4,590","Canceled","20901 Sarahills Drive","1969","95070","R140"
"$ 463.72","0","291","El Camino to Alameda","5","1","4","San Mateo","47","","$4,448,000","11/08/2015","9,592","ML81521927","070-103-200","Atherton","1,203.46","","","3,696","Canceled","9 Park Drive","2015","94027","R1000A"
"$ 75.01","11","17","Saratoga","6","1","7","Santa Clara","13","","$4,475,000","10/30/2015","57,327","ML81520968","397-03-074","Saratoga","584.87","11/11/2015","$4,300,000","7,352","Sold","14515 Chester Avenue","2004","95070","R1"
"$ 248.84","24","303","Central Menlo","4","1","4","San Mateo","10","","$4,498,000","11/13/2015","17,280","ML81522539","071-012-440","Menlo Park","1,028.71","11/20/2015","$4,300,000","4,180","Sold","1812 Santa Cruz Avenue","1991","94025","R10000"
"$ 123.07","12","13","Almaden Valley","6","1","5","Santa Clara","94","110","$4,200,000","10/16/2015","34,128","ML81519231","583-72-004","San Jose","610.47","","","6,880","Canceled","6975 Hollow Lake Way","2003","95120","A-PD"
"$ 685.02","0","304","Allied Arts / Downtown","5","1","6","San Mateo","18","","$4,180,000","10/19/2015","6,102","ML81519388","071-082-280","Menlo Park","955.43","","","4,375","Canceled","934 Rose Avenue","2015","94025","R10008"
"$ 554.40","92","237","Old Palo Alto","2","0","3","Santa Clara","9","","$3,600,000","10/26/2015","7,500","ML81520247","124-02-070","Palo Alto","2,807.56","11/04/2015","$4,158,000","1,481","Sold","519 Tennyson Avenue","1923","94301","R1"
"$ 324.83","0","471","Burlingame Hills / Skyline Terrace","5","1","4","San Mateo","0","","$4,100,000","11/05/2015","12,622","ML81521678","027-082-040","Burlingame","942.53","11/05/2015","$4,100,000","4,350","Sold","159 Los Robles Drive","2015","94010","R10006"
"$ 90.27","10","221","Los Altos Hills","3","4","5","Santa Clara","96","","$4,200,000","11/11/2015","44,866","ML81522179","336-35-011","Los Altos Hills","601.87","02/15/2016","$4,050,000","6,729","Sold","10650 Magdalena Road","2005","94024","r1"
"$ 6.88","30","17","Saratoga","5","1","5","Santa Clara","49","","$3,999,888","11/03/2015","581,332","ML81521288","517-14-090","Saratoga","816.30","","","4,900","Canceled","15345 Bohlman Road","1985","95070","RHSG1"
"$ 112.47","27","221","Los Altos Hills","4","1","6","Santa Clara","40","","$3,988,000","11/04/2015","35,459","ML81521422","175-48-022","Los Altos Hills","798.88","","","4,992","Expired","12444 Robleda Road","1988","94022","R1"
"$ 756.02","118","241","Professorville","2","1","4","Santa Clara","40","","$3,988,000","11/05/2015","5,275","ML81521590","120-06-027","Palo Alto","1,354.16","","","2,945","Canceled","536 Lincoln Avenue","1897","94301","r-1"
"$ 86.57","76","221","Los Altos Hills","4","1","4","Santa Clara","66","","$3,975,000","10/20/2015","45,916","ML81519613","182-13-017","Los Altos Hills","1,204.18","","","3,301","Canceled","26375 Taaffe Road","1939","94022","RA"
"$ 90.41","59","278","Woodside Heights","3","1","3","San Mateo","46","","$3,950,000","11/09/2015","43,690","ML81521949","069-225-470","Woodside","1,148.26","","","3,440","Canceled","29 Eugenia Lane","1956","94062","R100"
"$ 92.35","30","17","Saratoga","3","2","4","Santa Clara","76","100","$4,300,000","11/06/2015","42,393","ML81521838","503-75-017","Saratoga","762.41","01/20/2016","$3,915,000","5,135","Sold","21771 Congress Hall Lane","1985","95070","R1"
"$ 194.81","109","439","San Mateo Park / El Cerrito Park","3","1","5","San Mateo","7","","$3,495,000","11/05/2015","20,020","ML81521554","032-032-130","San Mateo","1,178.25","11/12/2015","$3,900,000","3,310","Sold","638 Costa Rica Avenue","1906","94402","R10010"
"$ 20.89","98","16","Los Gatos/Monte Sereno","4","0","6","Santa Clara","212","","$3,895,000","10/28/2015","186,437","ML81520532","532-23-106","Los Gatos","577.04","","","6,750","Canceled","16660 Cypress Way","1917","95030","HR110"
"$ 181.52","14","471","Burlingame Hills / Skyline Terrace","5","1","5","San Mateo","6","","$3,880,000","10/30/2015","21,375","ML81520912","027-251-200","Burlingame","600.53","11/05/2015","$3,880,000","6,461","Sold","50 Howland Hill Lane","2001","94010","R10000"
"$ 132.07","27","444","Tobin Clark Estate / Polo Terrace","4","1","4","San Mateo","146","","$3,895,000","10/16/2015","29,302","ML81519228","038-343-030","Hillsborough","777.11","03/07/2016","$3,870,000","4,980","Sold","40 Sugar Hill Drive","1988","94010","R10025"
"$ 314.23","17","307","Menlo Oaks Area","4","0","4","San Mateo","14","","$3,895,000","11/05/2015","12,252","ML81521625","062-511-030","Menlo Park","1,152.69","11/19/2015","$3,850,000","3,340","Sold","139 Seminary Drive","1998","94025","R10025"
"$ 262.94","68","211","North Los Altos","2","0","4","Santa Clara","9","","$3,595,000","10/19/2015","14,452","ML81519437","170-21-060","Los Altos","1,173.93","10/28/2015","$3,800,000","3,237","Sold","371 Verano Drive","1947","94022","R1"
"$ 55.88","47","221","Los Altos Hills","3","0","4","Santa Clara","46","","$3,795,000","10/28/2015","67,909","ML81520591","182-42-014","Los Altos Hills","989.31","","","3,836","Canceled","27633 Via Cerro Gordo","1968","94022","RA"
"$ 124.77","52","446","Carolands Etc.","4","0","5","San Mateo","54","","$3,750,000","11/08/2015","30,056","ML81521935","030-086-010","Hillsborough","1,105.54","","","3,392","Canceled","430 Moseley Road","1963","94010","R10025"
"$ 587.39","91","240","Community Center","4","1","5","Santa Clara","9","","$3,500,000","10/17/2015","6,299","ML81519305","003-32-012","Palo Alto","1,589.35","10/26/2015","$3,700,000","2,328","Sold","627 Fulton Street","1924","94301","R1"
"$ 12.79","31","273","Skyline Area","3","2","4","San Mateo","50","","$3,695,000","10/23/2015","288,803","ML81520045","072-343-090","Woodside","887.15","","","4,165","Canceled","1800 W Bear Gulch Road","1984","94062","RM000"
"$ 121.15","62","208","Grant","4","0","6","Santa Clara","21","","$3,785,000","10/29/2015","29,715","ML81520772","197-40-001","Mountain View","880.63","11/16/2015","$3,600,000","4,088","Sold","349 Martens Avenue","1953","94040","R1-10"
"$ 143.70","28","450","Skyfarm","5","0","5","San Mateo","144","","$3,588,000","10/16/2015","24,969","ML81519254","028-502-070","Hillsborough","817.31","","","4,390","Expired","1055 Macadamia Drive","1987","94010","R1"
"$ 77.09","51","221","Los Altos Hills","6","0","5","Santa Clara","17","","$3,600,000","10/22/2015","46,048","ML81519821","175-48-026","Los Altos Hills","713.28","11/03/2015","$3,550,000","4,977","Sold","26209 Dori Lane","1964","94022","R1"
"$ 214.46","9","213","Highlands","3","2","4","Santa Clara","8","","$3,488,000","11/03/2015","16,553","ML81521334","342-03-029","Los Altos","989.41","11/11/2015","$3,550,000","3,588","Sold","594 Pinecrest Drive","2006","94024","R1E-2"
"$ 47.40","30","221","Los Altos Hills","4","1","6","Santa Clara","20","","$3,495,000","10/31/2015","74,052","ML81521005","336-48-009","Los Altos Hills","699.34","11/20/2015","$3,510,000","5,019","Sold","11688 Dawson Drive","1985","94024","RA"
"$ 230.11","64","303","Central Menlo","3","0","4","San Mateo","13","","$3,750,000","10/16/2015","15,210","ML81519210","071-180-830","Menlo Park","1,268.12","11/03/2015","$3,500,000","2,760","Sold","1650 Oak Avenue","1951","94025","R10010"
"$ 153.64","16","336","Cordilleras Heights Etc.","8","2","8","San Mateo","17","95","$3,299,900","10/23/2015","22,781","ML81520094","068-120-470","Redwood City","464.19","11/22/2015","$3,500,000","7,540","Sold","8 Colton Court","1999","94062","RH0000"
"$ 131.65","16","211","North Los Altos","2","1","3","Santa Clara","34","","$3,498,000","11/05/2015","26,570","ML81521576","175-25-064","Los Altos","2,132.93","","","1,640","Expired","200 University Avenue","1999","94022","R1-20"
"$ 345.00","0","336","Cordilleras Heights Etc.","4","0","4","San Mateo","40","","$3,450,000","11/06/2015","10,000","ML81521781","058-030-140","Redwood City","947.80","","","3,640","Canceled","1242 Edgewood","2015","94062","R1"
"$ 159.65","67","353","Howard Park Etc.","2","0","4","San Mateo","12","","$2,945,000","10/23/2015","21,500","ML81520108","050-112-020","San Carlos","1,015.53","11/04/2015","$3,432,500","3,380","Sold","1880 Carmelita Drive","1948","94070","R10006"
"$ 300.02","25","211","North Los Altos","3","1","4","Santa Clara","7","","$3,398,000","10/28/2015","11,326","ML81520605","167-30-067","Los Altos","832.84","11/04/2015","$3,398,000","4,080","Sold","22 Almendra Lane","1990","94022","R1"
"$ 522.00","8","238","Green Gables","3","0","4","Santa Clara","39","","$3,298,000","11/05/2015","6,318","ML81521546","003-48-068","Palo Alto","1,246.88","","","2,645","Canceled","2340 Carmel Drive","2007","94303","R1"
"$ 162.50","50","13","Almaden Valley","5","1","5","Santa Clara","410","","$3,250,000","10/20/2015","20,000","ML81519552","581-23-027","San Jose","620.47","","","5,238","Expired","6793 Elwood Road","1965","95120","R1-5"
"$ 299.46","0","10","Willow Glen","5","1","5","Santa Clara","62","","$3,250,000","10/20/2015","10,853","ML81519651","429-37-016","San Jose","812.50","","","4,000","Canceled","1513 Cherry Avenue","2015","95125","R1-8"
"$ 325.00","0","336","Cordilleras Heights Etc.","3","1","4","San Mateo","0","","$3,250,000","10/22/2015","10,000","ML81519909","058-030-140","Redwood City","895.56","10/22/2015","$3,250,000","3,629","Sold","1250 Edgewood Road","2015","94062","R1"
"$ 252.05","57","439","San Mateo Park / El Cerrito Park","3","1","4","San Mateo","11","","$2,925,000","10/16/2015","12,775","ML81519133","032-280-580","San Mateo","1,015.13","10/26/2015","$3,220,000","3,172","Sold","108 Gramercy Drive","1958","94402","R1000A"
"$ 66.35","25","17","Saratoga","5","1","6","Santa Clara","15","","$3,499,000","11/05/2015","48,452","ML81521697","503-78-020","Saratoga","669.79","11/20/2015","$3,215,000","4,800","Sold","13536 Deer Trail Court","1990","95070","R140"
"$ 431.40","66","232","Barron Park","3","1","4","Santa Clara","40","","$3,198,000","11/03/2015","7,413","ML81521265","137-09-016","Palo Alto","1,195.07","","","2,676","Canceled","700 Chimalus Drive","1949","94306","SFR"
"$ 170.58","80","481","Highlands Millbrae","4","1","6","San Mateo","2","","$3,195,000","10/19/2015","18,730","ML81519774","024-101-250","Millbrae","717.98","10/21/2015","$3,195,000","4,450","Sold","430 Hazel Avenue","1935","94030","R10006"
"$ 297.14","29","211","North Los Altos","2","1","3","Santa Clara","10","","$2,795,000","10/19/2015","10,601","ML81519446","167-28-111","Los Altos","1,196.81","10/29/2015","$3,150,000","2,632","Sold","513 Cherry Avenue","1986","94022","R18"
"$ 335.53","3","233","South Palo Alto","3","1","3","Santa Clara","10","","$3,088,000","10/27/2015","9,239","ML81520351","147-19-040","Palo Alto","1,197.84","11/05/2015","$3,100,000","2,588","Sold","387 Ely Place","2012","94306","R1B7"
"$ 589.24","79","237","Old Palo Alto","3","0","3","Santa Clara","54","","$3,188,000","11/06/2015","5,261","ML81521774","124-04-023","Palo Alto","1,758.37","12/30/2015","$3,100,000","1,763","Sold","580 Washington Avenue","1936","94301","R1"
"$ 425.29","65","238","Green Gables","2","0","3","Santa Clara","15","","$2,998,000","10/22/2015","7,054","ML81519817","00313032","Palo Alto","2,162.94","11/06/2015","$3,000,000","1,387","Sold","544 Patricia Lane","1950","94303","R1"
"$ 97.66","42","445","Lakeview","3","1","5","San Mateo","45","","$2,849,000","11/13/2015","30,720","ML81522493","038-051-150","Hillsborough","859.60","12/28/2015","$3,000,000","3,490","Sold","1360 Tartan Trail Road","1973","94010","R10025"
"$ 237.94","65","291","El Camino to Alameda","5","0","7","San Mateo","89","","$2,998,000","10/19/2015","12,600","ML81519409","070-223-020","Atherton","1,199.20","","","2,500","Expired","750 El Camino Real","1950","94027","R1001A"
"$ 365.61","0","332","Horgan Ranch Etc.","4","1","4","San Mateo","0","","$2,998,000","11/06/2015","8,200","ML81521640","059-131-280","Redwood City","1,131.32","","","2,650","Canceled","28 Rossi Lane","2015","94061","R2"
"$ 306.87","7","480","Mills Estate","4","1","5","San Mateo","31","","$2,988,888","10/30/2015","9,740","ML81520678","024-203-250","Millbrae","792.60","","","3,771","Canceled","1301 Millbrae Avenue","2008","94030","R10006"
"$ 68.44","42","221","Los Altos Hills","2","1","2","Santa Clara","22","","$2,988,000","11/04/2015","43,658","ML81521510","182-48-030","Los Altos Hills","1,189.96","","","2,511","Expired","27390 Deer Springs Way","1973","94022","RA"
"$ 166.04","81","17","Saratoga","2","0","4","Santa Clara","94","","$2,899,000","10/30/2015","17,460","ML81520812","397-24-015","Saratoga","1,215.00","02/10/2016","$2,899,000","2,386","Sold","14360 Lutheria Way","1934","95070","R110"
"$ 307.52","64","234","Midtown","1","0","2","Santa Clara","0","","$2,899,000","11/02/2015","9,427","ML81521198","127-34-064","Palo Alto","3,779.66","","","767","Canceled","772 Colorado Avenue","1951","94303","R1"
"$ 171.81","15","3","Evergreen","4","1","4","Santa Clara","321","120","$3,250,000","11/06/2015","16,806","ML81521846","680-34-029","San Jose","503.84","09/20/2016","$2,887,500","5,731","Sold","5500 Morningside Drive","2000","95138","A-PD"
"$ 54.95","67","276","Woodside Hills","4","0","3","San Mateo","10","","$2,795,000","10/19/2015","51,870","ML81519398","069-044-130","Woodside","1,130.95","10/26/2015","$2,850,000","2,520","Sold","122 Maybury Place","1948","94062","R1001A"
"$ 463.09","63","233","South Palo Alto","3","0","5","Santa Clara","99","","$2,848,000","10/22/2015","6,150","ML81519859","127-24-041","Palo Alto","1,433.32","","","1,987","Canceled","3105 Louis Road","1952","94303","R1"
"$ 313.33","16","18","Cupertino","4","1","5","Santa Clara","9","","$2,680,000","10/20/2015","9,000","ML81519658","357-15-004","Cupertino","825.29","10/28/2015","$2,820,000","3,417","Sold","21870 Lomita Avenue","1999","95014","R1-8"
"$ 129.01","18","27","Alameda County","5","1","5","Alameda","23","230","$2,988,000","10/22/2015","21,796","ML81519990","519-1720-20","Fremont","583.16","11/13/2015","$2,812,000","4,822","Sold","3172 Woodside Terrace","1997","94539","SFR"
"$ 400.00","66","302","County / Alameda Area","3","0","3","San Mateo","8","","$2,195,000","11/12/2015","7,000","ML81522392","074-054-210","Menlo Park","1,465.97","11/20/2015","$2,800,000","1,910","Sold","1170 Cloud Avenue","1949","94025","R10006"
"$ 297.66","89","439","San Mateo Park / El Cerrito Park","2","0","3","San Mateo","29","","$2,798,000","11/05/2015","9,400","ML81521572","032-011-230","San Mateo","1,092.97","","","2,560","Canceled","742 Costa Rica Avenue","1926","94402","R10010"
"$ 67.16","71","16","Los Gatos/Monte Sereno","4","0","5","Santa Clara","58","","$2,795,000","10/19/2015","41,615","ML81519381","527-18-005","Los Gatos","755.41","","","3,700","Canceled","14870 Las Flores Lane","1944","95032","HR"
"$ 221.27","87","336","Cordilleras Heights Etc.","4","0","3","San Mateo","35","","$2,788,000","11/05/2015","12,600","ML81521600","057-093-410","Redwood City","789.13","","","3,533","Expired","358 Lakeview Way","1928","94062","R10006"
"$ 15.65","40","445","Lakeview","2","1","4","San Mateo","184","","$2,788,000","11/09/2015","178,160","ML81521945","038-301-160","Hillsborough","1,137.96","","","2,450","Expired","45 Calaveras Court","1975","94010","R10025"
"$ 398.85","74","322","East of U.S. 101 East Palo Alto","2","0","3","San Mateo","79","","$2,500,000","10/29/2015","6,970","ML81520699","063-240-370","East Palo Alto","1,490.62","03/25/2016","$2,780,000","1,865","Sold","1103 Weeks Street","1941","94303","R10000"
"$ 319.21","6","16","Los Gatos/Monte Sereno","4","1","4","Santa Clara","46","","$2,879,000","10/21/2015","8,615","ML81519701","410-11-018","Monte Sereno","643.73","10/24/2015","$2,750,000","4,272","Sold","17661 Vista Avenue","2009","95030","R18"
"$ 336.20","62","16","Los Gatos/Monte Sereno","4","0","5","Santa Clara","9","","$2,588,888","10/20/2015","8,034","ML81519522","523-14-030","Los Gatos","859.10","10/29/2015","$2,701,000","3,144","Sold","16161 Jasmine Way","1953","95032","R1-8"
"$ 256.75","42","214","South of El Monte","2","1","4","Santa Clara","10","","$2,695,000","11/04/2015","10,516","ML81520684","336-44-012","Los Altos","1,056.34","11/13/2015","$2,700,000","2,556","Sold","915 Stagi Court","1973","94024","R1E10"
"$ 223.14","39","208","Grant","3","0","4","Santa Clara","13","","$2,495,000","11/06/2015","12,100","ML81521801","197-36-029","Mountain View","995.94","11/19/2015","$2,700,000","2,711","Sold","2341 Hilo Court","1976","94040","R1-10"
"$ 543.50","23","302","County / Alameda Area","2","1","4","San Mateo","44","","$2,699,000","10/16/2015","4,966","ML81519259","074-381-180","Menlo Park","1,101.63","","","2,450","Expired","1715 Altschul Avenue","1992","94025","R10000"
"$ 3.84","35","13","Almaden Valley","1","0","2","Santa Clara","230","","$2,695,000","10/16/2015","701,326","ML81519222","742-06-031","San Jose","2,245.83","","","1,200","Expired","19960 Almaden Road","1980","95120","A-20A"
"$ 395.29","68","308","Willows / O'Conner Area","2","1","4","San Mateo","28","","$2,688,000","11/13/2015","6,800","ML81522509","062-342-180","Menlo Park","1,183.10","","","2,272","Canceled","335 Barton Place","1947","94025","R10008"
"$ 120.22","21","336","Cordilleras Heights Etc.","4","0","5","San Mateo","12","","$2,450,000","10/16/2015","22,250","ML81519102","058-040-050","Redwood City","798.51","10/28/2015","$2,675,000","3,350","Sold","245 Upland Road","1994","94062","R10010"
"$ 358.20","82","438","Baywood/Parrott Park","3","1","4","San Mateo","5","","$2,475,000","11/04/2015","7,440","ML81521488","034-081-120","San Mateo","1,041.83","11/06/2015","$2,665,000","2,558","Sold","239 HARVARD Road","1933","94402","R1"
"$ 215.26","50","214","South of El Monte","2","1","4","Santa Clara","8","","$2,395,000","11/04/2015","12,348","ML81521522","193-35-002","Los Altos","1,180.81","11/12/2015","$2,658,000","2,251","Sold","1204 Eureka Court","1965","94024","R1"
"$ 289.51","0","10","Willow Glen","4","1","5","Santa Clara","31","","$2,649,000","10/24/2015","9,150","ML81520009","446-29-039","San Jose","661.26","","","4,006","Canceled","2130 Booksin Avenue","2015","95125","R1-8"
"$ 171.09","56","212","Country Club","2","0","3","Santa Clara","7","","$1,988,000","10/21/2015","15,360","ML81519690","331-04-106","Los Altos","1,043.69","10/28/2015","$2,628,000","2,518","Sold","1376 Fairway Drive","1959","94024","R1E-2"
"$ 179.55","46","17","Saratoga","2","1","5","Santa Clara","90","","$2,750,000","11/10/2015","14,620","ML81522169","503-58-013","Saratoga","975.47","02/08/2016","$2,625,000","2,691","Sold","20752 Woodward Court","1969","95070","R112"
"$ 175.56","67","212","Country Club","2","0","3","Santa Clara","7","","$2,098,000","10/22/2015","14,810","ML81519860","331-11-102","Los Altos","1,207.06","10/29/2015","$2,600,000","2,154","Sold","1636 Crestview Drive","1948","94024","R1E-2"
"$ 106.58","68","212","Country Club","2","0","2","Santa Clara","9","0","$2,295,000","10/28/2015","24,394","ML81520506","331-04-082","Los Altos","1,159.68","11/06/2015","$2,600,000","2,242","Sold","1361 Country Club Drive","1947","94024","R1E-2"
"$ 247.74","47","16","Los Gatos/Monte Sereno","3","1","5","Santa Clara","9","","$2,589,000","10/30/2015","10,495","ML81520851","532-13-026","Los Gatos","758.68","11/08/2015","$2,600,000","3,427","Sold","128 Nina Court","1968","95030","R110"
"$ 181.42","52","17","Saratoga","2","1","4","Santa Clara","10","","$2,348,000","11/10/2015","14,331","ML81522061","393-12-008","Saratoga","1,058.63","11/20/2015","$2,600,000","2,456","Sold","19960 Angus Court","1963","95070","R110"
"$ 366.62","68","234","Midtown","2","0","3","Santa Clara","131","","$2,599,000","11/11/2015","7,089","ML81522308","127-32-008","Palo Alto","1,573.24","","","1,652","Expired","740 Coastland Drive","1947","94303","R1"
"$ 519.00","13","466","Burlinhome / Easton Add #2 / #3 / #5","3","0","4","San Mateo","28","","$2,595,000","10/23/2015","5,000","ML81520006","027-152-170","Burlingame","968.28","","","2,680","Canceled","1313 De Soto Avenue","2002","94010","R10006"
"$ 273.68","64","234","Midtown","1","0","2","Santa Clara","106","","$2,695,000","11/11/2015","9,427","ML81521203","127-34-064","Palo Alto","3,363.75","02/25/2016","$2,580,000","767","Sold","772 Colorado Avenue","1951","94303","R1"
"$ 62.96","0","17","Saratoga","3","0","4","Santa Clara","74","","$2,848,000","10/26/2015","40,821","ML81520220","366-21-010","Saratoga","965.08","01/08/2016","$2,570,000","2,663","Sold","21298 Maria Lane","2015","95070","HCRD"
"$ 197.12","45","17","Saratoga","2","1","4","Santa Clara","3","","$2,498,500","10/27/2015","12,936","ML81520354","503-19-113","Saratoga","1,034.48","10/30/2015","$2,550,000","2,465","Sold","13171 Stewart Court","1970","95070","R112"
"$ 99.14","43","471","Burlingame Hills / Skyline Terrace","3","0","3","San Mateo","6","","$2,328,000","11/13/2015","25,700","ML81522489","027-241-310","Burlingame","660.10","11/19/2015","$2,548,000","3,860","Sold","18 Tiptoe Lane","1972","94010","R10006"
"$ 454.55","76","436","Aragon","3","1","4","San Mateo","17","","$2,489,000","10/21/2015","5,500","ML81519705","034-241-100","San Mateo","914.08","11/07/2015","$2,500,000","2,735","Sold","405 Aragon Boulevard","1939","94402","R10006"
