"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 274.78","87","448","Homeplace","4","1","5","San Mateo","34","","$5,200,000","06/27/2015","18,560","ML81472587","031-013-080","Hillsborough","1,137.63","07/31/2015","$5,100,000","4,483","Sold","1030 San Raymundo Road","1928","94010","R10025"
"$ 142.86","26","447","Hillsborough Knolls","5","1","5","San Mateo","344","","$4,999,990","07/13/2015","35,000","ML81484750","031-110-060","Hillsborough","729.93","","","6,850","Expired","930 Hayne Road","1989","94010","R10025"
"$ 214.51","69","438","Baywood/Parrott Park","3","1","3","San Mateo","130","","$4,998,000","06/25/2015","23,300","ML81472330","032-412-340","San Mateo","1,595.28","","","3,133","Canceled","70 De Sabla Road","1946","94402","R10006"
"$ 222.54","2","9","Central San Jose","6","2","6","Santa Clara","154","","$4,995,000","06/16/2015","22,445","ML81469918","274-07-028","San Jose","704.71","","","7,088","Canceled","1501 University Avenue","2013","95126","R1-8"
"$ 99.61","56","263","Central Portola Valley","4","0","5","San Mateo","6","","$4,650,000","06/22/2015","49,693","ML81471478","077-331-110","Portola Valley","1,177.73","06/28/2015","$4,950,000","4,203","Sold","20 Shoshone Place","1959","94028","R1001A"
"$ 81.15","26","221","Los Altos Hills","4","0","6","Santa Clara","74","","$4,888,000","07/07/2015","60,236","ML81483647","175-48-080","Los Altos Hills","916.39","","","5,334","Canceled","25585 Okeefe Lane","1989","94022","R1"
"$ 37.24","27","274","Central Woodside","6","2","6","San Mateo","51","0","$4,875,000","07/10/2015","130,899","ML81484406","073-280-040","Woodside","614.75","","","7,930","Expired","330 Jane Drive","1988","94062","SCP"
"$ 54.58","54","16","Los Gatos/Monte Sereno","4","3","4","Santa Clara","11","","$5,245,000","07/13/2015","88,862","ML81484717","510-40-038","Los Gatos","923.63","07/24/2015","$4,850,000","5,251","Sold","16700 Madrone Avenue","1961","95030","RM"
"$ 107.06","63","293","Lindenwood Area","3","0","4","San Mateo","10","","$4,695,000","07/14/2015","45,302","ML81485185","061-231-070","Atherton","1,197.53","07/24/2015","$4,850,000","4,050","Sold","198 Toyon Road","1952","94027","R1"
"$ 102.03","55","263","Central Portola Valley","3","0","4","San Mateo","32","","$4,995,000","07/13/2015","47,045","ML81484725","079-060-220","Portola Valley","1,340.41","08/14/2015","$4,800,000","3,581","Sold","35 Adair Lane","1960","94028","R1001A"
"$ 61.40","48","17","Saratoga","5","0","7","Santa Clara","0","","$4,600,000","06/22/2015","74,923","ML81466699","517-27-005","Saratoga","597.64","","","7,697","Expired","14780 Butano Terrace","1967","95070","R115"
"$ 98.39","52","263","Central Portola Valley","4","1","4","San Mateo","19","","$4,500,000","06/17/2015","45,738","ML81470748","079-122-250","Portola Valley","1,272.26","","","3,537","Canceled","15 Valencia Court","1963","94028","R1001A"
"$ 31.37","14","16","Los Gatos/Monte Sereno","5","1","6","Santa Clara","122","","$4,495,000","07/09/2015","143,312","ML81484126","410-04-016","Los Gatos","767.72","","","5,855","Expired","15759 Oak Knoll Court","2001","95030","HR"
"$ 205.36","2","446","Carolands Etc.","4","1","5","San Mateo","0","","$4,488,000","07/07/2015","21,854","ML81483756","030-042-040","Hillsborough","1,212.97","07/07/2015","$4,488,000","3,700","Sold","555 Barbara Way","2013","94010","R10025"
"$ 206.15","54","449","Country Club Manor","4","0","6","San Mateo","282","","$4,999,999","07/08/2015","21,344","ML81483867","028-210-040","Hillsborough","1,202.19","04/15/2016","$4,400,000","3,660","Sold","20 Madrone Place","1961","94010","R10025"
"$ 591.53","0","234","Midtown","4","1","5","Santa Clara","68","","$4,398,000","06/26/2015","7,435","ML81472461","132-02-023","Palo Alto","1,475.84","","","2,980","Canceled","2570 Webster Street","2015","94301","R1"
"$ 76.60","35","445","Lakeview","5","1","5","San Mateo","138","","$4,389,500","07/15/2015","57,305","ML81485263","038-382-030","Hillsborough","609.65","","","7,200","Expired","30 Miranda Court","1980","94010","R10000"
"$ 516.09","5","234","Midtown","5","0","6","Santa Clara","87","","$4,299,000","06/25/2015","8,330","ML81472188","127-34-114","Palo Alto","818.08","","","5,255","Expired","2783 Randers Court","2010","94303","R1"
"$ 456.99","88","240","Community Center","2","1","4","Santa Clara","14","","$3,288,000","07/06/2015","9,300","ML81483370","003-04-027","Palo Alto","1,897.32","07/20/2015","$4,250,000","2,240","Sold","964 Hamilton Avenue","1927","94301","R1"
"$ 358.65","109","441","Brewer Subdivision/Upland","3","1","4","San Mateo","8","","$3,995,000","07/06/2015","11,850","ML81483405","032-422-040","Hillsborough","1,221.26","07/14/2015","$4,250,000","3,480","Sold","119 Baywood Avenue","1906","94010","R10025"
"$ 404.17","7","211","North Los Altos","5","1","8","Santa Clara","132","","$4,498,000","07/01/2015","10,206","ML81472986","167-17-070","Los Altos","758.69","07/01/2015","$4,125,000","5,437","Sold","25 W Portola Avenue","2008","94022","R1"
"$ 99.24","40","221","Los Altos Hills","4","0","4","Santa Clara","8","","$3,988,000","07/08/2015","41,313","ML81484044","182-26-048","Los Altos Hills","1,206.59","07/16/2015","$4,100,000","3,398","Sold","27600 Briones Court","1975","94022","RA"
"$ 347.69","7","16","Los Gatos/Monte Sereno","4","1","5","Santa Clara","0","","$4,298,000","07/09/2015","11,703","ML81484204","532-08-045","Los Gatos","746.19","07/09/2015","$4,069,000","5,453","Sold","16756 Littlefield Lane","2008","95032","R1-8"
"$ 68.42","44","221","Los Altos Hills","3","0","4","Santa Clara","14","","$3,895,000","06/17/2015","58,831","ML81470892","182-41-021","Los Altos Hills","1,335.88","07/01/2015","$4,025,000","3,013","Sold","14388 Liddicoat Circle","1971","94022","RA"
"$ 201.75","68","211","North Los Altos","3","0","4","Santa Clara","9","","$3,195,000","06/22/2015","19,950","ML81471547","167-30-063","Los Altos","1,423.77","07/01/2015","$4,025,000","2,827","Sold","216 Garland Way","1947","94022","R1"
"$ 224.06","83","211","North Los Altos","1","0","1","Santa Clara","19","","$4,100,000","06/22/2015","17,852","ML81471621","175-16-074","Los Altos","4,884.00","07/11/2015","$4,000,000","819","Sold","0 Palm Avenue","1932","94022","R1"
"$ 203.90","47","211","North Los Altos","3","1","5","Santa Clara","7","","$3,998,000","06/18/2015","19,608","ML81471000","170-31-031","Los Altos","1,065.28","06/25/2015","$3,998,000","3,753","Sold","25 Doud Drive","1968","94022","R1"
"$ 365.11","73","211","North Los Altos","4","0","5","Santa Clara","7","","$3,895,000","06/24/2015","10,668","ML81472042","170-35-032","Los Altos","1,252.81","07/01/2015","$3,895,000","3,109","Sold","470 Santa Barbara Drive","1942","94022","R1"
"$ 162.32","44","444","Tobin Clark Estate / Polo Terrace","3","1","5","San Mateo","2","","$3,488,000","06/26/2015","23,958","ML81472571","034-431-040","Hillsborough","1,098.56","06/28/2015","$3,888,888","3,540","Sold","30 Trophy Court","1971","94010","R10025"
"$ 42.38","45","17","Saratoga","4","0","4","Santa Clara","23","","$3,974,000","07/07/2015","89,733","ML81483616","410-37-017","Saratoga","869.74","07/30/2015","$3,802,500","4,372","Sold","18600 Twin Creeks Road","1970","95070","R1"
"$ 79.90","52","212","Country Club","3","1","5","Santa Clara","9","","$3,395,000","06/24/2015","46,368","ML81472131","331-13-118","Los Altos","958.85","07/03/2015","$3,705,000","3,864","Sold","748 Mora Drive","1963","94024","R1E-1"
"$ 73.12","40","276","Woodside Hills","3","1","4","San Mateo","9","0","$3,498,000","06/22/2015","50,600","ML81471486","069-361-200","Woodside","1,024.93","07/01/2015","$3,700,000","3,610","Sold","260 Ridgeway Road","1975","94062","R1001A"
"$ 595.24","4","233","South Palo Alto","3","1","4","Santa Clara","10","","$2,998,000","07/04/2015","6,216","ML81483291","127-54-048","Palo Alto","1,306.50","07/14/2015","$3,700,000","2,832","Sold","909 Sycamore Drive","2011","94303","R1"
"$ 422.86","67","238","Green Gables","2","0","3","Santa Clara","8","","$2,975,000","07/08/2015","8,750","ML81483877","003-24-010","Palo Alto","1,808.41","07/16/2015","$3,700,000","2,046","Sold","1576 Hamilton Avenue","1948","94303","R1"
"$ 530.85","69","237","Old Palo Alto","2","0","3","Santa Clara","13","","$2,795,000","07/08/2015","6,970","ML81484050","124-03-037","Palo Alto","2,091.58","07/21/2015","$3,700,000","1,769","Sold","660 seale Avenue","1946","94301","R1"
"$ 68.50","56","221","Los Altos Hills","3","1","4","Santa Clara","26","","$3,690,000","07/08/2015","53,868","ML81483827","336-38-017","Los Altos Hills","984.00","","","3,750","Canceled","23600 Ravensbury Avenue","1959","94024","LH"
"$ 825.79","11","242","Downtown Palo Alto","3","1","3","Santa Clara","7","400","$3,888,000","07/09/2015","4,420","ML81484087","120-17-109","Palo Alto","1,505.15","07/16/2015","$3,650,000","2,425","Sold","363 Channing Avenue","2004","94301","PC"
"$ 146.10","28","450","Skyfarm","5","0","5","San Mateo","94","","$3,648,000","07/10/2015","24,969","ML81484408","028-502-070","Hillsborough","830.98","","","4,390","Expired","1055 Macadamia Drive","1987","94010","R1"
"$ 206.90","26","262","Brookside / Willowbrook Area","3","0","4","San Mateo","77","","$3,750,000","06/17/2015","17,400","ML81470884","079-171-280","Portola Valley","888.89","09/02/2015","$3,600,000","4,050","Sold","155 Canyon Drive","1989","94028","R10000"
"$ 253.22","10","16","Los Gatos/Monte Sereno","5","0","5","Santa Clara","9","","$3,500,000","06/16/2015","14,122","ML81470511","532-29-091","Los Gatos","912.48","06/25/2015","$3,576,000","3,919","Sold","138 Stacia Street","2005","95030","R1"
"$ 236.67","86","440","Hillsborough Heights","2","1","3","San Mateo","7","","$3,188,000","06/25/2015","15,000","ML81472137","031-185-070","Hillsborough","1,191.28","07/02/2015","$3,550,000","2,980","Sold","632 Woodstock Road","1929","94010","R10025"
"$ 158.68","51","17","Saratoga","3","0","5","Santa Clara","88","","$3,549,000","07/14/2015","22,366","ML81484943","517-19-019","Saratoga","930.03","","","3,816","Canceled","20303 Calle Montalvo","1964","95070","R120"
"$ 322.58","58","303","Central Menlo","3","1","5","San Mateo","11","","$2,999,000","06/18/2015","10,850","ML81471139","071-381-110","Menlo Park","1,329.79","06/29/2015","$3,500,000","2,632","Sold","470 Santa Rita Avenue","1957","94025","R10010"
"$ 47.30","30","221","Los Altos Hills","4","1","6","Santa Clara","54","","$3,500,000","07/09/2015","74,001","ML81484091","336-48-009","Los Altos Hills","695.96","","","5,029","Canceled","11688 Dawson Drive","1985","94024","RA"
"$ 213.35","81","439","San Mateo Park / El Cerrito Park","4","1","5","San Mateo","9","","$3,499,000","06/16/2015","16,400","ML81470732","032-063-190","San Mateo","824.46","06/25/2015","$3,499,000","4,244","Sold","726 Hurlingham Avenue","1934","94402","R10010"
"$ 553.66","8","238","Green Gables","3","0","4","Santa Clara","77","","$3,498,000","07/15/2015","6,318","ML81485244","003-48-068","Palo Alto","1,322.50","","","2,645","Canceled","2340 Carmel Drive","2007","94303","R1"
"$ 427.02","61","240","Community Center","2","0","3","Santa Clara","9","","$2,498,000","07/08/2015","8,100","ML81483986","003-45-085","Palo Alto","2,470.64","07/17/2015","$3,458,889","1,400","Sold","1259 Pine Street","1954","94301","R1"
"$ 150.26","21","351","Beverly Terrace Etc.","4","1","5","San Mateo","53","300","$3,488,000","07/05/2015","22,461","ML81483410","049-020-430","San Carlos","671.64","08/27/2015","$3,375,000","5,025","Sold","138 Kings Court","1994","94070","R10000"
"$ 224.01","8","214","South of El Monte","4","1","5","Santa Clara","8","","$3,200,000","06/16/2015","14,955","ML81470554","189-42-083","Los Altos","890.01","06/24/2015","$3,350,000","3,764","Sold","738 S SPRINGER Road","2007","94024","R1"
"$ 558.33","2","302","County / Alameda Area","4","0","4","San Mateo","8","","$2,995,000","06/22/2015","6,000","ML81471492","074064200","Menlo Park","1,245.35","06/30/2015","$3,350,000","2,690","Sold","2135 Sterling Avenue","2013","94025","R1"
"$ 121.61","47","16","Los Gatos/Monte Sereno","3","0","5","Santa Clara","10","","$3,198,000","06/23/2015","27,547","ML81471719","410-39-009","Monte Sereno","1,100.53","07/03/2015","$3,350,000","3,044","Sold","18499 Twin Creeks Road","1968","95030","R144"
"$ 120.44","21","16","Los Gatos/Monte Sereno","3","2","5","Santa Clara","87","1,200","$3,450,000","07/14/2015","27,814","ML81484987","409-43-007","Monte Sereno","909.58","10/09/2015","$3,350,000","3,683","Sold","15234 Via Pinto","1994","95030","R144"
"$ 337.07","89","307","Menlo Oaks Area","3","0","5","San Mateo","12","","$2,999,000","07/03/2015","9,900","ML81483278","062171060","Menlo Park","1,123.57","07/15/2015","$3,337,000","2,970","Sold","560 Menlo Oaks Drive","1926","94025","r1"
"$ 155.49","50","17","Saratoga","3","1","5","Santa Clara","9","","$2,999,995","07/06/2015","21,223","ML81483538","389-32-008","Saratoga","992.48","07/15/2015","$3,300,000","3,325","Sold","19223 Harleigh Drive","1965","95070","R120"
"$ 149.28","50","451","Hillsborough Hills Etc.","3","1","4","San Mateo","16","","$3,199,000","07/13/2015","22,100","ML81484718","027-232-150","Hillsborough","1,067.64","07/29/2015","$3,299,000","3,090","Sold","15 Panorama Court","1965","94010","R10000"
"$ 72.94","17","17","Saratoga","3","0","4","Santa Clara","75","","$3,295,000","06/18/2015","45,175","ML81471126","503-78-013","Saratoga","1,045.70","","","3,151","Expired","22071 Deer Trail Court","1998","95070","R140"
"$ 69.01","19","17","Saratoga","4","1","4","Santa Clara","108","","$3,295,000","07/15/2015","47,602","ML81485186","503-78-019","Saratoga","812.92","07/31/2015","$3,285,000","4,041","Sold","13506 Deer Trail Court","1996","95070","R1"
"$ 144.39","34","17","Saratoga","3","1","5","Santa Clara","153","","$3,419,000","06/24/2015","22,682","ML81472051","517-21-025","Saratoga","784.43","12/08/2015","$3,275,000","4,175","Sold","20141 Rancho Bella Vista","1981","95070","R120"
"$ 247.08","73","211","North Los Altos","3","0","4","Santa Clara","7","","$2,898,000","06/17/2015","13,012","ML81470942","167-21-005","Los Altos","1,233.69","06/24/2015","$3,215,000","2,606","Sold","779 Santa Rita Avenue","1942","94022","R1"
"$ 535.42","7","302","County / Alameda Area","3","0","4","San Mateo","41","","$3,388,000","06/24/2015","6,000","ML81472033","074-061-030","Menlo Park","1,226.15","06/24/2015","$3,212,500","2,620","Sold","2030 Sterling Avenue","2008","94025","R10006"
"$ 159.83","24","336","Cordilleras Heights Etc.","5","1","5","San Mateo","56","95","$3,298,000","06/19/2015","20,021","ML81471202","068-120-560","Redwood City","498.44","08/14/2015","$3,200,000","6,420","Sold","12 Colton Court","1991","94062","RH0000"
"$ 184.96","63","213","Highlands","3","0","5","Santa Clara","61","","$3,199,000","07/15/2015","17,296","ML81485152","342-07-066","Los Altos","926.44","","","3,453","Expired","1840 Granger Avenue","1952","94024","R1E1"
"$ 353.59","0","16","Los Gatos/Monte Sereno","4","0","4","Santa Clara","69","","$3,398,000","06/16/2015","9,036","ML81470606","532-37-081","Los Gatos","793.00","08/24/2015","$3,195,000","4,029","Sold","234 Los Gatos Boulevard","2015","95030","C"
"$ 294.14","50","211","North Los Altos","2","2","3","Santa Clara","9","","$3,000,000","06/16/2015","10,862","ML81470936","167-31-005","Los Altos","1,178.97","06/25/2015","$3,195,000","2,710","Sold","216 Coronado Avenue","1965","94022","R1"
"$ 79.77","28","16","Los Gatos/Monte Sereno","4","1","5","Santa Clara","138","23","$3,195,000","07/06/2015","40,051","ML81483549","527-55-003","Los Gatos","446.73","","","7,152","Canceled","100 Auzerais Court","1987","95032","HR"
"$ 146.42","34","261","Portola Valley Ranch","3","0","5","San Mateo","59","278","$3,189,000","07/13/2015","21,780","ML81484716","080-441-170","Portola Valley","819.79","","","3,890","Canceled","4 Franciscan Ridge","1981","94028","PC2ASD"
"$ 384.71","0","212","Country Club","3","0","4","Santa Clara","30","","$2,728,000","06/24/2015","8,188","ML81472044","331-20-078","Los Altos","966.55","07/24/2015","$3,150,000","3,259","Sold","11634 Winding Way","2015","94024","R1E-1"
"$ 348.10","0","16","Los Gatos/Monte Sereno","4","1","5","Santa Clara","38","","$3,288,000","06/26/2015","9,049","ML81472404","529-32-046","Los Gatos","859.95","08/03/2015","$3,150,000","3,663","Sold","150 Central Avenue","2015","95030","R110"
"$ 122.81","37","444","Tobin Clark Estate / Polo Terrace","2","1","4","San Mateo","1","","$2,999,000","07/10/2015","25,650","ML81484367","038-334-070","Hillsborough","1,067.80","07/11/2015","$3,150,000","2,950","Sold","1135 Tournament Drive","1978","94010","R10025"
"$ 625.00","90","237","Old Palo Alto","3","0","4","Santa Clara","7","","$2,050,000","06/30/2015","5,000","ML81472778","124-18-071","Palo Alto","1,440.09","07/07/2015","$3,125,000","2,170","Sold","1944 Bryant Street","1925","94301","R1"
"$ 86.42","41","17","Saratoga","3","0","6","Santa Clara","41","650","$3,100,000","06/16/2015","35,872","ML81470576","397-16-091","Saratoga","965.43","","","3,211","Canceled","19643 Montauk Drive","1974","95070","R140"
"$ 308.64","49","211","North Los Altos","2","1","4","Santa Clara","8","","$2,450,000","06/23/2015","10,044","ML81471879","170-23-070","Los Altos","1,159.75","07/01/2015","$3,100,000","2,673","Sold","241 Chateau Drive","1966","94022","R1"
"$ 46.85","34","221","Los Altos Hills","3","0","4","Santa Clara","9","","$2,850,000","07/08/2015","66,169","ML81483881","336-47-004","Los Altos Hills","1,158.01","07/17/2015","$3,100,000","2,677","Sold","11666 Dawson Drive","1981","94024","RA"
"$ 280.53","59","211","North Los Altos","2","0","3","Santa Clara","8","","$2,498,000","07/08/2015","10,890","ML81484014","167-32-023","Los Altos","1,729.90","07/16/2015","$3,055,000","1,766","Sold","250 Yerba Santa Avenue","1956","94022","R-1"
"$ 303.63","105","460","Burlingame Park","3","0","5","San Mateo","35","","$3,250,000","07/06/2015","10,045","ML81483394","028-263-110","Burlingame","788.11","08/17/2015","$3,050,000","3,870","Sold","160 Elm Avenue","1910","94010","R10006"
"$ 171.54","63","442","Hillsborough Park Etc.","4","0","4","San Mateo","5","","$2,800,000","07/15/2015","17,780","ML81485385","031-104-060","Hillsborough","798.43","07/20/2015","$3,050,000","3,820","Sold","910 Black Mountain Road","1952","94010","R10025"
"$ 429.29","0","308","Willows / O'Conner Area","3","1","4","San Mateo","17","","$2,950,000","06/22/2015","7,000","ML81471501","062-383-080","Menlo Park","1,197.21","07/09/2015","$3,005,000","2,510","Sold","530 Central Avenue","2015","94025","R10008"
"$ 215.91","52","301","Sharon Heights / Stanford Hills","2","1","4","San Mateo","10","","$2,498,000","07/13/2015","13,899","ML81484729","074-343-030","Menlo Park","1,408.92","07/23/2015","$3,001,001","2,130","Sold","1031 Sierra Drive","1963","94025","R10010"
"$ 89.11","18","27","Alameda County","5","1","6","Alameda","57","200","$3,200,000","06/25/2015","33,665","ML81472308","519-1715-029","Fremont","534.95","08/21/2015","$3,000,002","5,608","Sold","3704 Monte Sereno Terrace","1997","94539","R1"
"$ 338.68","65","336","Cordilleras Heights Etc.","3","0","4","San Mateo","10","","$2,596,800","06/19/2015","8,858","ML81470799","057-242-220","Redwood City","924.21","06/29/2015","$3,000,000","3,246","Sold","829 Seminole Way","1950","94062","R10008"
"$ 488.04","63","233","South Palo Alto","3","0","4","Santa Clara","23","","$2,998,000","07/09/2015","6,147","ML81484072","132-23-022","Palo Alto","1,346.50","08/01/2015","$3,000,000","2,228","Sold","3657 Bryant Street","1952","94306","R1"
"$ 419.40","0","212","Country Club","4","0","4","Santa Clara","8","","$2,648,000","07/15/2015","7,153","ML81485326","331-20-079","Los Altos","948.17","07/23/2015","$3,000,000","3,164","Sold","11638 Winding Way","2015","94024","R1E-1"
"$ 116.13","0","213","Highlands","4","1","5","Santa Clara","20","","$2,999,888","07/14/2015","25,832","ML81485544","342-08-008","Los Altos","665.16","","","4,510","Canceled","1230 Larnel Place","2015","94024","R1E1"
"$ 134.95","52","17","Saratoga","3","1","4","Santa Clara","125","","$2,998,000","07/07/2015","22,216","ML81483818","397-24-046","Saratoga","878.66","","","3,412","Expired","14241 Juniper Lane","1963","95070","R120"
"$ 1,016.98","105","242","Downtown Palo Alto","3","1","4","Santa Clara","21","","$2,995,000","07/09/2015","2,945","ML81484101","120-25-051","Palo Alto","2,995,000.00","","","1","Canceled","170 Hawthorne Avenue","1910","94301","RM2"
"$ 234.13","11","603","Ocean Colony","4","0","5","San Mateo","0","106","$2,995,000","07/10/2015","12,792","ML81484462","066590110","Half Moon Bay","684.10","07/10/2015","$2,995,000","4,378","Sold","137 Spyglass Lane","2004","94019","R1"
"$ 83.81","42","16","Los Gatos/Monte Sereno","3","1","5","Santa Clara","43","","$2,990,500","06/23/2015","35,684","ML81471746","410-30-028","Monte Sereno","675.36","","","4,428","Canceled","15288 Alma Jo Court","1973","95030","R144"
"$ 299.34","64","303","Central Menlo","3","1","4","San Mateo","12","","$2,988,000","06/19/2015","9,982","ML81471348","071-042-180","Menlo Park","1,174.07","07/01/2015","$2,988,000","2,545","Sold","1120 Hillview Drive","1951","94025","R10010"
"$ 236.51","0","336","Cordilleras Heights Etc.","4","0","4","San Mateo","31","","$2,980,000","06/19/2015","12,600","ML81471109","057-131-350","Redwood City","938.88","","","3,174","Canceled","2 Northview Way","2015","94062","R1"
"$ 35.09","38","16","Los Gatos/Monte Sereno","3","0","4","Santa Clara","115","","$2,980,000","07/10/2015","84,919","ML81484332","532-26-103","Los Gatos","931.25","09/04/2015","$2,980,000","3,200","Sold","16387 AZTEC RIDGE Drive","1977","95030","R1E-2"
"$ 62.34","42","16","Los Gatos/Monte Sereno","4","1","4","Santa Clara","216","","$2,950,000","07/08/2015","47,320","ML81483912","410-45-001","Monte Sereno","811.11","","","3,637","Canceled","15318 Elm Park","1973","95030","R144"
"$ 231.99","0","336","Cordilleras Heights Etc.","4","0","4","San Mateo","166","","$2,949,000","07/01/2015","12,712","ML81473021","068-021-010","Redwood City","941.57","","","3,132","Canceled","681 Glenloch Way","2015","94062","R1"
"$ 49.27","51","16","Los Gatos/Monte Sereno","3","1","5","Santa Clara","56","","$3,250,000","06/30/2015","59,677","ML81472848","510-55-009","Los Gatos","673.54","06/30/2015","$2,940,000","4,365","Sold","18821 Blythswood Drive","1964","95030","R1E-1"
"$ 267.97","51","472","Mills Estates","4","1","5","San Mateo","18","","$2,985,000","06/18/2015","10,934","ML81471024","025-292-170","Burlingame","813.89","07/06/2015","$2,930,000","3,600","Sold","2990 Arguello Drive","1964","94010","R10006"
