"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 134.75","59","17","Saratoga","2","0","3","Santa Clara","233","","$29,000,000","10/20/2014","215,216","ML81437911","503-62-013","Saratoga","13,849.09","","","2,094","Canceled","21511 CONGRESS SPRINGS Road","1955","95070","R1"
"$ 332.05","0","290","Alameda to 280","8","2","8","San Mateo","10","","$14,995,000","11/15/2014","44,572","ML81440430","070-031-310","Atherton","1,406.58","11/25/2014","$14,800,000","10,522","Sold","91 MANDARIN Way","2014","94027","R1001A"
"$ 105.25","23","276","Woodside Hills","4","2","4","San Mateo","178","","$13,800,000","11/14/2014","131,116","ML81440347","069-380-100","Woodside","1,591.88","","","8,669","Expired","240 CINNABAR Road","1991","94062","RE00"
"$ 172.18","87","453","Ryan Tract Etc.","4","1","7","San Mateo","134","","$10,500,000","11/15/2014","60,984","ML81440434","028-081-080","Hillsborough","1,346.15","","","7,800","Canceled","832 EUCALYPTUS Avenue","1927","94010","R1"
"$ 30.53","74","17","Saratoga","0","0","0","Santa Clara","182","","$10,000,000","10/16/2014","327,571","ML81437419","366-14-041","Saratoga","7,142.86","","","1,400","Expired","20851 WARDELL Road","1940","95070","R112"
"$ 74.99","4","274","Central Woodside","5","2","5","San Mateo","125","","$10,950,000","10/22/2014","130,680","ML81438081","072-060-240","Woodside","1,084.07","02/24/2015","$9,800,000","9,040","Sold","166 OLIVE HILL Lane","2010","94062","R100"
"$ 107.90","9","17","Saratoga","5","2","6","Santa Clara","218","","$9,800,000","11/10/2014","90,821","ML81439909","517-22-109","Saratoga","1,217.39","","","8,050","Canceled","20252 HILL Avenue","2005","95070","R140"
"$ 81.60","12","27","Alameda County","8","2","6","Alameda","63","","$8,000,000","10/29/2014","98,041","ML81438772","513-0141-002","Fremont","492.46","","","16,245","Expired","600 MONTICELLO Terrace","2002","94539","R"
"$ 157.68","34","221","Los Altos Hills","4","0","5","Santa Clara","162","","$7,998,000","11/03/2014","50,723","ML81439229","182-17-059","Los Altos Hills","1,249.69","","","6,400","Canceled","12190 PADRE Court","1980","94022","RA"
"$ 65.34","43","263","Central Portola Valley","4","0","4","San Mateo","36","","$7,795,000","11/02/2014","114,780","ML81439164","077-090-210","Portola Valley","1,512.40","12/08/2014","$7,500,000","4,959","Sold","737 WESTRIDGE Drive","1971","94028","R1002"
"$ 150.94","35","449","Country Club Manor","6","1","6","San Mateo","809","","$6,999,000","11/10/2014","46,368","ML81439843","028-510-030","Hillsborough","1,087.48","01/27/2017","","6,436","Pending","170 NEW PLACE Road","1979","94010","R100"
"$ 13.01","4","23","Los Gatos Mountains","8","0","5","Santa Clara","103","","$7,700,000","10/16/2014","522,720","ML81437442","544-26-042","Los Gatos","377.78","01/27/2015","$6,800,000","18,000","Sold","18550 BLACK Road","2010","95033","HS-SR"
"$ 82.50","56","16","Los Gatos/Monte Sereno","3","2","4","Santa Clara","285","","$6,800,000","11/03/2014","78,844","ML81439162","510-30-001","Los Gatos","915.29","08/15/2015","$6,505,000","7,107","Sold","16371 MATILIJA Drive","1958","95030","HS-D1"
"$ 1,048,387.10","37","16","Los Gatos/Monte Sereno","7","0","5","Santa Clara","172","","$6,500,000","10/31/2014","6","ML81438970","510-54-004","Monte Sereno","917.17","","","7,087","Expired","18630 WITHEY Road","1977","95030","R44"
"$ 204.44","76","442","Hillsborough Park Etc.","5","1","5","San Mateo","210","","$6,498,000","10/20/2014","31,784","ML81437772","031-111-030","Hillsborough","928.55","","","6,998","Canceled","989 HAYNE Road","1938","94010","R100"
"$ 101.09","0","221","Los Altos Hills","5","1","5","Santa Clara","28","","$5,989,000","11/13/2014","59,242","ML81440149","175-43-048","Los Altos Hills","940.78","","","6,366","Canceled","12810 DEER CREEK Lane","2014","94022","R1"
"$ 455.62","79","239","Crescent Park","4","2","4","Santa Clara","148","","$5,980,000","10/29/2014","13,125","ML81438672","003-20-005","Palo Alto","1,301.41","03/26/2015","$5,980,000","4,595","Sold","1266 HAMILTON Avenue","1935","94301","R1"
"$ 151.26","27","444","Tobin Clark Estate / Polo Terrace","6","1","6","San Mateo","15","","$5,899,000","11/07/2014","38,999","ML81439639","038-101-040","Hillsborough","907.54","","","6,500","Canceled","1315 TOURNAMENT Drive","1987","94010","R1000"
"$ 315.08","87","239","Crescent Park","4","0","4","Santa Clara","244","","$5,495,000","11/11/2014","17,440","ML81439975","003-05-027","Palo Alto","1,304.30","","","4,213","Expired","1068 UNIVERSITY Avenue","1927","94301","R1929"
"$ 89.47","25","221","Los Altos Hills","4","1","6","Santa Clara","91","","$5,388,888","10/16/2014","60,232","ML81437390","175-48-080","Los Altos Hills","1,010.29","","","5,334","Expired","25585 OKEEFE Lane","1989","94022","R1"
"$ 217.06","13","274","Central Woodside","4","0","5","San Mateo","36","","$5,295,000","10/28/2014","24,394","ML81438870","072-151-080","Woodside","1,231.40","","","4,300","Canceled","203 MIRAMONTES Road","2001","94062","R1003"
