"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 23.29","70","274","Central Woodside","8","1","9","San Mateo","326","","$39,980,000","01/05/2016","1,716,264","ML81546005","072--052-260","Woodside","4,442.22","","","9,000","Expired","331 Greer Road","1946","94062","R100"
"$ 78.03","31","274","Central Woodside","6","6","6","San Mateo","144","","$16,995,000","01/11/2016","217,800","ML81546563","072-141-060","Woodside","1,589.80","","","10,690","Canceled","155 KINGS MOUNTAIN ROAD","1985","94062","R1"
"$ 114.14","26","221","Los Altos Hills","8","2","8","Santa Clara","87","","$16,750,000","01/15/2016","144,555","ML81547137","175-32-060","Los Altos Hills","1,110.74","04/11/2016","$16,500,000","14,855","Sold","27040 Old Trace Lane","1990","94022","R1"
"$ 105.28","6","17","Saratoga","5","2","5","Santa Clara","99","","$13,850,000","01/06/2016","131,551","ML81546067","510-27-004","Los Gatos","1,203.62","","","11,507","Canceled","16040 Overlook Drive","2010","95030","HS-D1"
"$ 231.68","69","291","El Camino to Alameda","5","1","5","San Mateo","66","","$6,700,000","01/15/2016","27,300","ML81547216","059-281-170","Atherton","1,427.77","03/21/2016","$6,325,000","4,430","Sold","172 Stockbridge Avenue","1947","94027","R1001A"
"$ 465.85","11","303","Central Menlo","4","3","4","San Mateo","44","","$6,295,000","01/15/2016","13,250","ML81547107","071-222-080","Menlo Park","865.83","02/28/2016","$6,172,500","7,129","Sold","8 Reyna Place","2005","94025","R100"
"$ 103.46","19","17","Saratoga","5","0","6","Santa Clara","18","","$5,498,000","01/11/2016","50,965","ML81546542","517-19-081","Saratoga","1,000.00","01/29/2016","$5,273,000","5,273","Sold","28000 Audrey Smith Lane","1997","95070","R140"
"$ 90.48","66","17","Saratoga","3","0","6","Santa Clara","173","","$4,690,000","01/02/2016","51,836","ML81545794","510-03-003-00","Saratoga","1,302.78","","","3,600","Expired","15260 Pepper Lane","1950","95070","R1"
"$ 419.52","62","211","North Los Altos","4","0","5","Santa Clara","7","","$3,995,000","01/13/2016","10,965","ML81546844","167-27-029","Los Altos","1,150.00","01/20/2016","$4,600,000","4,000","Sold","531 Patrick Way","1954","94022","R1"
"$ 89.13","35","16","Los Gatos/Monte Sereno","4","0","4","Santa Clara","73","","$5,150,898","01/05/2016","50,094","ML81546010","510-30-036","Los Gatos","906.41","02/17/2016","$4,465,000","4,926","Sold","16260 Los Serenos Robles","1981","95030","HS-D1"
"$ 96.23","26","442","Hillsborough Park Etc.","5","1","5","San Mateo","88","","$3,999,000","01/14/2016","41,556","ML81546989","030-222-420","Hillsborough","590.69","","","6,770","Canceled","260 Woodridge Road","1990","94010","R10000"
"$ 12.57","20","16","Los Gatos/Monte Sereno","3","1","4","Santa Clara","4","","$3,295,000","01/12/2016","262,231","ML81546708","537-25-022","Los Gatos","870.77","01/16/2016","$3,295,000","3,784","Sold","15285 Shannon Road","1996","95032","R1"
"$ 968.86","0","238","Green Gables","3","1","4","Santa Clara","107","","$3,300,000","12/21/2015","3,380","ML81545366","003-18-033","Palo Alto","992.42","12/21/2015","$3,275,000","3,300","Sold","2082 Channing Avenue","2015","94303","PC"
"$ 285.02","1","336","Cordilleras Heights Etc.","4","2","6","San Mateo","72","","$3,285,000","01/13/2016","11,052","ML81546856","058-040-740","Redwood City","700.00","02/01/2016","$3,150,000","4,500","Sold","21 Don Court","2015","94062","R1"
"$ 73.72","51","17","Saratoga","3","1","5","Santa Clara","25","","$3,195,000","01/08/2016","42,432","ML81546328","503-53-049","Saratoga","784.55","02/01/2016","$3,128,000","3,987","Sold","20979 Saraview Court","1965","95070","R140"
"$ 58.33","62","221","Los Altos Hills","3","0","3","Santa Clara","18","","$2,998,000","12/29/2015","53,143","ML81545665","336-28-026","Los Altos Hills","971.48","01/14/2016","$3,100,000","3,191","Sold","12101 Edgecliff Place","1953","94022","R1E4"
"$ 128.35","53","17","Saratoga","3","0","4","Santa Clara","10","","$2,988,000","01/11/2016","23,958","ML81546540","393-19-045","Saratoga","1,079.71","01/21/2016","$3,075,000","2,848","Sold","19762 VIA GRANDE Drive","1963","95070","R112"
"$ 75.47","50","16","Los Gatos/Monte Sereno","3","1","4","Santa Clara","131","","$2,988,500","01/05/2016","39,600","ML81545995","532-40-028","Los Gatos","713.25","","","4,190","Canceled","112 Teresita Way","1966","95032","HR"
"$ 153.92","60","445","Lakeview","4","0","4","San Mateo","21","","$3,000,000","01/14/2016","19,166","ML81547069","038-083-080","Hillsborough","979.42","02/04/2016","$2,950,000","3,012","Sold","1520 Oak Rim Drive","1956","94010","R10025"
"$ 64.12","65","276","Woodside Hills","2","0","3","San Mateo","9","115","$2,450,000","01/07/2016","45,302","ML81546213","069-144-070","Woodside","1,308.56","01/16/2016","$2,905,000","2,220","Sold","130 Hardwick Road","1951","94062","SR"
"$ 287.60","32","311","County Area / Fair Oaks Ave","4","1","7","San Mateo","169","","$2,899,000","01/12/2016","10,080","ML81546725","060-163-020","Menlo Park","754.95","","","3,840","Expired","548 Palmer Lane","1984","94025","R10010"
"$ 367.09","1","308","Willows / O'Conner Area","3","1","4","San Mateo","25","","$2,875,000","01/07/2016","7,791","ML81546224","062234130","Menlo Park","1,023.62","02/01/2016","$2,860,000","2,794","Sold","100 O""Keefe Street","2015","94025","R-1"
"$ 324.12","0","18","Cupertino","4","1","4","Santa Clara","56","","$2,860,000","01/12/2016","8,824","ML81546788","373-07-074","San Jose","720.40","03/08/2016","$2,860,000","3,970","Sold","6322 Tucker Drive","2016","95129","R1-8"
"$ 378.46","67","234","Midtown","2","0","4","Santa Clara","0","","$2,600,000","12/16/2015","7,504","ML81545301","132-14-015","Palo Alto","1,272.97","12/16/2015","$2,840,000","2,231","Sold","2915 South Court","1948","94306","R1"
"$ 231.86","15","17","Saratoga","3","1","4","Santa Clara","11","","$2,748,000","01/11/2016","12,197","ML81546541","393-33-037","Saratoga","988.12","01/22/2016","$2,828,000","2,862","Sold","13379 KAHALA Court","2001","95070","R112"
"$ 256.18","61","209","Miramonte","3","0","4","Santa Clara","8","","$2,298,000","01/06/2016","11,000","ML81546158","189-27-017","Mountain View","1,670.42","01/14/2016","$2,818,000","1,687","Sold","1190 Fordham Way","1955","94040","R1"
"$ 555.00","0","16","Los Gatos/Monte Sereno","4","0","4","Santa Clara","34","","$2,950,000","01/12/2016","5,027","ML81534638","532-07-002","Los Gatos","973.48","02/15/2016","$2,790,000","2,866","Sold","16741 Loma Street","2015","95032","R1-8"
"$ 203.98","60","211","North Los Altos","2","0","3","Santa Clara","18","","$2,850,000","01/08/2016","13,359","ML81546435","170-32-014","Los Altos","1,347.68","01/26/2016","$2,725,000","2,022","Sold","674 Jay Street","1956","94022","R1"
"$ 475.22","10","302","County / Alameda Area","2","1","5","San Mateo","19","","$2,699,000","01/15/2016","5,650","ML81547123","074-104-020","Menlo Park","1,049.24","02/03/2016","$2,685,000","2,559","Sold","283 Leland Avenue","2006","94025","R10006"
