"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 115.65","60","17","Saratoga","2","0","3","Santa Clara","168","","$24,888,888","12/07/2015","215,216","ML81534470","503-62-013","Saratoga","11,885.81","","","2,094","Canceled","21511 Congress Springs Road","1955","95070","R1"
"$ 113.77","8","451","Hillsborough Hills Etc.","8","3","6","San Mateo","469","","$16,850,000","11/30/2015","148,104","ML81533776","027-253-020","Hillsborough","1,335.61","","","12,616","Active","15 Woodgate Court","2007","94010","R1"
"$ 74.94","15","221","Los Altos Hills","5","1","5","Santa Clara","137","","$7,998,000","11/18/2015","106,722","ML81523046","182-42-050","Los Altos Hills","1,257.15","","","6,362","Canceled","27886 Via Ventana Way","2000","94022","RA"
"$ 302.85","34","448","Homeplace","6","1","6","San Mateo","29","","$6,888,000","11/20/2015","22,744","ML81533312","031-392-090","Hillsborough","1,157.65","","","5,950","Canceled","1175 Barroilhet Drive","1981","94010","R10000"
"$ 89.63","67","291","El Camino to Alameda","1","1","2","San Mateo","200","","$6,500,000","11/19/2015","72,522","ML81533049","059-153-090","Atherton","3,892.22","","","1,670","Canceled","28 Selby Lane","1948","94027","R1001A"
"$ 223.86","38","450","Skyfarm","6","2","6","San Mateo","122","","$6,475,000","11/16/2015","28,967","ML81522284","028-411-280","Hillsborough","952.33","03/17/2016","$6,484,444","6,809","Sold","720 Jacaranda Circle","1977","94010","R10000"
"$ 134.88","13","3","Evergreen","5","2","5","Santa Clara","146","120","$6,400,000","12/12/2015","47,450","ML81534939","680-66-001","San Jose","757.31","","","8,451","Canceled","2068 Biarritz Place","2002","95138","R1"
"$ 777.98","79","442","Hillsborough Park Etc.","5","1","5","San Mateo","291","","$6,100,000","12/11/2015","7,841","ML81534890","031-323-030","Hillsborough","1,150.94","12/11/2015","$6,100,000","5,300","Sold","863 Chiltern Road","1936","94010","R1"
"$ 137.46","27","16","Los Gatos/Monte Sereno","4","2","5","Santa Clara","195","","$5,998,000","11/19/2015","43,633","ML81533093","532-20-004","Los Gatos","820.18","","","7,313","Canceled","16440 S Kennedy Road","1988","95030","S"
"$ 51.59","52","16","Los Gatos/Monte Sereno","6","1","5","Santa Clara","55","","$4,200,000","12/15/2015","110,479","ML81535049","410-35-015","Los Gatos","938.74","02/13/2016","$5,700,000","6,072","Sold","15581 Toyon Drive","1963","95030","R1E-1"
