"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 5.21","13","250","La Honda","5","1","4","448","","$4,298,000","09/08/2013","825,462","ML81333268","083-310-120","La Honda","596.94","","","7,200","Expired","280 WOODLAND Vista","2001","94020","RM"
"$ 570.00","9","237","Old Palo Alto","4","2","5","7","","$3,995,000","08/22/2013","7,500","ML81331029","124-01-022","Palo Alto","1,038.88","08/29/2013","$4,275,000","4,115","Sold","1501 COWPER Street","2004","94301","R1929"
"$ 2,469,973.26","1","16","Los Gatos/Monte Sereno","6","1","5","48","393","$4,289,000","08/27/2013","2","ML81331643","527-09-015","Los Gatos","685.88","10/14/2013","$4,248,354","6,194","Sold","15315 SANTELLA Court","2013","95032","HR"
"$ 94.53","0","221","Los Altos Hills","6","1","5","51","","$4,380,000","09/10/2013","44,431","ML81333675","175-43-046","Los Altos Hills","815.22","10/31/2013","$4,200,000","5,152","Sold","27573 Samuel Lane","2013","94022","R-1"
"$ 313.06","33","238","Green Gables","3","1","5","20","","$4,195,000","09/11/2013","13,400","ML81333734","003-55-074","Palo Alto","1,177.38","","","3,563","Canceled","2226 LOUIS Road","1980","94303","R1"
"$ 249.79","24","439","San Mateo Park / El Cerrito Park","4","1","5","10","","$4,150,000","08/21/2013","16,614","ML81331202","032-052-230","San Mateo","866.39","08/31/2013","$4,150,000","4,790","Sold","431 COSTA RICA Avenue","1989","94402","R100"
"$ 548.89","16","240","Community Center","4","0","6","30","","$4,290,000","09/10/2013","7,497","ML81333752","003-33-063","Palo Alto","944.02","10/10/2013","$4,115,000","4,359","Sold","950 GUINDA Street","1997","94301","R1"
"$ 250.00","13","301","Sharon Heights / Stanford Hills","3","1","4","21","","$3,995,000","09/05/2013","16,200","ML81332803","074-202-040","Menlo Park","1,000.00","09/26/2013","$4,050,000","4,050","Sold","2328 WARNER RANGE Avenue","2000","94025","R1"
"$ 90.03","0","221","Los Altos Hills","5","1","5","58","","$4,180,000","08/28/2013","44,431","ML81331775","175-43-044","Los Altos Hills","816.33","10/25/2013","$4,000,000","4,900","Sold","27569 Samuel Lane","2013","94022","R-1"
"$ 571.14","0","237","Old Palo Alto","5","0","5","33","","$3,998,000","09/11/2013","7,000","ML81333746","124-01-003","Palo Alto","1,171.75","","","3,412","Canceled","1499 COWPER Street","2013","94301","R1"
"$ 116.10","67","291","El Camino to Alameda","4","1","4","117","","$3,995,000","09/06/2013","34,410","ML81333083","070-221-100","Atherton","942.22","","","4,240","Expired","21 ATHERTON Avenue","1946","94027","R1"
"$ 371.62","23","303","Central Menlo","4","1","6","3","","$3,980,000","09/06/2013","10,710","ML81333160","071-232-210","Menlo Park","825.73","","","4,820","Canceled","600 HOBART Street","1990","94025","R1"
"$ 54.63","54","276","Woodside Hills","4","0","5","258","","$3,950,000","08/30/2013","72,310","ML81332046","069-032-050","Woodside","797.98","","","4,950","Expired","245 BROOKWOOD Road","1960","94062","SR"
"$ 86.37","12","278","Woodside Heights","5","1","5","48","","$4,300,000","09/09/2013","44,866","ML81333320","069-390-040","Woodside","945.12","10/27/2013","$3,875,000","4,100","Sold","580 ELEANOR Drive","2001","94062","R1001"
"$ 59.51","16","18","Cupertino","5","1","5","13","162","$3,850,000","09/03/2013","63,688","ML81332467","366-54-123","Cupertino","708.28","09/16/2013","$3,790,000","5,351","Sold","11703 DOROTHY ANNE Way","1997","95014","R1"
"$ 73.74","32","16","Los Gatos/Monte Sereno","4","0","4","180","","$3,758,000","08/29/2013","50,965","ML81331872","410-04-029","Monte Sereno","640.10","","","5,871","Expired","17920 DAVES Avenue","1981","95030","R144"
"$ 61.93","21","4","Alum Rock","6","1","6","23","","$3,750,000","09/03/2013","60,548","ML81332382","612-15-022","San Jose","451.81","","","8,300","Canceled","10340 ANDERSON Road","1992","95127","RR"
"$ 363.13","14","301","Sharon Heights / Stanford Hills","5","1","4","211","","$3,750,000","09/09/2013","10,327","ML81333321","074-170-480","Menlo Park","745.82","","","5,028","Expired","10 ZACHARY Court","1999","94025","R100"
"$ 42.93","33","448","Homeplace","3","1","4","31","","$3,950,000","09/06/2013","87,120","ML81333133","030-073-070","Hillsborough","850.00","10/07/2013","$3,740,000","4,400","Sold","115 ROBIN Road","1980","94010","R1"
"$ 83.98","54","263","Central Portola Valley","4","0","5","10","","$3,749,000","08/25/2013","43,996","ML81331480","077-310-170","Portola Valley","826.62","09/04/2013","$3,695,000","4,470","Sold","410 CERVANTES Road","1959","94028","r1"
"$ 274.44","7","211","North Los Altos","3","2","4","8","","$3,395,000","09/10/2013","13,300","ML81333560","170-24-029","Los Altos","1,035.17","09/18/2013","$3,650,000","3,526","Sold","196 MERRITT Road","2006","94022","R1"
"$ 72.19","27","221","Los Altos Hills","3","0","4","34","","$3,648,000","09/12/2013","50,530","ML81333773","182-41-017","Los Altos Hills","1,130.11","","","3,228","Canceled","14142 LIDDICOAT Drive","1986","94022","RA"
"$ 81.84","33","221","Los Altos Hills","5","0","5","12","","$3,595,000","09/11/2013","43,560","ML81333687","175-49-019","Los Altos Hills","850.63","09/23/2013","$3,565,000","4,191","Sold","25500 CRESCENT Lane","1980","94022","R1"
"$ 6.04","40","260","Alpine / Uplands (Los Trancos)","2","1","3","183","","$3,500,000","08/19/2013","579,217","ML81330483","080-190-440","Portola Valley","1,502.15","","","2,330","Canceled","170 VISTA VERDE Way","1974","94028","RE0S"
"$ 233.33","21","471","Burlingame Hills / Skyline Terrace","9","1","7","132","","$3,500,000","08/21/2013","15,000","ML81330807","027-063-280","Burlingame","581.40","","","6,020","Expired","150 VALDEFLORES Drive","1992","94010","R1000"
"$ 39.76","12","13","Almaden Valley","4","3","4","111","","$3,498,888","08/23/2013","87,991","ML81331340","742-08-016","San Jose","550.23","","","6,359","Canceled","20545 Whispering Oaks Drive","2001","95120","RR-SR"
"$ 39.60","12","16","Los Gatos/Monte Sereno","5","1","5","219","","$3,498,000","08/19/2013","87,120","ML81330508","410-23-010","Monte Sereno","627.27","03/26/2014","$3,450,000","5,500","Sold","15998 GRANDVIEW Avenue","2002","95030","R144"
"$ 464.94","65","238","Green Gables","3","0","4","65","0","$3,395,000","08/26/2013","7,315","ML81331499","003-58-007","Palo Alto","1,170.74","10/30/2013","$3,401,000","2,905","Sold","1776 GUINDA Street","1948","94303","R1"
"$ 136.09","26","450","Skyfarm","5","0","5","110","","$3,398,000","08/16/2013","24,969","ML81330312","028-502-070","Hillsborough","774.03","","","4,390","Expired","1055 MACADAMIA Drive","1987","94010","R100"
"$ 437.43","63","238","Green Gables","3","0","5","7","","$2,865,000","09/11/2013","7,560","ML81333758","003-13-037","Palo Alto","1,278.81","09/18/2013","$3,307,000","2,586","Sold","582 PATRICIA Lane","1950","94303","R1"
"$ 547.26","0","234","Midtown","3","1","4","29","","$3,298,000","09/12/2013","6,030","ML81333794","132-18-051","Palo Alto","914.63","10/11/2013","$3,300,000","3,608","Sold","2710 RAMONA Street","2013","94306","R1"
"$ 67.62","66","17","Saratoga","4","1","4","28","","$3,299,000","08/20/2013","48,787","ML81330625","397-08-084","Saratoga","821.67","","","4,015","Canceled","19110 SUNNYSIDE Drive","1947","95070","SA"
"$ 70.04","28","221","Los Altos Hills","4","1","5","90","","$3,295,000","08/20/2013","47,044","ML81330716","331-21-007","Los Altos Hills","669.31","","","4,923","Canceled","11029 EASTBROOK Avenue","1986","94024","R1E1"
"$ 235.61","62","303","Central Menlo","3","0","3","14","","$3,275,000","09/06/2013","13,900","ML81333043","071-251-110","Menlo Park","1,178.06","09/20/2013","$3,275,000","2,780","Sold","7 HELEN Place","1951","94025","R1"
"$ 120.34","57","451","Hillsborough Hills Etc.","2","1","3","9","","$2,895,000","08/25/2013","27,007","ML81331446","027-243-070","Hillsborough","1,018.81","09/03/2013","$3,250,000","3,190","Sold","2845 SUMMIT Drive","1956","94010","R1"
"$ 38.95","160","16","Los Gatos/Monte Sereno","6","1","7","130","","$3,499,000","09/02/2013","81,893","ML81332297","407-14-003","Los Gatos","436.27","09/24/2013","$3,190,000","7,312","Sold","14610 QUITO Road","1853","95032","HD"
"$ 61.92","48","445","Lakeview","6","2","6","80","","$3,288,888","08/16/2013","50,530","ML81330179","030-201-180","Hillsborough","416.56","11/04/2013","$3,128,800","7,511","Sold","1226 KENILWORTH Road","1965","94010","r1"
"$ 147.65","62","9","Central San Jose","4","1","5","8","","$3,195,000","08/16/2013","20,995","ML81330236","274-26-034","San Jose","520.22","08/24/2013","$3,100,000","5,959","Sold","1631 UNIVERSITY Way","1951","95126","R1-8"
"$ 116.28","77","439","San Mateo Park / El Cerrito Park","4","1","5","8","","$2,750,000","08/23/2013","26,660","ML81331189","032-042-220","San Mateo","817.94","08/31/2013","$3,100,000","3,790","Sold","401 DORCHESTER Road","1936","94402","R100"
"$ 116.52","23","445","Lakeview","4","1","4","293","","$3,500,000","08/23/2013","26,604","ML81331333","038-052-100","Hillsborough","671.00","06/12/2014","$3,100,000","4,620","Sold","10 KINGSWOOD Circle","1991","94010","R1"
"$ 54.68","56","221","Los Altos Hills","2","2","4","73","","$3,500,000","09/10/2013","56,697","ML81333660","175-42-006","Los Altos Hills","1,169.81","11/22/2013","$3,100,000","2,650","Sold","13334 LA CRESTA Drive","1958","94022","R1"
"$ 154.06","10","233","South Palo Alto","3","1","4","12","","$2,995,000","08/31/2013","19,798","ML81332198","127-47-070","Palo Alto","885.60","09/12/2013","$3,050,000","3,444","Sold","3465 MIDDLEFIELD Road","2003","94306","R1B8"
"$ 355.37","17","234","Midtown","3","1","5","8","","$2,695,000","08/28/2013","8,470","ML81331835","132-18-084","Palo Alto","1,045.50","09/05/2013","$3,010,000","2,879","Sold","252 COLORADO Avenue","1996","94301","R1"
"$ 415.11","0","233","South Palo Alto","3","1","4","9","","$2,898,000","09/03/2013","7,227","ML81332459","127-46-011","Palo Alto","1,036.99","09/12/2013","$3,000,000","2,893","Sold","816 AMES Avenue","2013","94303","R1B7"
"$ 68.17","9","221","Los Altos Hills","4","1","5","160","","$2,999,000","08/30/2013","43,996","ML81332155","336-18-013","Los Altos Hills","886.75","","","3,382","Canceled","24140 DAWNRIDGE Drive","2004","94024","RA"
"$ 146.00","96","439","San Mateo Park / El Cerrito Park","3","2","5","40","","$2,975,000","09/04/2013","20,377","ML81333053","032-100-130","San Mateo","965.91","","","3,080","Canceled","195 W POPLAR Avenue","1917","94402","R1"
"$ 674.14","8","242","Downtown Palo Alto","3","1","3","14","42","$2,995,000","09/05/2013","4,373","ML81332765","120-17-111","Palo Alto","1,188.71","09/19/2013","$2,948,000","2,480","Sold","355 CHANNING Avenue","2005","94301","PC"
"$ 129.62","20","445","Lakeview","4","0","4","204","","$2,998,888","08/26/2013","22,605","ML81331489","038-382-010","Hillsborough","552.83","11/23/2013","$2,930,000","5,300","Sold","40 SOUTHDOWN Court","1994","94010","R100"
"$ 25.10","54","445","Lakeview","5","1","5","17","","$2,900,000","09/15/2013","116,741","ML81334260","030-231-140","Hillsborough","591.92","10/02/2013","$2,930,000","4,950","Sold","1260 KENILWORTH Road","1959","94010","R1"
"$ 48.80","52","335","Farm Hills Estates Etc.","3","1","4","7","","$2,799,000","09/06/2013","60,000","ML81333105","057-351-080","Redwood City","770.53","09/13/2013","$2,928,000","3,800","Sold","900 NOB HILL Road","1961","94061","R1"
"$ 3.31","43","1","Morgan Hill / Gilroy / San Martin","2","0","3","281","","$2,900,000","08/20/2013","877,037","ML81330735","830-05-047","San Martin","1,333.95","","","2,174","Canceled","560 CHURCH Avenue","1971","95046","RR-5A"
"$ 72.34","38","17","Saratoga","3","1","5","132","","$2,899,000","09/10/2013","40,075","ML81333526","397-01-043","Saratoga","596.50","","","4,860","Canceled","14022 APRICOT Hill","1976","95070","R140"
"$ 25.46","71","16","Los Gatos/Monte Sereno","2","0","3","128","","$2,895,000","09/09/2013","113,692","ML81333349","529-37-016","Los Gatos","1,270.29","","","2,279","Expired","1 HIGHLAND Avenue","1942","95030","HR110"
"$ 21.10","61","263","Central Portola Valley","2","1","4","27","","$2,998,000","08/25/2013","132,727","ML81331429","077-273-010","Portola Valley","1,010.83","09/21/2013","$2,800,000","2,770","Sold","207 WESTRIDGE Drive","1952","94028","R102A"
"$ 34.56","38","221","Los Altos Hills","2","1","3","14","","$2,880,000","09/05/2013","81,022","ML81332750","182-48-053","Los Altos Hills","1,043.22","09/19/2013","$2,800,000","2,684","Sold","27296 BYRNE PARK Lane","1975","94022","RA"
"$ 18.82","24","3","Evergreen","6","1","7","101","","$2,788,000","08/22/2013","148,104","ML81331038","659-24-014","San Jose","335.34","","","8,314","Expired","4227 CHABOYA Court","1989","95148","HS"
"$ 454.17","4","302","County / Alameda Area","3","1","4","13","","$2,695,000","08/19/2013","6,000","ML81330484","074-076-150","Menlo Park","892.27","09/01/2013","$2,725,000","3,054","Sold","2191 GORDON Avenue","2009","94025","R100"
"$ 283.85","29","438","Baywood/Parrott Park","4","1","5","56","","$2,695,000","08/23/2013","9,600","ML81331194","034-102-060","San Mateo","586.02","10/18/2013","$2,725,000","4,650","Sold","348 GEORGETOWN Avenue","1984","94402","R1006"
"$ 516.55","5","16","Los Gatos/Monte Sereno","3","1","4","171","227","$2,998,000","09/05/2013","5,227","ML81332993","424-29-039","Los Gatos","702.94","02/23/2014","$2,700,000","3,841","Sold","172 BERSANO Lane","2009","95030","R1PD"
"$ 412.15","4","238","Green Gables","3","0","4","8","","$2,398,000","09/11/2013","6,551","ML81333781","003-15-046","Palo Alto","1,184.21","09/19/2013","$2,700,000","2,280","Sold","561 HILBAR Lane","2009","94303","R1"
"$ 119.16","36","450","Skyfarm","3","0","4","191","","$2,699,000","08/21/2013","22,650","ML81330984","028-471-050","Hillsborough","854.11","","","3,160","Expired","2969 CHURCHILL Drive","1978","94010","R1"
"$ 38.67","0","335","Farm Hills Estates Etc.","3","1","4","212","","$2,695,000","09/04/2013","69,696","ML81332581","068-194-260","Redwood City","539.22","","","4,998","Canceled","698 edgecliff Way","2014","94061","r1"
"$ 119.47","54","291","El Camino to Alameda","3","1","5","143","","$2,688,000","08/30/2013","22,500","ML81332021","059-313-050","Atherton","795.27","","","3,380","Canceled","73 NORA Way","1960","94027","R1"
"$ 56.44","50","221","Los Altos Hills","3","1","5","43","","$2,698,000","08/20/2013","47,480","ML81330737","175-55-011","Los Altos Hills","687.71","10/02/2013","$2,680,000","3,897","Sold","12896 VISCAINO Road","1963","94022","R1"
"$ 19.70","40","263","Central Portola Valley","2","0","3","90","","$2,828,000","09/08/2013","135,036","ML81333473","077-080-340","Portola Valley","922.01","12/07/2013","$2,660,000","2,885","Sold","190 ESCOBAR Road","1974","94028","R1002"
"$ 44.08","53","278","Woodside Heights","2","1","3","101","","$2,825,000","08/17/2013","60,113","ML81330362","069-224-080","Woodside","846.65","11/26/2013","$2,650,000","3,130","Sold","135 LAKEVIEW Drive","1961","94062","R100"
"$ 441.67","24","466","Burlinhome / Easton Add #2 / #3 / #5","3","1","4","28","","$2,749,000","08/23/2013","6,000","ML81331193","027-151-020","Burlingame","676.02","09/20/2013","$2,650,000","3,920","Sold","1383 VANCOUVER Avenue","1989","94010","R1006"
"$ 91.44","61","212","Country Club","2","1","3","10","","$2,398,000","09/04/2013","28,980","ML81332705","331-10-163","Los Altos","959.10","09/14/2013","$2,650,000","2,763","Sold","1475 COUNTRY CLUB Drive","1952","94024","R1E-2"
"$ 21.95","27","17","Saratoga","3","0","5","164","37","$2,648,000","09/10/2013","120,661","ML81333507","366-49-043","Saratoga","770.66","","","3,436","Canceled","12497 PARKER RANCH Court","1986","95070","RSH"
"$ 383.27","1","16","Los Gatos/Monte Sereno","3","1","4","80","","$2,670,000","09/06/2013","6,862","ML81333098","529-18-081","Los Gatos","733.00","11/25/2013","$2,630,000","3,588","Sold","16930 Mitchell","2013","95032","R1"
"$ 64.03","35","17","Saratoga","4","0","4","1","","$2,688,000","09/08/2013","40,824","ML81333253","397-01-063","Saratoga","587.15","09/09/2013","$2,614,000","4,452","Sold","13926 CAMINO BARCO","1978","95070","R140"
"$ 60.29","52","292","Middlefield to El Camino Atherton","7","0","6","23","","$2,800,000","08/17/2013","43,124","ML81330408","060-200-130","Atherton","442.93","09/09/2013","$2,600,000","5,870","Sold","51 JENNINGS Lane","1961","94027","R100"
"$ 61.29","77","13","Almaden Valley","2","0","3","29","0","$2,699,000","09/11/2013","42,418","ML81333665","575-01-002","San Jose","1,122.14","10/10/2013","$2,600,000","2,317","Sold","6055 GUADALUPE MINES Road","1937","95120","R1-1"
"$ 180.74","62","211","North Los Altos","2","1","3","8","","$2,495,000","09/11/2013","14,385","ML81333736","170-21-048","Los Altos","1,049.23","09/19/2013","$2,600,000","2,478","Sold","226 VERANO Drive","1951","94022","R1"
"$ 53.73","49","17","Saratoga","3","0","4","111","","$2,598,000","09/03/2013","48,352","ML81332439","397-04-050","Saratoga","581.34","","","4,469","Expired","15002 SPERRY Lane","1964","95070","R140"
"$ 263.09","60","214","South of El Monte","4","0","4","7","","$2,498,000","09/04/2013","9,875","ML81332779","193-32-005","Los Altos","926.53","09/11/2013","$2,598,000","2,804","Sold","1161 LAMMY Place","1953","94024","R1AB2"
"$ 31.61","14","23","Los Gatos Mountains","4","2","6","41","","$2,575,000","09/03/2013","81,457","ML81332409","558-04-041","Los Gatos","545.55","","","4,720","Canceled","22695 OLD SANTA CRUZ Highway","1999","95033","HS"
"$ 30.16","8","1","Morgan Hill / Gilroy / San Martin","5","1","5","193","","$2,699,000","09/13/2013","85,378","ML81334082","776-24-027","Morgan Hill","501.75","03/25/2014","$2,575,000","5,132","Sold","15955 OAK GLEN Avenue","2006","95037","R1"
"$ 74.45","76","442","Hillsborough Park Etc.","3","1","4","16","","$2,598,000","08/28/2013","34,251","ML81331837","031-280-070","Hillsborough","861.49","09/13/2013","$2,550,000","2,960","Sold","1025 MERNER Road","1937","94010","R1"
"$ 135.59","60","471","Burlingame Hills / Skyline Terrace","2","1","3","90","","$2,549,000","08/23/2013","18,800","ML81331313","027-052-210","Burlingame","967.00","","","2,636","Expired","130 ALTURAS Drive","1953","94010","R1"
"$ 47.28","40","17","Saratoga","3","1","4","170","","$2,648,000","09/02/2013","53,579","ML81332357","517-22-099","Saratoga","657.58","02/19/2014","$2,533,000","3,852","Sold","15375 PEACH HILL Road","1974","95070","R140"
"$ 169.07","94","311","County Area / Fair Oaks Ave","4","1","5","17","","$2,498,000","09/09/2013","14,775","ML81333363","060-154-080","Menlo Park","537.20","09/26/2013","$2,498,000","4,650","Sold","3617 OAK Drive","1919","94025","R1"
"$ 453.64","6","304","Allied Arts / Downtown","3","0","3","116","","$2,495,000","09/06/2013","5,500","ML81333110","071-425-040","Menlo Park","1,313.85","","","1,899","Expired","885 HARVARD Avenue","2007","94025","R100"
"$ 308.39","113","16","Los Gatos/Monte Sereno","3","1","3","77","","$2,595,000","08/27/2013","8,050","ML81331619","532-28-032","Los Gatos","824.75","09/24/2013","$2,482,500","3,010","Sold","178 LOMA ALTA Avenue","1900","95030","R18"
"$ 99.59","47","446","Carolands Etc.","2","0","3","13","","$2,180,000","09/14/2013","24,600","ML81334146","030-034-020","Hillsborough","868.79","09/27/2013","$2,450,000","2,820","Sold","586 LAURENT Road","1966","94010","R1"
"$ 408.17","2","466","Burlinhome / Easton Add #2 / #3 / #5","3","1","5","70","","$2,449,000","09/09/2013","6,000","ML81333314","026-152-080","Burlingame","826.81","","","2,962","Canceled","1256 CORTEZ Avenue","2011","94010","R100"
"$ 59.74","47","17","Saratoga","3","0","5","10","","$2,399,000","08/17/2013","40,511","ML81330369","510-06-038","Saratoga","729.14","08/27/2013","$2,420,000","3,319","Sold","19266 BOUNTIFUL ACRES","1966","95070","R140"
