"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 202.41","62","209","Miramonte","3","1","4","12","","$1,398,000","02/06/2013","6,966","ML81303640","Mountain View","812.21","02/18/2013","$1,410,000","1,736","Sold","1790 PILGRIM Avenue","1951","94040","R1"
"$ 122.22","62","209","Miramonte","1","0","3","8","","$1,100,000","09/25/2013","11,537","ML81335466","Mountain View","1,176.96","10/03/2013","$1,410,000","1,198","Sold","1440 BROOKDALE Avenue","1951","94040","R1-8L"
"$ 257.35","62","207","Downtown Mountain View","1","0","3","7","","$1,100,000","02/18/2015","5,440","ML81451297","Mountain View","1,173.51","02/25/2015","$1,400,000","1,193","Sold","214 Lauella Court","1953","94041","R1"
"$ 52.84","62","208","Grant","1","1","3","9","","$1,200,000","08/16/2011","25,075","ML81135744","Mountain View","881.57","08/25/2011","$1,325,000","1,503","Sold","753 SLEEPER Avenue","1949","94040","R110"
"$ 218.41","62","209","Miramonte","1","0","3","13","","$1,100,000","04/25/2014","5,952","ML81413918","Mountain View","1,177.54","05/08/2014","$1,300,000","1,104","Sold","816 SONIA Way","1952","94040","R1"
"$ 238.90","62","209","Miramonte","1","1","3","2","","$1,280,000","10/04/2014","5,358","ML81436244","Mountain View","1,086.59","10/06/2014","$1,280,000","1,178","Sold","859 TULANE Court","1952","94040","R1"
"$ 250.00","62","209","Miramonte","1","0","3","8","","$1,150,000","04/30/2014","5,000","ML81414514","Mountain View","1,245.02","05/08/2014","$1,250,000","1,004","Sold","772 GANTRY Way","1952","94040","R1"
"$ 205.10","62","209","Miramonte","1","0","3","7","","$849,000","06/06/2013","5,607","ML81319766","Mountain View","1,180.70","06/13/2013","$1,150,000","974","Sold","1061 CLARK Avenue","1951","94040","R1"
"$ 113.41","62","209","Miramonte","2","0","3","29","","$1,250,000","03/03/2011","9,920","ML81109504","Mountain View","625.00","04/01/2011","$1,125,000","1,800","Sold","1229 BROOKDALE Avenue","1949","94040","R18L"
"$ 196.20","62","209","Miramonte","1","0","3","10","","$1,150,000","08/07/2014","5,632","ML81428655","Mountain View","1,000.91","08/17/2014","$1,105,000","1,104","Sold","808 SONIA Way","1952","94040","R1"
"$ 187.83","62","207","Downtown Mountain View","1","0","2","43","","$1,150,000","09/01/2010","5,457","ML81043365","Mountain View","636.65","10/14/2010","$1,025,000","1,610","Sold","610 VIEW Street","1948","94041","R1"
"$ 106.43","62","200","Whisman","3","0","5","115","","$1,019,950","10/12/2010","9,583","ML81049729","Mountain View","1,071.38","","","952","Canceled","77 DEVONSHIRE Avenue","1949","94043","R32"
"$ 60.78","62","209","Miramonte","2","0","3","1","","$1,000,000","02/07/2011","16,206","ML81105661","Mountain View","755.95","02/08/2011","$985,000","1,303","Sold","1725 PILGRIM Avenue","1949","94040","R1"
"$ 191.91","62","209","Miramonte","2","0","3","7","","$899,950","06/19/2012","5,044","ML81223158","Mountain View","808.69","06/26/2012","$968,000","1,197","Sold","847 HARPSTER Drive","1950","94040","R1"
"$ 79.03","62","209","Miramonte","1","0","2","58","","$899,000","08/31/2011","11,376","ML81137892","Mountain View","846.52","","","1,062","Expired","1717 PILGRIM Avenue","1949","94040","R1"
"$ 166.67","62","203","North Shoreline","2","0","4","6","","$795,000","07/26/2012","5,100","ML81227982","Mountain View","705.39","08/01/2012","$850,000","1,205","Sold","1890 MONTECITO Avenue","1950","94043","R1"
"$ 71.31","62","209","Miramonte","1","1","2","87","","$799,000","05/11/2010","11,204","ML81023340","Mountain View","718.53","","","1,112","Expired","1050 EL MONTE Avenue","1948","94040","R31"
"$ 159.60","62","207","Downtown Mountain View","2","1","3","62","","$819,000","10/12/2011","5,000","ML81143492","Mountain View","583.33","12/13/2011","$798,000","1,368","Sold","1802 VILLA Street","1950","94041","R1"
"$ 94.97","62","209","Miramonte","1","0","2","73","","$758,888","08/25/2010","7,560","ML81042115","Mountain View","741.74","11/06/2010","$718,000","968","Sold","1007 LANE Avenue","1948","94040","R1"
"$ 130.00","62","203","North Shoreline","2","0","3","8","","$650,000","03/20/2012","5,400","ML81210319","Mountain View","650.00","03/28/2012","$702,000","1,080","Sold","1842 HACKETT Avenue","1950","94043","R1"
"$ 119.44","62","203","North Shoreline","1","0","3","30","","$649,000","01/18/2012","5,400","ML81201985","Mountain View","620.79","02/17/2012","$645,000","1,039","Sold","1831 VASSAR Avenue","1950","94043","R1"
"$ 193.11","62","207","Downtown Mountain View","1","0","2","51","25","$589,000","03/02/2011","3,050","ML81109179","Mountain View","638.14","","","923","Canceled","607 LEKSICH Avenue","1949","94041","R325"
"$ 71.81","62","206","San Antonio","1","0","2","4","","$498,000","08/02/2010","6,935","ML81038146","Mountain View","","08/06/2010","$498,000","0","Sold","2620 FAYETTE Drive","1948","94040","CRA"
"$ 72.55","62","206","San Antonio","1","0","2","54","","$399,000","08/09/2011","5,500","ML81134810","Mountain View","484.22","10/02/2011","$399,000","824","Sold","208 ESCUELA Avenue","1949","94040","R312"
"$ 264.03","63","207","Downtown Mountain View","3","0","3","7","","$1,599,000","05/14/2014","7,200","ML81416871","Mountain View","1,105.88","05/21/2014","$1,901,000","1,719","Sold","542 ANZA Street","1951","94041","R1"
"$ 170.77","63","209","Miramonte","3","1","4","129","","$1,899,000","08/10/2012","11,120","ML81229930","Mountain View","513.52","","","3,698","Canceled","1432 BROOKDALE Avenue","1949","94040","R18L"
"$ 294.12","63","209","Miramonte","2","1","3","28","","$1,698,000","07/15/2014","5,848","ML81425296","Mountain View","852.33","08/12/2014","$1,720,000","2,018","Sold","1111 BLACKFIELD Way","1951","94040","R1"
"$ 250.00","63","209","Miramonte","2","0","3","6","","$1,298,000","05/29/2014","6,500","ML81418696","Mountain View","1,251.93","06/04/2014","$1,625,000","1,298","Sold","2052 JARDIN Drive","1951","94040","R1"
"$ 285.36","63","209","Miramonte","3","0","4","9","","$1,250,000","03/19/2014","5,607","ML81408870","Mountain View","884.96","03/28/2014","$1,600,000","1,808","Sold","1112 BLACKFIELD Way","1951","94040","R1"
"$ 258.38","63","209","Miramonte","2","0","3","7","","$1,295,000","01/08/2014","5,670","ML81400619","Mountain View","1,053.96","01/15/2014","$1,465,000","1,390","Sold","1087 SOLANA Drive","1951","94040","R1"
"$ 128.19","63","209","Miramonte","2","0","4","6","","$1,298,000","11/08/2012","10,625","ML81240339","Mountain View","731.86","11/14/2012","$1,362,000","1,861","Sold","1033 MARILYN Drive","1949","94040","R18L"
"$ 226.83","63","209","Miramonte","1","0","3","9","","$1,290,000","05/28/2014","6,000","ML81418752","Mountain View","1,397.33","06/06/2014","$1,361,000","974","Sold","1113 N CLARK Avenue","1951","94040","R1"
"$ 260.45","63","203","North Shoreline","2","0","3","7","","$988,000","06/18/2014","5,049","ML81421856","Mountain View","1,098.58","06/25/2014","$1,315,000","1,197","Sold","1893 SAN LUIS Avenue","1951","94043","R1"
"$ 110.96","63","209","Miramonte","1","0","2","8","","$998,000","07/11/2013","11,761","ML81324899","Mountain View","1,212.83","07/19/2013","$1,305,000","1,076","Sold","921 BARBARA Avenue","1950","94040","R1"
"$ 110.49","63","209","Miramonte","1","0","3","9","","$1,100,000","02/03/2014","11,340","ML81403159","Mountain View","1,049.41","02/12/2014","$1,253,000","1,194","Sold","1332 MIRAMONTE Avenue","1951","94040","R1"
"$ 200.67","63","203","North Shoreline","2","0","4","5","","$1,150,000","03/12/2013","5,980","ML81307792","Mountain View","459.77","03/17/2013","$1,200,000","2,610","Sold","181 BEATRICE Street","1950","94043","R1"
"$ 212.30","63","203","North Shoreline","3","0","5","44","","$1,188,888","06/05/2013","5,600","ML81319708","Mountain View","470.66","","","2,526","Canceled","1773 PEACOCK Avenue","1950","94043","R1"
"$ 113.58","63","209","Miramonte","1","1","2","0","","$1,150,000","02/08/2011","10,125","ML81105773","Mountain View","727.85","02/08/2011","$1,150,000","1,580","Sold","1037 ROSE Avenue","1948","94040","R18L"
"$ 205.56","63","203","North Shoreline","2","0","4","10","","$928,000","02/12/2013","5,400","ML81304347","Mountain View","600.00","02/22/2013","$1,110,000","1,850","Sold","1861 MONTECITO Avenue","1950","94043","R1"
"$ 218.95","63","209","Miramonte","2","0","3","28","","$1,098,000","02/13/2013","5,024","ML81304480","Mountain View","654.37","03/13/2013","$1,100,000","1,681","Sold","823 HARPSTER Drive","1950","94040","R1"
"$ 92.39","63","209","Miramonte","1","0","2","6","","$999,000","02/23/2012","11,376","ML81206816","Mountain View","989.64","02/29/2012","$1,051,000","1,062","Sold","1717 PILGRIM Avenue","1949","94040","R1"
"$ 90.99","63","209","Miramonte","2","0","3","7","","$979,000","12/14/2011","11,100","ML81150435","Mountain View","695.59","12/21/2011","$1,010,000","1,452","Sold","1724 PILGRIM Avenue","1949","94040","R1"
"$ 139.64","63","209","Miramonte","1","0","2","22","","$800,000","08/16/2012","6,875","ML81230637","Mountain View","915.16","09/07/2012","$960,000","1,049","Sold","60 STARR Way","1949","94040","R18L"
"$ 94.91","63","209","Miramonte","1","0","2","25","","$749,000","01/05/2012","10,010","ML81200383","Mountain View","1,089.45","01/30/2012","$950,000","872","Sold","989 LANE Avenue","1949","94040","R1"
"$ 110.87","63","201","Sylvan Dale","2","0","3","13","","$899,000","05/12/2010","8,190","ML81023439","Mountain View","503.05","05/25/2010","$908,000","1,805","Sold","759 ALICE Avenue","1947","94041","R1"
"$ 152.67","63","203","North Shoreline","1","0","3","7","","$849,000","09/24/2014","5,928","ML81434770","Mountain View","1,087.74","10/01/2014","$905,000","832","Sold","1864 DOANE Avenue","1951","94043","R1"
"$ 134.47","63","204","Rengstorff","3","0","4","46","","$945,330","01/31/2013","6,693","ML81302936","Mountain View","559.01","03/18/2013","$900,000","1,610","Sold","2259 WYANDOTTE Street","1950","94043","R32"
"$ 180.00","63","207","Downtown Mountain View","1","1","2","8","","$949,000","09/10/2014","5,000","ML81432974","Mountain View","1,011.24","09/18/2014","$900,000","890","Sold","535 TOFT Street","1951","94041","R1"
"$ 173.53","63","207","Downtown Mountain View","1","0","3","17","","$857,000","11/02/2010","5,100","ML81052793","Mountain View","699.05","11/19/2010","$885,000","1,266","Sold","226 MERCY Street","1947","94041","R1"
"$ 118.61","63","207","Downtown Mountain View","1","0","3","0","","$865,000","06/02/2011","7,293","ML81124557","Mountain View","642.17","06/02/2011","$865,000","1,347","Sold","560 ANZA Street","1948","94041","R1"
"$ 153.57","63","203","North Shoreline","2","0","3","9","","$850,000","03/02/2013","5,600","ML81306494","Mountain View","634.22","03/11/2013","$860,000","1,356","Sold","1859 ELSIE Avenue","1950","94043","R1"
"$ 138.49","63","203","North Shoreline","1","0","3","7","","$849,000","03/20/2014","6,210","ML81408873","Mountain View","680.92","03/27/2014","$860,000","1,263","Sold","1017 FARLEY Street","1951","94043","R1"
"$ 154.55","63","203","North Shoreline","2","0","3","8","","$768,000","06/11/2013","5,500","ML81320570","Mountain View","963.72","06/19/2013","$850,000","882","Sold","1762 ELSIE Avenue","1950","94043","R1"
"$ 132.74","63","203","North Shoreline","1","0","2","80","","$729,000","10/28/2013","6,328","ML81339257","Mountain View","1,009.62","01/23/2015","$840,000","832","Sold","1837 DREW Avenue","1951","94043","R1"
"$ 145.22","63","207","Downtown Mountain View","1","0","3","25","","$835,000","03/16/2010","5,750","ML81012762","Mountain View","748.21","04/10/2010","$835,000","1,116","Sold","229 PALO ALTO Avenue","1947","94041","R1"
"$ 101.60","63","201","Sylvan Dale","2","0","3","43","","$825,000","09/15/2010","8,120","ML81045468","Mountain View","398.74","","","2,069","Canceled","809 ALICE Avenue","1947","94041","R1"
"$ 145.28","63","203","North Shoreline","1","0","3","9","","$699,000","05/14/2013","5,300","ML81316448","Mountain View","877.99","05/23/2013","$770,000","877","Sold","1835 MONTECITO Avenue","1950","94043","R1"
"$ 146.36","63","207","Downtown Mountain View","1","0","3","4","","$685,000","05/03/2012","5,145","ML81216467","Mountain View","832.04","05/07/2012","$753,000","905","Sold","493 CHIQUITA Avenue","1949","94041","R1"
"$ 142.86","63","207","Downtown Mountain View","1","0","2","9","","$773,000","03/09/2011","5,250","ML81110475","Mountain View","801.28","03/18/2011","$750,000","936","Sold","643 CHIQUITA Avenue","1948","94041","R1"
"$ 146.00","63","207","Downtown Mountain View","1","0","2","7","","$699,000","06/07/2012","5,000","ML81221440","Mountain View","844.91","06/14/2012","$730,000","864","Sold","1808 VILLA Street","1949","94041","R1"
"$ 82.67","63","207","Downtown Mountain View","1","0","2","8","","$609,000","05/25/2011","7,500","ML81123449","Mountain View","765.43","06/02/2011","$620,000","810","Sold","756 CALDERON Avenue","1948","94041","R1"
"$ 95.32","63","204","Rengstorff","1","0","2","25","","$574,900","04/28/2010","5,980","ML81020951","Mountain View","505.32","05/23/2010","$570,000","1,128","Sold","2052 COLONY Street","1947","94043","R32"
"$ 90.38","63","203","North Shoreline","2","0","3","956","","$470,000","06/14/2010","5,200","ML81030057","Mountain View","453.67","","","1,036","Canceled","142 BONNY Street","1950","94043","R1"
"$ 166.57","64","209","Miramonte","2","0","4","16","","$1,498,950","03/16/2013","10,206","ML81308333","Mountain View","764.39","04/01/2013","$1,700,000","2,224","Sold","1029 BARBARA Avenue","1949","94040","R18L"
"$ 171.19","64","203","North Shoreline","4","0","5","13","","$1,299,000","05/29/2014","8,178","ML81418812","Mountain View","437.23","06/11/2014","$1,400,000","3,202","Sold","1244 FARLEY Street","1950","94043","R1"
"$ 259.65","64","209","Miramonte","1","0","2","8","","$1,099,000","09/10/2014","5,130","ML81432957","Mountain View","1,484.95","09/18/2014","$1,332,000","897","Sold","828 HARPSTER Drive","1950","94040","R1"
"$ 175.13","64","203","North Shoreline","2","1","5","9","","$1,250,000","09/24/2014","7,480","ML81434870","Mountain View","725.36","10/03/2014","$1,310,000","1,806","Sold","141 BONNY Street","1950","94043","R1"
"$ 158.84","64","203","North Shoreline","4","0","5","34","","$1,299,000","03/12/2014","8,178","ML81407773","Mountain View","405.68","","","3,202","Canceled","1244 FARLEY Street","1950","94043","R1"
"$ 178.91","64","203","North Shoreline","2","0","3","9","","$999,000","06/04/2014","6,875","ML81419743","Mountain View","862.55","06/13/2014","$1,230,000","1,426","Sold","284 FARLEY Street","1950","94043","R1"
"$ 233.53","64","209","Miramonte","1","0","2","27","","$1,198,000","06/26/2014","5,130","ML81422866","Mountain View","1,335.56","","","897","Canceled","828 HARPSTER Drive","1950","94040","R1"
"$ 213.39","64","203","North Shoreline","3","0","5","175","","$1,195,000","04/03/2014","5,600","ML81410781","Mountain View","473.08","","","2,526","Expired","1773 PEACOCK Avenue","1950","94043","R1"
"$ 125.67","64","209","Miramonte","2","1","5","63","","$1,290,000","11/12/2012","9,350","ML81240661","Mountain View","411.13","01/14/2013","$1,175,000","2,858","Sold","1424 ISABELLE Avenue","1949","94040","R18L"
"$ 108.67","64","209","Miramonte","2","0","3","8","","$998,000","11/08/2012","10,454","ML81240334","Mountain View","997.37","11/16/2012","$1,136,000","1,139","Sold","54 STARR Way","1948","94040","R18L"
"$ 188.55","64","203","North Shoreline","2","0","3","7","","$979,000","10/15/2014","5,850","ML81437321","Mountain View","917.64","10/22/2014","$1,103,000","1,202","Sold","1127 FARLEY Street","1950","94043","R1"
"$ 159.91","64","207","Downtown Mountain View","2","0","3","8","","$998,000","10/05/2011","6,785","ML81142544","Mountain View","857.04","10/13/2011","$1,085,018","1,266","Sold","317 MERCY Street","1947","94041","R1"
"$ 194.44","64","203","North Shoreline","2","0","2","4","","$899,000","08/31/2014","5,400","ML81431695","Mountain View","1,126.61","09/04/2014","$1,050,000","932","Sold","1885 MONTECITO Avenue","1950","94043","R1"
"$ 158.33","64","207","Downtown Mountain View","2","0","2","0","","$849,000","09/13/2013","6,600","ML81333989","Mountain View","1,032.61","09/13/2013","$1,045,000","1,012","Sold","452 PETTIS Avenue","1949","94041","R1"
"$ 159.84","64","203","North Shoreline","1","0","3","6","","$899,000","04/23/2014","6,300","ML81413427","Mountain View","1,170.93","04/29/2014","$1,007,000","860","Sold","633 FARLEY Street","1950","94043","R1"
"$ 184.81","64","203","North Shoreline","1","0","3","6","","$768,000","05/29/2014","5,400","ML81418744","Mountain View","1,160.47","06/04/2014","$998,000","860","Sold","1790 HACKETT Avenue","1950","94043","R1"
"$ 157.55","64","203","North Shoreline","1","0","3","10","","$869,000","11/12/2014","6,300","ML81440167","Mountain View","1,154.13","11/22/2014","$992,550","860","Sold","752 BURGOYNE Street","1950","94043","R1"
"$ 169.25","64","203","North Shoreline","2","0","3","21","","$974,900","03/09/2014","5,760","ML81407431","Mountain View","919.72","03/30/2014","$974,900","1,060","Sold","257 FARLEY Street","1950","94043","R1"
"$ 162.21","64","203","North Shoreline","1","1","2","27","","$949,000","05/22/2014","5,980","ML81417965","Mountain View","970.00","05/30/2014","$970,000","1,000","Sold","167 BEATRICE Street","1950","94043","R1"
"$ 186.45","64","203","North Shoreline","2","0","3","21","","$899,950","05/01/2014","5,151","ML81414775","Mountain View","799.00","05/07/2014","$960,400","1,202","Sold","1773 VASSAR Avenue","1950","94043","R1"
