"Group.1","x","Freq.x","x.x.0%","x.x.10%","x.x.20%","x.x.30%","x.x.40%","x.x.50%","x.x.60%","x.x.70%","x.x.80%","x.x.90%","x.x.100%","x.y","Freq.y"
"235",1255.8357, 1, 897.95918, 967.11963,1089.21946,1168.12017,1257.74002,1308.08764,1393.58284,1565.04495,1707.47277,1741.31376,1893.93939,1308.0876, 12
"236",1301.5530, 2, 950.00000,1140.17992,1330.32749,1380.19343,1446.54876,1500.36098,1624.99483,1697.70352,1751.91636,1941.12377,2808.37004,1500.3610, 20
"237",1275.8157, 4,1073.97012,1270.15684,1402.17391,1454.06477,1569.36598,1669.70249,1734.35171,1879.27107,1933.87097,2504.98504,2776.30883,1669.7025, 31
"238",1305.4273, 4, 861.54776,1214.76078,1323.13417,1392.89670,1455.70958,1554.96097,1607.40295,1693.13369,1793.05986,1967.71431,2221.71533,1554.9610, 40
"239",1633.4661, 3,1342.85714,1379.10731,1505.04969,1526.59845,1570.01284,1597.00811,1606.51233,1674.19372,1707.81685,1879.81964,2058.05377,1597.0081, 18
"240",NA,NA,1032.65306,1130.04084,1254.53025,1318.85702,1431.26795,1619.04215,1710.41667,1764.77760,1838.02412,2073.14511,2258.92857,1619.0421, 16
"241",NA,NA,1015.62500,1240.32508,1280.62361,1618.90886,1628.80411,1671.42857,1671.53522,1684.78261,2241.03586,2306.60043,2480.15873,1671.4286, 11
"242",1423.2673, 3,1049.76672,1145.90293,1300.50731,1386.05965,1423.26733,1458.13138,1489.84199,1533.41906,1662.05125,1909.12330,2328.58991,1458.1314, 16
"243",NA,NA, 742.47753, 902.24415,1018.25419,1046.75105,1064.73842,1077.47106,1104.36760,1150.98958,1237.06246,1282.55580,1307.75937,1077.4711,  7
"25,156",NA,NA, 882.35294, 882.35294, 882.35294, 882.35294, 882.35294, 882.35294, 882.35294, 882.35294, 882.35294, 882.35294, 882.35294, 882.3529,  1
"250",NA,NA, 595.56787, 595.56787, 595.56787, 595.56787, 595.56787, 595.56787, 595.56787, 595.56787, 595.56787, 595.56787, 595.56787, 595.5679,  1
"252",NA,NA, 530.66038, 530.66038, 530.66038, 530.66038, 530.66038, 530.66038, 530.66038, 530.66038, 530.66038, 530.66038, 530.66038, 530.6604,  1
"260",NA,NA, 836.44511, 864.49708, 892.54906, 920.60103, 937.71135, 949.35085, 960.99034, 989.15895,1050.38580,1111.61265,1172.83951, 949.3508,  4
"262",NA,NA, 942.12651, 962.03454, 981.94258,1001.85061,1021.75864,1041.66667,1056.32985,1070.99303,1085.65621,1100.31940,1114.98258,1041.6667,  3
"263",1558.2451, 1, 877.86260, 943.72861,1041.13651,1115.15055,1182.82117,1200.00000,1226.37154,1262.67281,1358.92166,1566.52600,1815.98063,1200.0000, 17
"264",NA,NA, 680.31915, 792.44560, 844.70437, 860.33251, 876.18539, 921.67901, 992.86363,1071.33700,1120.75807,1235.92411,1299.43503, 921.6790, 18
"265",NA,NA, 668.21294, 761.17817, 832.94385, 888.13073, 939.24273, 966.61380, 979.55128, 980.14572,1024.23511,1105.46875,1226.56250, 966.6138,  8
"27", 400.2541, 9, 238.09524, 381.94587, 429.63388, 464.34123, 498.90385, 529.90159, 558.82057, 599.41038, 641.59925, 698.52575, 996.40934, 529.9016,673
"270",NA,NA,1093.75000,1093.75000,1093.75000,1093.75000,1093.75000,1093.75000,1093.75000,1093.75000,1093.75000,1093.75000,1093.75000,1093.7500,  1
"271",NA,NA, 772.88942, 772.88942, 772.88942, 772.88942, 772.88942, 772.88942, 772.88942, 772.88942, 772.88942, 772.88942, 772.88942, 772.8894,  1
"272",NA,NA, 680.51948, 694.76233, 709.00517, 723.24801, 737.49086, 751.73370, 757.25741, 762.78111, 768.30482, 773.82852, 779.35223, 751.7337,  3
"273", 733.3333, 1, 480.90278, 497.75248, 541.71930, 585.86810, 696.50182, 714.57627, 720.93930, 757.47973, 776.93917, 840.86957,1115.23810, 714.5763, 19
"274", 892.7381, 3, 514.68362, 875.33312, 924.50232,1099.06279,1257.76631,1349.38410,1400.45113,1610.90630,1710.19436,2003.87972,3316.32653,1349.3841, 19
"275",NA,NA, 641.48936, 655.73406, 669.97876, 684.22346, 698.46816, 712.71286, 726.95756, 741.20226, 755.44696, 769.69166, 783.93636, 712.7129,  2
"277",NA,NA, 953.94737,1001.97368,1050.00000,1056.49606,1062.99213,1183.28178,1303.57143,1433.03571,1562.50000,1705.94136,1849.38272,1183.2818,  6
"278",NA,NA, 770.34884, 836.59459, 902.84033, 969.08608,1035.33183,1101.57758,1167.82333,1234.06908,1300.31483,1366.56058,1432.80632,1101.5776,  2
"290",1483.6395, 2, 980.52033,1100.64187,1187.53536,1207.97275,1289.83003,1402.39726,1632.89258,1815.23838,1901.28517,1933.64586,1939.16350,1402.3973,  7
"291",1496.8929,10, 938.09524,1266.76583,1298.16563,1463.33654,1496.98541,1554.47804,1597.82020,1763.00066,1956.52217,2328.40970,3143.71257,1554.4780, 25
"292",1276.9047, 1, 793.17269, 881.25112, 971.72920, 992.96399,1018.61740,1064.61794,1124.58052,1152.44859,1211.79377,1263.06405,2961.53846,1064.6179, 14
"293",1417.3892, 1,1199.32432,1269.05312,1417.38924,1449.86450,1469.41489,1520.50114,1568.67047,1575.75758,1696.96970,1764.70588,1901.14068,1520.5011, 11
"3", 459.0349, 6, 306.65281, 400.90478, 436.94483, 461.04459, 488.96131, 508.33782, 525.38217, 550.19365, 575.79937, 614.44561, 799.32735, 508.3378,369
"3,100",NA,NA, 280.44280, 280.44280, 280.44280, 280.44280, 280.44280, 280.44280, 280.44280, 280.44280, 280.44280, 280.44280, 280.44280, 280.4428,  1
"3,400",NA,NA, 306.70665, 346.60477, 386.50289, 426.40100, 446.61561, 456.98845, 467.36130, 474.80709, 476.39877, 477.99046, 479.58215, 456.9885,  4
"3,500",NA,NA, 318.74145, 329.26414, 339.78683, 350.30952, 360.83221, 371.35490, 381.87759, 392.40028, 402.92296, 413.44565, 423.96834, 371.3549,  2
"3,600",NA,NA, 428.19007, 436.13248, 444.07490, 452.01731, 459.95973, 467.90214, 475.84456, 483.78697, 491.72938, 499.67180, 507.61421, 467.9021,  2
"300",NA,NA, 854.70085, 856.36214, 858.02342, 859.68470, 861.34598, 863.00726, 864.66855, 866.32983, 867.99111, 869.65239, 871.31367, 863.0073,  2
"301", 874.8258, 2, 871.00788, 908.14138,1038.88725,1069.89929,1093.34148,1099.72289,1110.82889,1130.73741,1148.70130,1193.84003,1243.52332,1099.7229, 13
"302",1180.0448, 9, 866.33663,1001.94393,1023.74672,1082.92808,1142.41294,1180.04477,1233.71520,1288.97767,1356.83785,1546.35109,2964.40678,1180.0448, 43
"303",1249.8321, 8, 964.07818,1109.46360,1192.46262,1207.04921,1253.78799,1288.21844,1317.98057,1467.74124,1599.33870,1743.73699,2076.92308,1288.2184, 38
"304",1292.6396, 6, 942.47006, 999.23655,1223.58590,1247.20935,1292.90241,1341.16768,1450.27138,1498.56806,1528.28127,1618.43318,2661.90476,1341.1677, 22
"305", 864.1384, 2, 852.60116, 864.13842, 875.67568, 885.64004, 895.60440, 907.36102, 919.11765,1173.84454,1428.57143,1555.74913,1682.92683, 907.3610,  6
"306",1045.2962, 1,1045.29617,1069.98003,1094.66390,1119.34777,1144.03163,1168.71550,1193.39937,1218.08323,1242.76710,1267.45097,1292.13483,1168.7155,  2
"307", 973.9297, 2, 673.30677, 833.85453, 996.23100,1081.63918,1188.71918,1268.31210,1328.73248,1437.43731,1454.82625,1546.21740,1794.06647,1268.3121, 18
"308",1060.4117, 2, 829.42431, 993.20142,1045.75163,1074.41013,1125.00000,1191.39605,1243.11927,1272.35355,1335.40373,1483.14840,1744.89796,1191.3961, 26
"309",NA,NA, 573.52941, 856.01624, 941.38095,1032.31826,1093.39438,1131.20567,1161.49492,1223.68315,1271.77438,1349.28230,1500.00000,1131.2057, 27
"310", 643.5644, 1, 446.15385, 599.68586, 644.20234, 704.79242, 721.38918, 783.03075, 789.09890, 801.17647, 846.73440, 911.70364,1006.17284, 783.0308, 30
"311", 886.1389, 4, 568.40149, 692.43597, 737.12242, 824.32733, 870.91339, 922.67120, 948.05517, 952.19717,1054.94882,1154.96312,1321.73913, 922.6712, 28
"321",NA,NA, 591.39785, 628.14042, 664.88299, 701.62555, 738.36812, 775.11069, 811.85326, 848.59583, 885.33839, 922.08096, 958.82353, 775.1107,  2
"322", 515.9574, 1, 320.78853, 474.45042, 540.07538, 621.67913, 646.07439, 661.06195, 682.56030, 702.88870, 733.10534, 778.20719,1490.61662, 661.0619, 85
"330", 587.7804, 1, 375.72254, 527.86182, 580.52651, 608.60353, 653.32287, 700.24999, 744.45668, 814.95413, 840.87643, 890.55000,1044.87179, 700.2500, 48
"331",NA,NA, 595.04886, 801.07087, 872.36931, 877.33791, 882.65306, 914.85904, 929.05405, 946.64502, 954.88722, 979.38144, 988.95604, 914.8590, 16
"332", 902.5000, 9, 585.93750, 711.70376, 734.80266, 781.58492, 862.46824, 896.15385, 945.95960, 985.71211,1000.00000,1050.79066,1206.39535, 896.1538, 67
"333", 816.4422, 6, 478.92720, 660.29919, 756.89655, 809.05011, 850.00000, 877.56027, 924.11765, 976.30719,1029.41176,1127.67402,1364.70588, 877.5603,126
"334",1023.1413, 2, 513.71429, 754.63291, 802.50674, 858.76905, 883.03733, 910.49383, 951.71457,1006.03690,1044.57172,1099.76919,1352.17391, 910.4938, 69
"335", 596.4466, 1, 596.44661, 722.48833, 807.88177, 843.02495, 872.09302, 886.65742, 915.49296, 957.42754, 991.11415,1054.20968,1163.39286, 886.6574, 56
"336", 864.2363, 3, 532.40741, 597.05123, 641.70229, 677.89653, 734.22246, 781.99052, 816.45812, 914.68531, 979.12559,1071.42857,1385.54217, 781.9905, 93
"337",NA,NA, 575.00000, 666.56977, 758.13953, 770.09541, 782.05128, 866.75380, 951.45631, 951.61051, 951.76471,1011.38531,1071.00592, 866.7538,  6
"350", 920.3681, 1, 619.46903, 634.41120, 747.32172, 809.43987, 846.65343, 874.53917, 899.73140, 943.70619,1009.19192,1099.87562,1225.25253, 874.5392, 24
"351", 826.0366,10, 535.21127, 614.86310, 699.80020, 749.25791, 775.55728, 857.26093, 914.54172, 948.85442,1004.67624,1062.94171,3086.61417, 857.2609, 70
"352", 840.0444, 1, 693.27731, 781.13949, 869.14062, 921.65899, 961.73962,1019.79604,1052.63158,1124.44444,1177.77778,1226.80412,2010.41667,1019.7960, 61
"353", 888.0368, 1, 718.89401, 747.91869, 865.56515, 885.23950, 903.18450, 975.74718,1033.38620,1082.10979,1148.33089,1191.92938,1447.77778, 975.7472, 32
"354",NA,NA, 594.59459, 783.13253, 845.69733, 888.88889, 898.90710, 911.11111, 926.31579, 967.03297,1037.80488,1083.33333,1153.06122, 911.1111, 11
"355", 892.9182, 3, 573.82550, 734.28571, 775.51020, 835.78431, 892.91823, 930.37975, 961.23596,1009.43396,1069.65517,1126.21359,1160.22099, 930.3797, 51
"360",NA,NA, 679.85612, 734.88372, 758.82353, 824.46809, 843.19527, 856.03113, 866.66667, 894.73684, 911.01695,1021.12676,1141.66374, 856.0311, 21
"361", 878.2955, 3, 340.00000, 691.55235, 739.02382, 763.25210, 793.96438, 837.34940, 868.55959, 903.52805, 972.65367,1027.06338,1884.05797, 837.3494, 65
"362",1000.1724, 2, 579.26829, 638.32098, 714.68944, 762.91667, 799.38024, 838.92276, 889.90231, 959.25902,1003.89621,1066.21080,1355.42169, 838.9228, 52
"363", 867.0439, 1, 569.85294, 640.04376, 739.45707, 798.90873, 808.19018, 828.40237, 920.37689, 957.46637, 983.52403,1040.61931,1077.86885, 828.4024, 17
"364",NA,NA, 768.57143, 876.49410, 898.01606, 921.76515, 975.51020,1003.54610,1096.81083,1177.72277,1198.01980,1260.39604,1306.93069,1003.5461, 20
"370",NA,NA, 741.81818, 801.61265, 861.40711, 900.95557, 920.25800, 939.56044, 996.44067,1053.32089,1089.43396,1104.77987,1120.12579, 939.5604,  5
"372",NA,NA, 982.45614, 982.45614, 982.45614, 982.45614, 982.45614, 982.45614, 982.45614, 982.45614, 982.45614, 982.45614, 982.45614, 982.4561,  1
"391",NA,NA, 626.55602, 679.55272, 757.46269, 799.49239, 828.22086, 890.10989, 952.38095,1054.68750,1058.59375,1128.90625,1160.15625, 890.1099, 11
"392",NA,NA, 692.30769, 712.02797, 731.74825, 751.46853, 771.18881, 790.90909, 808.22727, 825.54545, 842.86364, 860.18182, 877.50000, 790.9091,  3
"394",NA,NA, 738.91626, 758.62069, 778.32512, 798.02956, 817.73399, 837.43842, 863.32090, 889.20339, 915.08587, 940.96835, 966.85083, 837.4384,  3
"395",NA,NA, 669.92188, 686.40563, 702.88938, 719.37314, 727.15734, 730.59176, 734.02618, 737.05041, 739.25426, 741.45812, 743.66197, 730.5918,  4
"396",NA,NA, 675.00000, 688.96552, 706.26671, 713.06122, 735.41533, 754.10411, 766.11497, 777.93037, 787.59034, 828.32992, 906.25000, 754.1041, 10
"397",NA,NA, 634.92063, 637.73421, 656.54196, 686.86623, 703.57596, 752.84091, 761.88745, 792.03957, 855.02142, 881.79858, 897.72727, 752.8409, 13
"398",NA,NA, 648.14815, 669.23792, 682.29339, 766.39764, 793.13559, 850.27529, 866.58530, 873.44452, 914.68897, 928.07403, 942.40838, 850.2753, 14
"4", 399.7113, 4, 277.95734, 360.91892, 393.67819, 417.59592, 444.85005, 463.99614, 489.80086, 510.41667, 538.58548, 587.77738,1175.00000, 463.9961,424
"413",NA,NA, 514.70588, 604.38870, 658.33979, 683.52273, 702.03026, 723.75000, 790.78947, 813.71602, 842.44032, 879.64912, 975.00000, 723.7500, 27
"414",NA,NA, 439.30636, 578.59769, 624.07123, 692.15365, 751.72414, 802.50000, 843.93638, 895.67442, 938.76391,1004.87805,1140.24390, 802.5000, 42
"415",NA,NA, 456.42458, 523.33333, 592.49197, 632.26959, 660.76696, 689.80759, 736.33540, 795.82678, 816.63357, 844.25403, 946.23656, 689.8076, 28
"416",NA,NA, 496.00000, 512.32058, 522.40613, 571.83986, 625.15263, 637.58865, 709.52381, 730.32581, 798.68690, 867.13671, 932.98969, 637.5887, 13
"417",NA,NA, 471.79126, 508.29883, 576.42424, 714.28571, 727.73753, 805.75593, 856.79601, 905.88183, 974.64416,1028.83255,1141.30435, 805.7559, 18
"418",NA,NA, 510.10101, 592.02608, 687.41123, 749.15505, 799.54375, 838.32335, 876.28571, 928.93300, 996.66667,1026.09127,1221.51899, 838.3234, 37
"419",NA,NA, 664.89362, 782.57632, 845.40494, 884.89980, 903.24106, 925.70003, 944.86385, 950.90196, 972.01728,1017.05604,1018.01802, 925.7000, 10
"420",NA,NA, 796.99248, 803.33169, 809.67090, 816.01011, 822.34932, 828.68852, 833.32119, 837.95386, 842.58652, 847.21919, 851.85185, 828.6885,  3
"421",NA,NA, 734.12698, 750.42735, 766.72772, 783.02808, 790.58741, 793.77622, 796.96503, 812.10635, 851.15266, 890.19897, 929.24528, 793.7762,  4
"422",NA,NA, 768.42105, 780.70938, 792.99771, 805.28604, 817.57437, 829.86270, 842.15103, 854.43936, 866.72769, 879.01602, 891.30435, 829.8627,  2
"423",NA,NA, 625.96154, 737.76146, 814.44372, 830.62500, 867.23798, 892.85714, 962.64641, 992.59259,1036.76078,1119.00000,1226.74419, 892.8571, 43
"424",NA,NA, 664.06250, 756.46219, 848.86188, 901.35802, 913.95062, 926.54321, 931.68350, 936.82379, 952.27273, 978.03030,1003.78788, 926.5432,  5
"425",NA,NA, 551.18110, 678.39196, 728.85572, 779.41176, 850.00000, 874.63557, 943.26241, 983.87097,1075.47170,1100.00000,1191.30435, 874.6356, 41
"426",NA,NA, 607.73481, 718.95129, 752.41009, 867.18665, 892.24673, 921.94734, 982.48175,1027.09222,1060.03233,1080.16626,1335.10638, 921.9473, 24
"427",NA,NA, 586.35053, 725.93810, 800.20408, 808.82987, 816.20494, 821.42857, 843.35818, 885.69910, 957.29358, 997.94180,1013.84615, 821.4286, 17
"428",NA,NA, 648.64865, 700.84946, 845.62640, 883.67363, 894.68464, 918.83117, 940.49450, 955.75793, 974.60643,1052.62077,1120.37037, 918.8312, 25
"429",NA,NA, 568.72038, 701.67408, 739.36522, 772.94140, 785.03040, 841.28764, 957.83530,1004.73064,1026.13902,1078.78313,1092.43697, 841.2876, 12
"430",NA,NA, 627.65957, 648.29787, 662.19269, 670.66304, 676.93221, 694.81194, 715.01668, 729.42338, 734.82367, 742.46687, 755.10204, 694.8119,  8
"432",NA,NA, 631.69014, 841.34644, 889.46019, 904.86971, 940.25058, 973.58287, 986.83927, 995.03638,1048.09920,1069.54262,1089.03946, 973.5829, 12
"433",NA,NA, 606.86016, 775.30348, 862.93860, 885.11602, 906.98814, 914.00435, 922.35152, 958.77476, 986.93856,1071.11785,1176.47059, 914.0043, 17
"434",NA,NA, 715.57971, 725.58438, 730.47839, 764.72097, 838.87793, 858.86972, 881.28881, 899.36123, 906.08167, 977.99752,1069.70324, 858.8697, 12
"435", 904.7826, 1, 742.98294, 825.31912, 864.18972, 872.08238, 889.70252, 899.75973, 911.25466, 933.90683, 995.15789,1041.07551,1057.97101, 899.7597,  8
"436",NA,NA, 722.43346, 829.89641, 866.48055, 934.04855, 963.45669, 976.30354,1009.25390,1044.92510,1059.87621,1099.37185,1120.30075, 976.3035, 10
"437",NA,NA, 643.81271, 687.17437, 740.34260, 809.07266, 860.24448, 907.51807, 936.75316,1001.16107,1067.57346,1085.00337,1192.05298, 907.5181, 12
"438",NA,NA, 567.01337, 721.62082, 766.12245, 835.33501, 906.26873, 994.81726,1067.92851,1118.02553,1120.69740,1148.33410,1192.89340, 994.8173, 14
"439",NA,NA, 581.15878, 828.26696, 888.32653, 905.69030, 945.12242, 989.39929, 996.36432,1021.84887,1151.72956,1172.02345,1338.58268, 989.3993, 33
"440",NA,NA, 947.47899, 958.20795, 977.33002,1013.23832,1029.51314,1035.97122,1085.31501,1122.02387,1133.46288,1443.87181,1903.76569,1035.9712,  7
"441",NA,NA, 811.13445, 847.70960, 891.67795, 950.43271, 975.99554, 984.96241, 998.46257,1018.53054,1051.73408,1073.38464,1089.25870, 984.9624,  7
"442",NA,NA, 791.66667, 897.90293,1004.13919,1110.37546,1149.02440,1153.87969,1158.73497,1167.56952,1184.36259,1201.15565,1217.94872,1153.8797,  4
"443",NA,NA, 913.79310, 913.79310, 913.79310, 913.79310, 913.79310, 913.79310, 913.79310, 913.79310, 913.79310, 913.79310, 913.79310, 913.7931,  1
"444",NA,NA, 755.45852, 755.69446, 755.93041, 757.53162, 760.49809, 763.46457, 771.29244, 779.12032, 807.40900, 856.15849, 904.90798, 763.4646,  5
"445",1057.7705, 1, 669.06092, 739.82737, 779.11647, 843.37349, 844.83438, 904.76190, 909.90575, 971.97898, 973.91304, 996.44128,1057.77055, 904.7619, 11
"446",NA,NA, 859.71223, 917.68320, 958.70647, 979.65590,1030.34978,1055.84082,1062.23909,1072.52456,1085.10790,1259.92017,1327.01422,1055.8408, 17
"447",1089.3246, 1, 743.34898, 800.38015, 857.41132, 963.91693,1070.42254,1072.38153,1074.34053,1081.83257,1089.32462,1185.46287,1281.60112,1072.3815,  6
"448",NA,NA, 905.76219, 923.68944, 943.43891, 973.03334,1053.49749,1092.73081,1124.81390,1180.25227,1358.70440,1548.85666,1727.27273,1092.7308,  8
"449",NA,NA, 729.62963,1107.67456,1239.49501,1274.39739,1308.86432,1386.55462,1443.63536,1529.74607,1652.79854,1778.67142,1831.21019,1386.5546,  9
"450",1165.0922, 1, 774.45652, 806.19059, 820.17117, 878.16456, 908.39212, 913.34977, 931.65507, 960.87587, 978.02234,1035.72671,1165.09222, 913.3498, 10
"451",1182.9653, 1, 783.22785, 829.90178, 876.57571, 923.24965, 969.92358,1016.59751,1049.87107,1083.14463,1116.41818,1149.69174,1182.96530,1016.5975,  3
"452",NA,NA, 847.73218, 878.96555, 959.73891,1071.46985,1146.01621,1172.50056,1178.71136,1182.30030,1200.69995,1281.71871,1442.93835,1172.5006,  8
"453",NA,NA,1065.75964,1087.19367,1108.62771,1130.06175,1180.87625,1246.38099,1311.88573,1385.82598,1476.63724,1567.44851,1658.25977,1246.3810,  4
"460",1028.9764, 2, 823.13682, 879.02785, 943.95604, 977.90007,1031.84713,1090.15213,1097.74436,1118.38575,1250.00000,1337.64846,1618.26087,1090.1521, 16
"462",1134.2507, 1, 741.86992, 800.83423, 861.09834, 959.17577, 991.13761,1089.10891,1112.66328,1151.02567,1204.51783,1453.47206,1564.70588,1089.1089, 13
"463",NA,NA, 973.42995, 990.70238,1016.49877,1027.65073,1138.06989,1168.95325,1206.75728,1218.44670,1220.14159,1224.68644,1568.54839,1168.9533, 14
